Gene names  (primary ),log2fc,sem,stat
AHCYL1,-0.4263285271519983,0.3217816112330743,-1.3249002188729737
AHCYL2,-0.08981605406952298,0.1820650302514777,-0.4933185353907028
AHNAK,-0.22337365269617493,0.17520688770245643,-1.2749136499446145
AHR,-0.014579045092077081,,
AHSA1,-0.28278836823606923,0.14350182851759216,-1.9706255394606464
AICDA,,,
AIFM1,0.24223165878148123,0.0874679858847107,2.769375061416877
AIMP1,0.41839839660553935,0.18238902008810345,2.293988949572902
AIMP2,0.2252282825385521,0.47123826440972527,0.4779499025204879
AIP,0.09002151264310498,0.15573262412393538,0.5780517290421044
AIRE,,,
AK1,,,
AK2,0.2852994301387959,0.21881166372920294,1.3038584199600844
AK3,0.15689824990041856,0.2768551154033736,0.5667160950658985
AK4,0.25981265032933365,0.1569759194396066,1.655111505362397
AK6,-0.19629045925618627,,
AKAP1,0.3551037692730006,0.9720782875048258,0.3653036734155403
AKAP12,0.4551126428800565,0.31376814323540114,1.450474347673381
AKAP13,,,
AKAP8,0.36129419536849383,0.530480038793559,0.6810702928429974
AKR1A1,0.1906970258555205,0.23717325395347805,0.8040410234997495
AKR1B1,0.45681033983290575,0.31944318230997093,1.4300206269221327
AKR1B10,0.40037932477846994,0.49164101479639466,0.8143733185976778
AKR1B15,,,
AKR1C1,0.2864839033399562,0.1911358830082993,1.4988493988201932
AKR1C2,0.18866282933586476,0.23798237917128606,0.7927596572184703
AKR1C3,0.2822822006890249,0.1920998897661815,1.4694552976194348
AKR1C4,0.1578763656372324,0.18290515506899666,0.8631597375026268
AKR7A2,0.300880339215734,0.39838513174582635,0.7552499208421729
AKR7L,,,
ALB,-0.0645181665621486,0.17123329250427677,-0.37678517780376836
ALCAM,0.11838059769912945,0.12364248440772359,0.9574427290603242
ALDH16A1,1.940479340327796,,
ALDH18A1,-0.15739682726355397,0.27456971346030207,-0.5732490495034543
ALDH1A1,1.1610117194740042,,
ALDH1A2,-0.24612596045052015,0.11329090490113636,-2.1725129714984863
ALDH1A3,-0.1263704557276064,0.18055197230267342,-0.6999117988905804
ALDH1B1,0.0767546963872654,0.2988520889834125,0.25683172116466485
ALDH2,-0.15932994700467162,0.2535117596372085,-0.6284913458558409
ALDH3A1,0.2513530124982779,,
ALDH3A2,-0.1445485447660353,0.3443633522777323,-0.41975588810465386
ALDH3B1,-0.1445485447660353,0.3443633522777323,-0.41975588810465386
ALDH3B2,-0.1445485447660353,0.3443633522777323,-0.41975588810465386
ALDH4A1,-0.1445485447660353,0.3443633522777323,-0.41975588810465386
ALDH5A1,0.053404228216244576,0.2642963765458741,0.20206190078801614
ALDH6A1,,,
ALDH7A1,0.17282800232948858,0.13039103983117217,1.3254591922363912
ALDH9A1,0.15241299407649578,0.22429959808563718,0.679506318233815
ALDOA,-0.22343458706227892,0.41896052830852937,-0.5333070109596053
ALDOB,-0.01801306089614485,0.26829634404021985,-0.06713867444069437
ALDOC,-0.16097488330830956,0.25509189493077705,-0.6310466404743768
ALG1,,,
ALG12,-0.7295638806800575,0.5874746525582029,-1.2418644404539265
ALG5,,,
ALMS1,0.6532096134443819,,
ALYREF,0.18634159552707175,0.26052554555325835,0.7152526833073211
AMFR,,,
AMIGO2,0.5483567006597347,0.5241480118390183,1.0461867416720292
AMOTL2,0.08532170204594891,,
ANAPC7,,,
ANKHD1,-0.26661605677491096,0.33690697531120745,-0.7913640153298476
ANKLE2,-2.095930199120467,0.4205847500228703,-4.983371838865997
ANKRD17,-0.6439482672844861,0.6957955346189773,-0.925484909352166
ANKRD26,-0.11113894387612433,0.34008045941525206,-0.32680191054558405
ANKRD36,1.0297524854653375,0.49994227313860923,2.059742775902125
ANLN,-0.27622193205054657,0.40372461405579874,-0.6841840265215288
ANP32A,-0.08413679369289184,0.1526315890661817,-0.5512410255809482
ANP32B,0.2231028314572434,0.2802291516819031,0.7961442630725816
ANP32C,-0.8363943647791565,0.6219618706161957,-1.3447679098889396
ANP32E,-0.3318048322590137,0.19952241344239902,-1.6629952822558647
ANXA1,0.046215210543739005,0.08994214808094769,0.5138326305276303
ANXA10,-0.5650597824498824,0.15569122324973045,-3.6293618269253383
ANXA11,-0.2222170765000797,0.4599921093980877,-0.48308888774387204
ANXA2,-0.2568255432152249,0.16150942690398734,-1.5901582225779316
ANXA2P2,0.07536397569320741,0.07096980210676548,1.06191610313118
ANXA3,-0.28288453160210025,0.24094984912321477,-1.1740390485052403
ANXA4,-0.26255783598879034,0.11741572052963727,-2.236138694243394
ANXA5,-0.02617607196790317,0.14997461501531217,-0.17453668385966942
ANXA6,0.25625324082132295,0.1531512313449611,1.6732039211890677
ANXA7,0.11551983269693977,0.107400399748066,1.0755996529614404
AP1B1,-0.03226272116057061,0.1355559901197885,-0.23800291770257143
AP1G1,-0.10475177073750075,0.249408487674289,-0.42000082561063296
AP1M2,0.25408695335905307,0.3377299689915865,0.7523375971570436
AP2A1,-0.190422343173843,0.22840772026227815,-0.8336948635325594
AP2A2,0.0697795307024549,0.09124785733168488,0.7647251425182198
AP2B1,-0.05109721932620914,0.2530434883398193,-0.20193058379589374
AP2M1,0.06017701131868591,0.10623623851198817,0.5664452371578957
AP3B1,-0.19008999711605767,0.31151638729124537,-0.6102086595474582
AP3D1,0.3472272930241722,0.29172512014295665,1.190255034787602
AP3S1,-0.18571364581959315,0.35944454965214623,-0.5166684151959411
APEH,0.3080376098017652,0.4267138664546407,0.7218832899926614
APEX1,0.10865131580239407,0.12404017428251154,0.8759364974361604
API5,0.23861459204671576,0.19849985818107066,1.2020894837569738
APIP,,,
APLP2,-0.3554574113151254,0.404423625986033,-0.8789234566810431
APMAP,-0.10290391990849912,0.3858814919991968,-0.2666723386378772
APOBEC3C,0.12494092974756654,0.30950251956204733,0.4036830780064751
APOL1,,,
APOL2,-0.16389265171299883,0.4088433565244226,-0.40086905925597094
APPL1,0.6895095696175595,0.4517240418993989,1.526395554946169
APPL2,-0.5002807201434578,0.6820926093361197,-0.7334498472727636
APRT,0.21527007782606233,0.21392971793548954,1.0062654216698261
AQP10,0.03995176540572842,,
AQR,-0.013224201255681578,0.24760559622769016,-0.053408329444707005
ARAP1,,,
ARCN1,0.09147268244760198,0.11434857653566073,0.7999459653883433
ARF1,0.001813872398582106,0.19322598569622568,0.00938731088391874
ARF3,0.06490448574028562,0.17672662110706752,0.3672592467037781
ARF4,0.04511439245736781,0.1754443597731108,0.2571435896583448
ARF5,0.05106970724642679,0.20590160735757276,0.24802966767392998
ARF6,0.8249544333099479,0.5220367954589805,1.5802610859731425
ARFGAP1,-0.5617071704402647,0.2818023913922798,-1.9932661595420837
ARFGAP2,,,
ARFGEF1,0.1642275987398314,0.8153929555020125,0.20140914589913458
ARFGEF3,-0.33777366010994925,,
ARFIP1,0.1281183682517657,0.37648921954536385,0.3402975745400553
ARFIP2,-0.28344497024527726,0.4044751975599322,-0.7007721906193727
ARHGAP1,0.303404509721684,0.27692066160194545,1.0956369523549936
ARHGAP17,0.004122141028187087,0.28139684559956996,0.01464885300829892
ARHGAP18,-0.29579589947443097,0.15687655960833366,-1.8855328049832982
ARHGAP20,0.7674836720589155,0.67480540488168,1.1373407303895051
ARHGAP30,2.273415047109289,,
ARHGDIA,0.06322081000378077,0.14620113161942536,0.43242353395971106
ARHGDIB,0.0019689441566015375,0.18765581552992086,0.010492316217546684
ARHGEF1,0.3912883397328457,0.6014832111542869,0.6505390881682914
ARHGEF2,-0.9796842996892998,,
ARHGEF6,-0.06945199124032797,0.075622211574261,-0.918407301168733
ARIH2,0.698201473097317,,
ARL1,0.12911254362603586,0.3281049542044064,0.39350988752702565
ARL2BP,,,
ARL3,0.11714803321115852,,
ARL6IP1,0.5415909487937363,0.6447891479239726,0.8399504714641933
ARL6IP4,0.9997467781291967,0.42220423135276103,2.367922213678351
ARL6IP5,-0.3788564902331899,0.1512465757875007,-2.5048930083909995
ARL8A,-0.4512047131008359,0.3808879958401504,-1.1846125843519515
ARL8B,-0.04974100994907005,0.24185451210358458,-0.20566500710049324
ARMC1,0.11695146815041113,0.43721308456069546,0.26749306523596394
ARMC6,-0.133188832769342,0.34232015785098047,-0.3890768034388499
ARMC8,0.5292417320178657,,
ARPC1A,-0.12437401519736824,0.10725795224924858,-1.1595784982762392
ARPC1B,-0.14738805943451538,0.08722513723772356,-1.6897429353745088
ARPC2,0.04929876584003878,0.09456272208867401,0.5213340389441201
ARPC3,0.14310100659929148,0.2910797939207963,0.491621230975001
ARPC4,-0.034026696584962934,0.14949088534641167,-0.22761719890890794
ARPC5,-0.10281097686231178,0.2228884258184249,-0.4612665574033274
ARPC5L,0.2310108378084692,0.26758182148480836,0.8633278468865815
ARPP19,,,
ARSJ,-0.08173197014837541,0.45859843634019226,-0.17822121418605522
ASAH1,-0.28364867290574125,0.19410042751843457,-1.4613500677570732
ASCC2,1.3852013883447647,1.2988207501275986,1.0665069742754572
ASCC3,-0.13201993180859972,0.3637810177245038,-0.3629104471541728
ASF1B,-0.1819842457760359,0.4366090666367585,-0.4168127958905617
ASH1L,-0.1819842457760359,0.4366090666367585,-0.4168127958905617
ASH2L,0.1393250388665379,0.4595982453678631,0.3031452801892704
ASL,0.4867684014888951,1.204282097678872,0.4041979885170513
ASNS,-0.10307596383701068,0.48141523308522627,-0.21411030801088685
ASPH,0.010955136683108435,0.21903953413369306,0.05001442651179971
ATAD1,-0.6462758135800648,0.6059221720091716,-1.0665987208177
ATAD2,-0.23392763903590819,0.4975294730903734,-0.47017845512323364
ATAD3A,1.0617023219526551,0.7034743838859371,1.5092266986153713
ATAD3B,1.0617023219526551,0.7034743838859371,1.5092266986153713
ATAD3C,0.02933286416058678,0.1834237782635868,0.15991854730216254
ATG12,0.14406655114133216,,
ATG3,-0.3476706045616176,0.20260346005955446,-1.716015138435549
ATG5,-0.04593362005086732,,
ATIC,0.3696186518328872,0.28208343241761963,1.3103167692800661
ATL2,0.28588797117088305,0.4376956220528698,0.6531661656335924
ATL3,0.1534175590807898,0.20869669996785198,0.735122113116415
ATMIN,0.4467534734249696,,
ATOX1,1.1461106655418227,0.4470749843712158,2.56357592262461
ATP12A,-0.10866965417574903,0.2811642810595169,-0.38649878912871516
ATP13A3,0.14068825185592715,0.19033772751175854,0.7391506334299164
ATP1A1,-0.022311507582102763,0.2246156899714094,-0.09933191926593696
ATP1A2,0.047144203094486414,0.12321508138639896,0.3826171485180742
ATP1A3,0.04881342231206176,0.13830254100564188,0.35294667731426915
ATP1A4,0.0035303716095995696,0.15922811381222524,0.022171785654403163
ATP1B1,-0.05646422237477111,0.13193543748375813,-0.4279685841169255
ATP1B3,0.16122176129070098,0.2612023377760343,0.6172293964265327
ATP1B4,0.7320266966184832,1.0711013349747482,0.6834336516215257
ATP2A1,0.5028745333545217,0.29384580669943433,1.7113551457581162
ATP2A2,0.1576852394766064,0.10132971807374574,1.55615985590571
ATP2A3,0.22447671277697978,0.11876880363128453,1.8900309333237322
ATP2B1,0.5510650321964974,,
ATP2B3,0.5510650321964974,,
ATP2B4,0.5510650321964974,,
ATP2C1,0.38754309593475256,0.27339405560937613,1.417525684934686
ATP4A,-1.0323598924296071,0.45861698955519076,-2.2510284528073967
ATP5F1A,0.1489108169691562,0.10643183298059412,1.3991191619927033
ATP5F1B,0.29417930678239657,0.4398483855417283,0.6688197943936477
ATP5F1C,0.06231238502682146,0.09212650035280073,0.6763785098554121
ATP5F1D,0.1409744986167496,0.12342238034247802,1.142211795183071
ATP5F1E,-0.1760648199171797,0.2666623198426741,-0.6602538372165019
ATP5F1EP2,-0.02127454468063661,0.38159424759265564,-0.05575174367761111
ATP5IF1,,,
ATP5ME,-0.09993611527969648,0.3393353603101626,-0.294505456750372
ATP5MF,0.019631604084153764,0.25350067655715164,0.07744201850178425
ATP5MG,0.10963203089663054,0.25285888870123246,0.43357000997567136
ATP5PB,0.46666900333044126,0.1605147614719899,2.9073276442047096
ATP5PD,0.023325167500033217,0.16086756895967705,0.1449960837406568
ATP5PF,0.4243598428647779,0.2706401611752127,1.5679854793984065
ATP5PO,0.027996037100560756,0.1262213019948976,0.2218012067542488
ATP6AP2,-0.07751378600059056,0.5900157732253205,-0.13137578606900888
ATP6V1A,0.10523831396827177,0.259741994505485,0.40516480274447664
ATP6V1B1,-0.10492479533350618,0.13256495740826016,-0.7914972205691538
ATP6V1B2,0.0829976703969848,0.20847548101298743,0.3981171790260279
ATP6V1C1,-0.4146942294619933,0.23070092890181118,-1.7975403542414503
ATP6V1E1,0.3503840293912539,0.42894908121088154,0.8168429418292583
ATP6V1F,0.0749765645749001,,
ATP6V1G1,0.406857444203645,0.24934894424273554,1.6316790329281623
ATP9B,,,
ATPAF1,,,
ATR,0.7581045305982457,0.5305078601950967,1.4290165848239258
ATRX,0.2483975562597749,,
ATXN10,0.16403741163751917,0.20424788063645674,0.8031290759363684
ATXN2,0.053273649431659464,0.5688952280677412,0.0936440434077888
ATXN2L,0.12241806155878976,0.2517716670378332,0.486226520239842
AURKA,,,
B2M,-0.1688696770493756,0.18359442638837603,-0.9197974054623442
B4GALT2,-0.6912645672885844,0.47687373923924053,-1.449575664181808
BAAT,0.363754614072306,0.4746120522568126,0.7664251515371936
BAD,0.010783668354431342,0.481468852469569,0.022397437132473524
BAG2,0.040716202645576516,0.18470850105029726,0.22043491454943506
BAG3,-0.35803836937439826,0.45860266360141416,-0.7807158522864153
BAG5,,,
BAG6,-0.2440283767903786,0.3480327322085116,-0.7011650175598355
BAIAP2,0.35966810133731286,,
BAIAP2L1,0.2719265116849314,0.14424286188812122,1.88519908802035
BANF1,0.0323276115534199,0.1798053784245417,0.17979223890116677
BAX,0.4827747878288662,0.23363496151572136,2.0663636328092108
BAZ1A,0.4650019432581125,0.3241061680368053,1.434721054754216
BCAP31,0.20231888949965082,0.24922677545583252,0.8117863304599283
BCAR1,,,
BCAS2,-0.03780336933611039,0.15114995041580587,-0.25010507269182186
BCAT2,0.055840230575700645,0.30673310127342934,0.1820482704470924
BCCIP,0.1854879716166593,0.376946841758885,0.4920799196808423
BCL10,1.587426905340477,1.2983936258844693,1.2226083628985143
BCL11B,-0.22471389813832587,0.2583413401656936,-0.8698332910799335
BCL2L1,0.22873638819608288,0.218859178315233,1.04513043481605
BCLAF1,-0.303785090122215,0.44716507640111397,-0.6793578169546387
BCOR,0.19887526644433606,0.299273420484638,0.6645269938181647
BDH1,0.14443164726186097,0.3567195388673185,0.4048885231251159
BECN1,1.3708790713445573,,
BHLHE22,0.10155162540586105,,
BICD2,0.604891062273115,0.5840336097133961,1.0357127607261407
BID,0.11594242830605594,0.15645033121685448,0.7410813860492831
BIN1,-0.38888793838489377,0.40258408586382954,-0.9659794116065274
BIRC6,0.11061320145537934,,
BLMH,-0.037587787971240516,0.18816530640152349,-0.19975939608671764
BLVRA,0.27467450722761555,0.12270087539130327,2.2385700701128313
BLVRB,0.3974084913575524,0.42896072873335817,0.9264449277933351
BOD1L1,,,
BOLA2; BOLA2B,-0.3096606651052056,0.5889668490078231,-0.5257692612527542
BOP1,-0.2203931235782619,0.47428983437720157,-0.4646802600516708
BPNT1,0.5069372533507597,0.38625408596226357,1.3124450245952521
BPNT2,0.25442346647031044,0.5118807843484595,0.49703656446910754
BRAT1,-0.4647661398095515,0.49298233221224036,-0.9427642928376972
BRCA1,,,
BRI3BP,0.33787427338914,0.3270152712408244,1.0332064068662978
BRIX1,0.13749997677963677,0.14013846185048776,0.9811722989105878
BRK1,0.5026418382551618,0.2868387801692563,1.7523496577365363
BRMS1,0.27370460076166125,,
BROX,0.6106152369598838,0.4075684354218057,1.4981906936142846
BRWD3,-0.6434801188176777,0.32121641277440904,-2.0032603977480914
BSG,-0.04494749611747295,0.21595606458778369,-0.20813259494827618
BSPRY,0.17924886672744833,,
BTF3,0.1931717806931843,0.12932516386280404,1.493690592946881
BTF3L4,0.37743339912476515,0.3223163658987451,1.171002899813455
BUB3,-0.0577150956780379,0.23685781890215046,-0.24366979289748875
BUD31,0.5141121579952319,0.32454210925209875,1.5841154147299832
BZW1,0.18647675644315953,0.14328365767986342,1.3014516760857808
BZW2,0.38701339089163866,0.2755523849952269,1.4045002401207396
C11orf68,0.49868672808414516,0.3792026607468494,1.3150929033619354
C12orf29,0.7815477076311801,0.30102024349260187,2.596329398193408
C12orf57,0.3883966559843728,0.8981377376466704,0.43244665011188854
C16orf96,0.7522903137011987,0.9434771466998807,0.7973593386258264
C17orf75,-0.05015446894405784,0.24072467060878755,-0.20834785573584236
C18orf25,,,
C1QBP,-0.0361403138215195,0.2585983967538897,-0.13975459351325578
C1orf50,-0.20075558809432437,0.423037934375873,-0.4745569410708006
C2orf69,0.056789685752672625,0.08801624046876792,0.6452182625639882
C3,,,
C6orf132,-0.36109743452087173,,
C7orf50,0.3049972745477696,0.25308839468629163,1.2051017784747504
C8orf33,-0.1696527691640064,0.15407700297483576,-1.1010907915421648
C8orf82,0.10774784155493577,0.43371495140275373,0.2484300834141169
CA2,-0.8009522201326362,,
CAB39,-0.044746111921398324,0.24957027172217536,-0.17929263614862845
CACYBP,0.08149466276550044,0.0538124923426195,1.5144190357627545
CAD,0.22473645685217392,0.11482107165199935,1.9572753817636106
CALB1,1.0129500154729847,0.529077718364449,1.9145580702289677
CALB2,-0.29386132494776973,0.3323307180561148,-0.8842436434002787
CALD1,-2.2513746442658054,,
CALR,-0.1570249499777816,0.3772559490336613,-0.4162292215139351
CALU,0.5906852514414247,0.7824436301937339,0.7549237141788354
CAMK2B,0.4589166214003306,0.43398287517074957,1.057453295178458
CAMK2D,-0.31601447707859975,0.5088642340237868,-0.6210192345014126
CAMK2G,-0.33434509587597816,0.2892142047058967,-1.1560465925799712
CAND1,-0.12529212519094202,0.1242496789462282,-1.008389931093222
CAND2,0.49042054473658325,0.21738817309823358,2.255967000168733
CANX,0.056801489156715235,0.08647167442158654,0.6568797185513442
CAP1,0.33198191885835016,0.43952859936213745,0.7553135776378065
CAP2,-0.018420111761258795,,
CAPG,-0.018948715082999,0.08768134153878089,-0.2161088636470977
CAPN1,0.014528745448476599,0.12203569710142394,0.11905324256395036
CAPN2,0.06858975156376346,0.3977982878968655,0.17242344587854602
CAPN5,0.31062169768461345,0.29493779412544036,1.0531769880685504
CAPNS1,0.058978315452009156,0.15626867160228383,0.3774161183254546
CAPNS2,-0.6159951497978433,,
CAPRIN1,-0.2536665423758251,0.153321086715451,-1.6544791574990951
CAPS,-0.23709064723595574,0.3367644267325187,-0.7040252129250852
CAPZA1,0.17237100445757036,0.11293765140620211,1.526249238507756
CAPZA2,-0.006862448913111052,0.10309693158875097,-0.06656307619789358
CAPZB,-0.2946871474564645,0.14682480644959023,-2.0070664799932176
CARHSP1,0.2402855702191431,0.42071408361817036,0.5711374531431667
CARM1,0.7352801951643428,0.2291068644942799,3.209332888332993
CARS1,0.6031030988711699,0.38124298723495675,1.5819388659324576
CASK,-0.11070950007480107,0.29116977354067103,-0.3802231898200003
CASP10,-0.40555604516276134,,
CASP3,-0.12947194765185088,0.33556430692573413,-0.3858334899739654
CASP8,0.1455741591579809,,
CASQ1,-1.6548132601874421,,
CAST,0.10480732477497412,0.333428988414461,0.31433177203145835
CAT,-0.01907972036871186,0.14407701789530242,-0.13242722987629207
CAV1,0.5207987718856657,0.5302748413218134,0.9821298905817846
CBFB,-0.8846434988557839,0.5367629024211361,-1.6481084942075708
CBLL1,0.18333801695986907,,
CBR1,0.6927300668448702,0.3007407511405185,2.303412704190521
CBR3,0.6462911417653778,0.2894249421878827,2.233018125113185
CBS,0.03233624330310647,0.43186189601512603,0.07487635191129223
CBWD1,0.6299006671900003,0.20773469956840743,3.0322361574580023
CBWD2,0.5265388839982776,0.292626749575453,1.7993532196294006
CBWD5,0.5265388839982776,0.292626749575453,1.7993532196294006
CBWD6,0.5265388839982776,0.292626749575453,1.7993532196294006
CBX1,0.26735718982184764,0.12824295203601274,2.0847710192039974
CBX3,0.10408198133333002,0.07929678354764874,1.3125624606297943
CBX5,0.2096634033218443,0.13406253888909606,1.563922368315652
CCAR1,-0.6039873552702524,0.3975494141292847,-1.5192761800268513
CCDC115,-0.42695869854038193,0.6279294921125946,-0.6799468792330964
CCDC125,-1.4800966477867057,0.9687168703722393,-1.5278939523557213
CCDC170,,,
CCDC172,0.2590889314996545,,
CCDC18,-0.221734485094224,,
CCDC43,,,
CCDC47,0.37454289491378034,0.23980551813677006,1.5618610356587563
CCDC50,-0.3030355555942599,,
CCDC58,-0.2568500781110501,0.17023811147659143,-1.5087695456864147
CCDC6,0.17808976890786,0.12583642960696328,1.415248107913618
CCDC85C,0.866284757651183,0.7340791266545436,1.1800972486428636
CCDC86,0.24656101403300212,0.5175080298921341,0.47643901116740867
CCDC88A,-1.0063233709939645,0.6290251774630551,-1.599814136299925
CCNB1,-0.07727801699162384,0.2991367844548001,-0.2583367242262399
CCNH,-0.46627501732772814,,
CCNK,-0.6837449205706214,0.5475169491332971,-1.2488105101640583
CCT2,0.09206272139543259,0.0612365948289863,1.5033938717940398
CCT3,0.08439070710828744,0.06432791839070097,1.311883070671329
CCT4,0.10415485306624461,0.10336951437132057,1.007597391742627
CCT5,0.03324127959623269,0.05970914302507389,0.5567200919677168
CCT6A,0.06855922938910197,0.10184499286333115,0.673172312762628
CCT6B,-0.09614854156829722,0.197869228241406,-0.4859196269315475
CCT7,-0.1099797121161572,0.13747396916612872,-0.8000039046174158
CCT8,-0.6820250228444138,0.30190916706928966,-2.259040457317037
