ICL103_Mock_7hr_433,ICL103_Mock_7hr_434,ICL103_Mock_7hr_435,ICL103_Mock_7hr_436,ICL103_Mock_7hr_437,ICL103_VN1203_7hr_438,ICL103_VN1203_7hr_439,ICL103_VN1203_7hr_440,ICL103_VN1203_7hr_441,ICL103_VN1203_7hr_442
AGPAT1,9.84887258636333,10.3001395954606,10.2581794079804,10.409869269928,10.8244056625258,10.6331617656983,11.0907859265802,10.6232900169503,11.182863027334,10.5776502535226
AGPAT2,12.6412484932642,12.7211002221372,12.6019619250839,12.9086116612086,12.4838547749875,13.0150804471339,12.8736661206218,12.7266376342292,12.8604065724075,12.8128576382876
AGPAT3,12.1096812644778,12.5347782311503,12.9923030506337,12.8439857742129,13.218645318025,13.2037320413611,13.8111132929065,13.6881401722773,13.8751144419035,13.831447521317
AGPAT4,8.12431069595029,8.04051390364163,8.151589445831283,8.255179197076721,7.9981630246388065,8.025906722686667,7.672542042188823,7.7685137972065865,7.646046241253257,7.7888894160056426
AGPAT5,12.4430200493076,12.2450527081403,12.2375643416755,12.3912834930331,11.8766890569495,13.04855581188,12.6633840578649,12.8977955669655,12.4873372600831,12.8696140525094
GPAT4,6.93667859144823,7.12306267973561,7.24489831948227,7.18037635642894,7.78646272543013,7.22894002952676,7.52137282000813,7.12463215080487,7.57743920135765,7.29268379080558
GPAT3,10.6546664311439,10.6495089584696,10.6695695089146,10.5219694095583,10.8164927469743,9.34976468026758,10.1361868473585,10.1488619084296,10.1379873925296,9.77249799561039
ACCS,7.53172179859865,7.51749974463759,7.25285721555726,7.35873169462368,7.5860446739453,7.66151417537832,7.76402836158447,7.79792573013853,7.72508588444488,7.84374060962337
ACCSL,6.64460755150534,6.59260314493725,6.66871398864627,6.69506691297632,6.5404604897657,6.54891697324238,6.69317286786624,6.59451717600244,6.57267904236341,6.57135223235812
SELENOF,14.54497856046255,14.6668917305329,14.5523865176188,14.3171498792452,14.689242089792451,13.9354835045017,14.85537994211775,14.87389837778955,14.87613848514125,14.47339419182855
OAS2,9.46119406610231,8.87780494544843,9.28372097181509,9.28151093548447,8.80784222031206,11.3655117633344,10.4349098109733,10.7373717717708,10.2974274382998,10.7277645473218
OAS3,7.323695032284365,7.30250057368572,7.404918853807651,7.289033060725285,7.70431846222699,7.238585145025125,7.832256993447955,7.57606480539634,7.9778175213005,7.3391810408084
OASL,8.86839446381755,9.1635282012816,9.02495617540973,9.16803067587502,9.35266362003157,11.2353852576411,11.538097287778,11.0785964996296,11.9049821160154,11.3225893498469
DECR2,8.579215549172895,8.547528134250701,8.682962869486154,8.6282067518296,8.77189482496747,8.655342946141635,8.72739380835409,8.69238836751151,8.839973401836051,8.790464862299434
ADO,11.8521777995124,11.7152026329282,11.9411640360072,11.8579950203678,11.9625724600885,11.366886607522,12.104811206734,12.1169993082001,11.9165985725398,11.7415848901409
HACL1,12.9232178568234,12.7758337346686,12.8339161341876,12.9055597918712,12.5582580959859,12.9603826941688,12.3167636074478,12.4918959249677,12.214784067867,12.5958541820926
OGFOD1,11.7145910518308,11.5652219232135,11.5917203586729,11.6387096004268,11.4846680161793,11.2656875230661,11.1503098854045,11.2881731961887,10.9447264592619,11.2047919886584
OGFOD2,8.743836356309965,8.748038778599511,8.70385232772719,8.73165115930844,8.611397144725276,8.948752189973,8.798569588046925,8.702270835484805,8.638307429485035,8.807981871788055
DHCR24,12.7878589201825,12.9719496295662,13.0881668761018,12.8568191397502,13.6066717993804,11.6634935447307,12.8882274867541,12.46660350125,13.0826654770864,12.2380263888002
BPNT1,8.005376828926535,7.683425533952115,8.04532463634545,8.11928455640864,7.883792899528984,8.03780955830452,7.48240165471362,7.91402912825081,7.550286238570115,7.667741640018384
PAPSS1,9.83579572358035,10.056279046149,9.98339450094125,9.86474745961694,10.5798312383965,9.30190155687277,10.3172810405306,10.1787838244707,10.4101807444903,9.67964216479149
PAPSS2,9.35587049090037,9.41779697265648,9.32056594191493,9.0783651813469,9.77943229720266,8.56981845035603,9.47750041156273,9.41794193389474,9.7398574457071,8.87855157920482
HMGCR,14.1786895390999,14.1760897456894,14.0603295620879,14.1140421065984,13.9779103016894,12.7292108302744,12.6549405300248,12.9978132270176,12.8034031029415,12.9483749591432
HMGCS2,7.09616393180955,7.0423082509078,6.89453584505423,6.86860967731777,6.86906977425935,7.36446092736911,7.45269294471367,7.39702117146583,7.26977146398864,7.45654150262146
HAAO,7.7120701534772,7.684809268576675,7.71257375946782,7.72729388931769,7.47438854552967,8.20276914813955,7.54724168717193,7.438792596400735,7.422368526658505,7.542897322285105
BDH2,7.14565503786759,7.07994228418685,7.34051427510044,7.33270076917373,7.04930268129359,7.52531830419278,7.36368259945776,7.55470557898075,7.29749292854522,7.44314806848745
