OMICS_ICL103_NS1_7hr_Protein_1_068,OMICS_ICL103_NS1_7hr_Protein_3_030,OMICS_ICL103_NS1_7hr_Protein_3_030.1,OMICS_ICL103_NS1_7hr_Protein_4_010,OMICS_ICL103_NS1_7hr_Protein_5_039,OMICS_ICL103_VN1203_7hr_Protein_1_055,OMICS_ICL103_VN1203_7hr_Protein_2_060,OMICS_ICL103_VN1203_7hr_Protein_4_004,OMICS_ICL103_VN1203_7hr_Protein_4_004.1,OMICS_ICL103_VN1203_7hr_Protein_5_075
CSDE1,20.88057119922448,21.231174855995413,21.721997455831012,21.53761969363695,21.196047917127032,22.027168716843374,20.87289419785086,21.647839118351033,21.572442108849312,21.822344752783607
CSNK2A1,20.96680223294183,21.332936570838765,21.260323923003472,21.676535447612178,21.062129686964504,21.81110100021391,21.54122170501027,21.431492352607947,21.35365705433809,21.4178905440355
CSNK2A2,20.16950028159842,19.992360016304136,18.974295882360334,20.48352974517538,20.024883027880666,20.57599798178916,19.9570279773558,20.36342779376128,20.652151830668803,20.424048554056142
CSNK2A3,20.96680223294183,21.32593819335549,21.260323923003472,21.722060955034515,21.130535146394468,22.179467700936286,21.205941341376214,21.431492352607947,21.599726249194866,21.4178905440355
CSNK2B,21.198427046861113,20.865503386562523,21.146201554031865,20.157199844163898,21.877897728534393,20.68267946504481,20.909619925537438,20.41082060958937,20.845242330174592,21.456612727221597
COPS2,19.514322096968666,19.517949529036958,19.320242932970395,19.640509996873433,19.563150724117193,21.267182037843174,18.942352497039074,20.14608251761536,19.512493652728764,19.80706384938163
COPS4,21.0913771036347,21.154611391213038,20.98896322648414,21.228933532281108,21.1043229905517,21.14674853863793,20.516688769923512,20.754805523442826,21.224538883021125,21.693504164194525
COPS6,19.756368404772704,20.029719667424988,20.437945433361133,20.913589703154965,19.62740712993275,19.80686272497658,20.04329200801854,19.95072995890315,19.317441875831133,19.77146967978074
CSRP1,21.89872416361827,21.915009343129235,21.579662889659815,21.831176498910956,21.96932349782194,21.342266349727296,21.843086301524156,21.683521233007667,22.10419244768618,22.313251890345335
CSTF2,19.511934695607888,20.300866076642844,18.94300013505263,19.94241855783127,19.359930440577514,20.077784541138897,19.57259625082076,19.97160244975789,19.768504666902423,20.147125503557707
CTNNBL1,20.288501283246056,19.939766939497908,19.92738538573414,21.61338488690158,19.662319550129112,22.314944836106783,19.084234864674997,21.72074575241929,21.73366245682641,20.699057429015483
CTNNA1,22.072797659293315,22.027128121119002,21.940678511761583,21.7644598632041,22.207808657096173,22.594621373935688,22.61739613049882,22.46892099414784,22.124360449214844,22.294416851801536
CTNNA2,18.61231849248518,18.39284456023761,18.183275424789482,18.742787283686692,18.250536185086776,19.55965136189083,19.20665779106606,19.561132666083648,18.980693579872504,18.973953346442503
CTNNB1,20.547447846339402,21.70462108408116,20.939229394706672,21.222516035776284,20.712258201891718,21.625635306202533,20.544687422495954,20.982065429056895,21.44831188350857,21.853495703624407
CTNND1,23.088280182619233,23.067456297331148,22.910806099994797,23.481062746034958,23.490573401159864,23.43673101546929,23.194772705785688,23.428121939373973,23.477081000706477,23.3977646222296
CUL2,21.450625060595023,21.280546829466772,22.019234233667163,22.042831082904534,21.82238993736223,21.873989206852652,22.038092196374972,22.40029034980002,22.204980239164257,21.201322477348118
CUTA,20.535421460019982,21.071935334594897,20.549657854846405,20.215207004956277,20.838044830805934,20.1940642040513,20.866697508945656,21.00679167791376,20.455577067637115,21.045854353935077
CYC1,22.241643732790678,22.317164634722474,22.412277815056605,22.747855489099603,22.760990559380804,22.43624421339743,22.313315624170123,22.384846803885463,22.564771858383853,22.954698793592808
CYB5B,22.481984320799835,22.831743039221426,22.33559586118226,23.078449266353797,22.367061736720217,23.194534818081138,22.8768202944262,22.856355379748052,23.14457440070546,22.776239860120725
CYB5A,22.13023692272167,22.522188565198935,23.441057123666745,23.554354741479216,22.55506323389441,22.689579533943817,22.172312532529453,21.733355937937162,21.856507914042396,23.075617814495843
CACYBP,23.033834907662204,23.11158972632442,23.11153217701622,23.598552483262576,23.695167430687228,23.252493571949852,23.282719760301656,23.494483410848808,23.370236440276074,22.953800939963728
CYCS,23.024392787726008,23.51213494169769,23.096871105562357,24.02860551008522,23.379094417899996,23.999408790857018,23.262279486115297,23.78676868477976,23.807926343202702,23.505423164637833
CSTB,21.557556239674202,21.26529147335292,20.876051567758168,23.232411447722683,21.43662421627602,22.232829439597815,21.556284825079654,22.99730022470913,23.23086341699284,21.810475419389377
SPECC1,22.46004279032635,22.509356071986616,22.23091212740231,22.86776519850827,22.796373527662738,23.787619816772892,22.764079751485195,23.249412721006898,23.381563785916587,21.87841684370514
DAZAP1,21.486704056045404,21.540945315274563,21.437718823009078,21.695975938414243,21.420929124780464,21.580119747102973,21.60415620176807,21.552294365743517,21.32722595801218,21.96456372091104
DBNL,22.728467851045536,22.53173802258249,22.108570993000995,22.165557180830238,22.354799241140356,22.350318880487304,22.875489092164905,22.53499059185819,22.704142869239725,22.93714597450787
DYNC1I2,20.819044284143835,20.886524912454938,20.657327610192034,20.680446650964686,20.92128748155453,21.3624137386341,20.93620532508406,20.963939616812816,20.626555056893853,21.061095678513368
DYNC1LI1,19.83740839236209,20.780176051022544,20.012724210601903,20.484801756922003,19.947580125445512,19.948974052775704,20.42548973082819,20.485059719758404,19.99431993517399,20.769093629810744
DYNC1LI2,20.034009229673458,20.838146465217186,19.690261756003242,20.175694883400666,20.021022198538155,20.231208322693863,19.911905583943955,20.54816918453411,20.580554275412965,20.137600982570245
DCUN1D1,21.56793608516158,21.46528567428695,21.2777258918939,21.55303299751994,21.639773365697355,21.30428452350347,21.93589315517253,21.514606814313474,22.151388037583825,21.52701595086776
DCTN1,21.89480383810787,22.645252046630432,22.151250792837562,22.42903932442675,21.79137542142289,22.552975749931356,21.669208246843226,22.50330889284631,22.005925527857602,21.980867599082195
DCTN2,21.975265377360216,21.029165632045633,21.760676906595112,21.171890584211273,20.877320031975863,20.60218881088462,21.119576922098567,20.839126671423095,20.81403125019843,20.95398405443458
DCTPP1,22.235839963417764,22.92683520430074,23.064292845405532,22.29564972389526,22.338920683377776,22.28624483925771,22.597916185002234,22.434223528362672,22.80446118609281,22.502780210136006
DCXR,17.37799893733718,18.875687070289928,15.777614851859763,18.923338449565,16.294683570696417,21.34488518398533,16.171433539871053,19.156265780933037,19.378559209029667,19.18289112662707
DDX19A,21.463686359340976,21.507388097757676,20.470279675686598,21.7059953303017,20.672917397005406,21.503111522102223,21.14724453068593,21.48954601075092,21.390943449845157,21.441333656607878
DDX19B,21.77412895990108,21.539549475239557,20.12069360764498,21.764690844962793,20.47560077193309,21.448023742744777,21.111237418436342,21.364139846384326,21.35363086281361,21.42445313429527
DDAH1,21.671217654555274,22.325945271176135,22.5661197844533,22.32858480836337,22.541461765263406,22.40836901791252,22.24391394396214,22.37787535015688,22.198858974981118,22.113330756157836
DDAH2,22.04235693457823,22.357922721235703,21.925684395110657,22.25129261683565,22.4547146031667,23.506090085658666,22.610980482062434,22.843332176000207,22.218424671379772,22.30224097267159
DDB1,21.53296811036279,21.986211304015946,21.96462316074107,21.493226290333517,21.667336431219777,21.338967751198,21.297514148505403,21.410205597108636,21.56946158950834,21.62373610930669
DDRGK1,17.026798138230355,18.338180079537302,17.279933033141553,18.29432227931693,17.310508896907848,19.455509788523315,17.739592511650457,18.781159621464607,17.44797139548948,17.990585742995883
DDTL,23.906019339371277,24.398087673997228,24.80478021699038,23.68097279303104,23.541607125501844,24.464833114846257,23.60338710316745,24.058801424340164,24.21861105632432,22.943357630137704
DDX17,24.145206471957238,24.008738816825826,24.590690535729674,24.808620707089133,24.62444778364823,24.093304724548823,24.206141002247293,24.561166393974425,24.50832687135589,23.932025477696037
DDX18,20.871297312778882,21.13448312279129,20.704625132949847,21.413998992355957,21.15597408483336,21.421921308817637,20.76510314547197,21.237473204379228,21.417436847215534,21.576284450545845
DDX1,19.711362618922163,19.434234556061973,20.474814958772154,20.929572507121456,20.109773462174093,19.839802433421468,20.521907805996157,19.63269404852822,20.475785524737034,20.644951632267578
DDX21,22.84070946719021,23.015882699222352,22.86786980492504,23.233217190595603,22.806799085596293,22.93364635844044,22.730829506041335,23.608100308002026,23.404944170468927,23.53498922037063
DDX27,19.960494491000343,19.50053823191321,20.246430612456162,20.25780913954308,19.640370911476978,20.928553010931743,20.21393223168021,20.822612811120887,20.35839696431673,20.39696763641369
DDX3X,22.710360000426967,22.834363394496165,22.67769971332679,22.543213759468312,22.94562770147331,22.575585389421512,23.044990547642104,22.959025360085164,22.515965645056646,22.658390255744617
DDX3Y,22.412088080415415,22.4827163784132,22.349093646732722,22.32056427212999,22.263892267188155,22.143586676891957,22.391140049089977,22.44699180329233,22.213122651487407,22.50528371969206
DDX41,22.34127550012212,22.439340737265333,22.253476153088087,22.23500614735673,22.846782544127773,22.550891758530444,22.376285694000135,22.6503974511475,22.112835809025302,22.269813566774186
DDX46,22.166380717478827,21.532629452996375,21.93739214398589,21.674220755338563,22.037637180603134,22.756027086878618,22.056986602470253,21.85264348101461,21.56366602980411,21.56839663880511
DDX47,20.592358009387045,21.063732631585182,20.511981693659436,20.91347867765097,21.292580717195833,20.130871511750197,20.684695412970253,20.543897535771,20.5347671399255,20.665458956858195
DDX5,22.621888143117907,22.820772482018878,22.55164579639999,22.888553674181544,22.676912942355386,23.49647893440462,23.24946077988344,23.061030138748173,22.73750627604813,22.979086921325347
DDX6,20.443796802353745,20.917866725547093,20.28272789997315,20.986883815935087,20.134505087139615,21.22537375536715,20.35053032437511,21.28008982666537,21.070116916963258,21.086650278448218
DECR1,21.40448843376639,21.643164303315515,21.451900921054296,21.009118218013914,21.48749216445207,21.662455169985556,21.39271645375277,21.278212929703848,21.29093492932482,21.43391282822268
DEK,22.935232556782022,23.162371383772538,22.455264933519928,22.90928061141146,23.08452326206266,22.9620186421858,23.088882343352658,22.59997472586272,22.5722182360346,23.285912542838062
DENR,20.127197324838313,20.41298207575381,20.022208798215946,19.372656776994702,19.85421788647907,19.54931800779554,19.948136433780938,20.372035742772887,19.057882882621897,19.89345155588442
DES,26.75503504604761,26.340176998235492,26.445979370194323,26.853793859587544,26.713358708385783,26.481825885353675,26.715229463783647,26.487264528036057,26.832107105884642,26.96661239330925
DSP,18.311782526607946,18.55876216390279,17.859368221237826,18.537069277712245,18.46491273944457,17.785268925396757,18.009569220903206,17.52311441679378,18.513174628455,18.267616304935746
DSTN,22.048523979663862,22.100339287308408,21.247610793935984,22.317171523926525,22.048497630919066,22.499019610473283,22.372464224531882,22.285007475323187,22.4073752093001,22.337107123168984
DFFA,20.224988159287047,21.21691408240106,20.817933915023296,20.348318655725848,20.505480113455015,20.906169285948884,20.724313395891276,21.15269625067328,20.299299516308935,20.84563924460766
HSD17B11,18.30477768563745,18.627604376548167,17.793289270212565,19.685781941895645,17.62883786048795,19.90123420183284,17.869832991341745,19.5496514336066,18.71268089289199,18.876033887992588
HSD17B12,22.63352473912954,22.55031987203311,22.212495440437102,22.943091971853608,22.415682706292333,23.588609532992475,22.63150288306454,22.826334632405477,23.121046079519306,22.991786983021697
HSD17B4,21.47832076056588,21.63165721502349,21.720051365908937,21.628355084281218,21.55512984143182,21.18956701938541,21.849412060352748,21.638245781401956,21.774939138805657,21.905481022036096
DHCR24,19.651369043789536,19.89084778244367,20.263516247318982,21.126604164395797,20.34154792480532,21.78760999136484,20.239759335414078,21.08451658400516,20.855356530595415,20.292924147021466
DHCR7,22.113488311774518,21.80978502649855,19.42857982947262,22.730388027380915,22.066714956107575,22.76899840507869,21.990931202979148,22.24129942914183,22.6029177632998,22.15805160238724
GLUD1,21.30560978595839,20.74836226249571,20.954919978217134,21.247903284266147,21.333947939751944,20.843693071235045,21.23644417082552,20.838256315251137,21.146650424748923,21.34824630613816
GLUD2,21.57415733976589,21.368459742123555,21.484851757645025,21.485380256517136,21.477451368836952,21.01655528924548,20.769610498504154,20.984064656510625,21.34412070909371,21.492333779260566
SORD,21.83408513680039,22.38280188472561,22.12425257050114,21.71413454974305,22.248120326571605,21.748712799396262,22.036087528387604,21.91494178574718,22.141304548355286,22.01679211632483
DHX15,22.081182149874618,22.26320400909093,22.336216065904964,22.328655451379397,22.438864565774654,22.001906568189398,22.175831356512628,22.366360840211335,22.32379901186159,22.278237722225594
DHX16,22.45812787822637,22.501239114255323,22.336216065904964,22.49784889800574,22.438864565774654,22.001906568189398,22.48941594117301,22.366360840211335,22.287163261324427,22.506140529368103
DHX36,17.444261129095885,17.300527115985417,16.486074938788143,18.6852693768725,16.382724739075485,20.600152317241925,17.56118104237239,18.052082053409745,17.86066604386918,17.827734539181982
DHX8,22.45744118000535,22.16803700245892,22.336216065904964,22.49784889800574,22.438864565774654,22.001906568189398,22.414906294538728,22.366360840211335,22.287163261324427,22.440957031562306
DHX9,23.899964165457774,23.8061052993626,24.02613886590578,23.886141254051033,24.047533674490737,23.88886815631956,24.064889811294215,23.69302334554873,24.03661487850761,24.339682492792498
DIAPH1,22.137013209427185,22.547896827070566,22.122559512861493,22.780228300036267,22.166866395477665,23.517191242798,21.9915095673363,22.72650059679473,22.495531587715497,22.834192477441583
SLC25A10,21.01254785818947,21.219203345449714,21.534218765043427,21.477261559661585,21.934585387271632,21.911439208209785,21.264716554627398,21.27852305967604,21.892009336533338,21.390471769010514
DNAJB11,22.656362012471902,22.088099749050297,22.214055147158916,22.390369922264952,22.936588128183175,21.96707166393195,22.77392523926391,22.415291473371926,22.284697599032434,22.490284824857593
DKC1,20.58124703902078,20.711215937482276,20.065884126321308,20.239866817890533,20.60287987899929,20.2421771520112,20.471440747704396,20.00754697262298,20.555601089298296,19.98269988816312
DLD,20.863353940670947,21.21656391799127,20.97398560635525,20.949194019224425,20.793999430427277,20.898177212468244,21.193867559179047,20.99904550563817,20.633366475766977,21.06317244897506
DYNLRB1,21.883051707201734,22.33830571733522,22.00621958370946,21.459324715998513,21.204981685292246,21.646841341992143,21.214492253112542,22.23312933439864,21.727527095921843,21.867211466131632
DYNLRB2,21.102325590313047,22.514894695738644,20.824042827027597,20.986209997083495,21.885578910081026,22.263045091907458,21.43752438426861,21.589332840928755,21.965591125858072,21.990422887164897
DMAP1,23.15379103181907,23.749560096559666,23.44974338236927,22.586363157085184,22.252692414457755,22.515258213198475,22.26220298227805,23.401048377546275,22.578627878623667,22.759158948643083
DNAJA1,22.24329120057314,22.5359724491099,22.037569923157204,22.624812724842254,22.387220902048917,22.872735405166168,22.483356067138928,22.80390437525383,22.712434450070493,22.432903211582726
DNAJA2,21.114658598256312,21.305517510667045,20.423867935304443,21.434600989221984,20.891837613217856,22.22647349902121,21.34799897169886,21.77588899707693,21.30126363626632,21.558374828118872
DNAJA3,16.39465980599566,17.081566460349904,16.404425920968432,16.344813746078223,15.985514394046941,16.929127231744815,17.334075259963328,17.96362127181371,18.769579323941382,19.131975333081463
DNAJB1,21.29038255565418,21.156363624651473,20.988946287612126,21.604539986304758,21.46605711201206,20.62426140745083,21.493227994756307,21.250183732366413,20.95180624764793,21.40520226084573
DNAJC7,20.882388271166498,21.380036737641746,20.839737492087906,21.322180433458485,20.69874345916036,21.042834714202797,21.1945973433496,20.74432691277194,20.73035125051099,21.49359051714095
DNAJC8,20.049353004232557,20.40904416752592,20.023757707644705,20.25111577909444,19.289414703706537,20.20848510664166,18.662754785212652,20.24363627127749,20.512349356749723,21.00629905826117
DNAJC9,20.77809056981154,20.669598874687455,20.945720026304194,20.633737904455785,20.566177141079454,20.344965097436635,20.49647952006071,20.636431372036682,20.992292394514497,20.511566566908396
LIG1,21.801977024714112,20.702793088638842,20.745230001459092,20.502008402017598,21.059969706193975,20.45843889368002,21.918707715713623,20.2400170495514,19.950411422387628,22.08585529046726
DNPEP,19.244106996126334,19.580317567065983,18.4848388539176,18.88078905037773,19.22116909411817,18.542182446978522,19.13722577303877,19.588089274934276,18.688203956879555,19.609430568384973
DNPH1,23.598326084666304,23.8213616520748,23.94152103318328,23.75167176082824,24.22257101490112,22.963179021818334,23.73964408628556,23.483293720710947,23.697980108895763,23.711692563832415
DDT,23.612299442772994,24.300245514065594,24.442157581297487,23.559268305078298,23.477842956740112,24.104371872843146,23.837978224493998,24.02363461778068,23.858217812289883,23.13479326372158
DOLPP1,23.981593950281955,23.383466079637003,24.209637294135927,23.045279886911253,22.578344497055628,23.22718408788334,23.521537467589674,24.003599672315897,23.72704341979758,23.369541927374055
DPY30,18.657347540579206,17.93506654698504,18.32412392848186,21.355465302561097,20.549474398148035,19.69788260384753,19.1044290891474,19.25321572318564,19.618294965191858,21.68238108750564
CRMP1,22.424875631528547,21.236048130768104,22.282550564730336,21.900201996760305,22.549581801112673,20.877526685987675,21.930971689880906,21.352802642505182,21.419928084254003,21.969545821178414
DPYSL2,21.670618972520504,21.395737176134933,21.95085478595095,21.725293232120354,22.114645977510932,21.75931566073747,21.89987727796489,21.504974518211327,21.11487548525568,21.564812920768187
DPYSL3,21.146715632137777,20.592164398459015,20.851365792188457,21.001205346545266,20.57501264313178,20.481204832925116,20.97662926137893,20.524028441094295,20.757113235781027,20.916697917119066
DBN1,23.47361843364352,23.26290215925875,23.020786898156857,23.712743049306233,23.00897419067457,23.46478663844699,23.39269386055277,23.628589604200705,23.596966572852054,23.46841214403068
DRG1,20.904904082376717,20.9319357172884,19.660470911551144,21.143789267865284,20.621089457969113,21.774567127904582,20.73906922901794,21.066285094085377,21.110524977078246,21.179755062753777
DRG2,23.2808596508581,22.397846326083524,23.086741246007023,23.60551907901494,22.997512151632993,24.36562418199844,23.241368925908645,23.990601488242703,23.121740516256892,22.795402387986535
DSG2,21.369733156066705,21.321471322256553,21.551643847093665,20.788707087211804,21.144412244618994,21.251597830961572,21.29276635475493,20.987824009320622,20.61783987835902,21.308531962539
ADAR,18.180738679516043,18.470705306174356,17.707729962022025,19.16382419801272,18.973050518925792,19.00390310750673,18.624612814377432,18.464164272917554,18.930428760438964,18.902727274903697
DUT,23.445557087758388,23.792139655554067,23.530367279912454,22.9460456112117,23.15988733266024,23.139667936916695,23.582704939393313,23.162821216694134,23.1018800944179,23.767569518534117
DDX39A,24.909874025731746,24.82687163314969,24.97653089119425,25.02570960773386,25.01300811973603,24.64660546459807,24.692785988755453,24.452843669259657,24.616710035307243,24.735366535528883
DDX39B,24.119546047916085,24.029845692624733,23.815764770255587,24.234767358382584,23.983004272071415,24.107293360976044,23.901188067148635,23.838597568483703,23.994458593766826,24.15567495529007
DYNC1H1,22.687074603908236,21.701218681557435,21.888559909326844,21.992497892636624,21.603951120207714,22.2452155148501,21.85205147457459,21.435323492592275,21.574492255744097,22.15777001897096
DYNLL1,22.836878090811023,22.89477181201797,21.229754276379296,23.904578495504126,23.087872192556436,22.128008069592443,22.25462635637971,23.104225630906114,23.906446686615645,23.051711461069715
DNM2,17.29783092188577,17.92357251079293,17.605483157372134,18.01865325792344,17.18208258239074,19.081943729649566,17.96112352744604,17.86056109818324,17.190146733180555,18.013364831497945
DHFR,22.19673096477365,22.173412603110474,21.605682499857096,22.311650458887456,21.9722253980469,21.641375116845534,22.449649408287883,22.455477058066716,22.622577209352706,22.338495122808283
DST,20.120098970049334,19.852552357533085,19.244588164250732,19.5987838497791,20.487839434421122,19.080845673617503,20.001154940188776,19.33075909243974,19.488594254643793,19.347353585728012
EIF2AK2,21.049801762345123,21.554256341580903,21.006212092447214,21.409419395254066,21.283009799920908,22.16634824661476,21.18376748927149,21.52939340407729,20.992272518057824,21.09454140475859
EPB41L1,20.938885653485052,20.86800581924293,21.334852745973365,20.76725717504204,21.54723029444155,20.635984308507133,20.956193555095545,20.771186488440925,20.508667178635516,20.61996597956795
EPB41L2,23.342917162765758,22.934379648158753,23.107553469703582,23.13186769038542,23.32391632329104,23.3314414115961,23.136018541193536,23.08197977679268,22.91164637460953,22.925717202147837
EPB41L3,21.321781892602992,20.611510299960276,21.35785091089791,20.009350535159385,20.97537063646651,19.911376193173613,20.384333897120506,19.32649747526964,20.492880968136113,20.15103563263709
EBNA1BP2,20.450894277184545,20.477906750638418,20.073565568047343,21.068786777683066,20.708162125967686,20.178308807536766,20.88358658971318,20.66183902905675,20.761877524859862,20.617866895265767
ECH1,20.983322132338245,21.229047857760072,20.93536558667231,20.96298703195007,20.878808876267392,20.746715741819294,21.07780533898411,21.33310188160412,20.85294959763825,21.225577264606855
HADHA,22.525106916507784,22.462471592604754,22.291083612369288,22.247877541067318,22.15148575206377,22.352694461255844,22.580394522976484,22.353494021648537,22.256667393354995,22.60063729722424
HADHB,22.720418018820205,22.55023238067224,22.71913970608025,22.792025658762483,22.84781629541653,22.98658802008831,22.872024150703233,22.6430858151138,22.598203967378737,22.81301178690481
ECHS1,20.207600533075222,20.02569619686826,20.64916986160909,20.027665612370413,20.215689627079342,20.69066838698494,20.905436263845196,20.572868463239445,20.44103988004923,20.1872928132683
EHHADH,16.227589342772777,17.058611303992084,17.234296580264793,17.512503030320723,18.128995370111546,19.82785109665718,16.747067687946664,17.487595974460863,17.520216555794587,17.286998183567164
ECI1,19.984689772714784,20.40997095195476,20.232888248362197,19.590059614376536,20.033152028934047,20.565022573138574,19.51074753265227,19.516399606266955,19.489679136560003,19.146727429822022
ECPAS,18.17197067642033,18.68588273251075,17.96605288046827,19.157736223384408,17.525589093320274,19.2367220547303,18.128423797203276,19.064249302697625,18.69993844636003,19.371076469586917
EDC4,20.729479739947887,20.68367211807501,20.278771252549618,20.51108699429166,20.479972697407852,20.17516833537909,20.12617595424883,20.31312308839996,20.286034104677626,20.87721432597704
EDF1,17.996653998119907,17.888713430646522,16.931636426596278,17.66769201848255,17.70718849036914,18.042176190330864,17.893602038017562,18.35673724176976,17.880585008187296,18.155602003525402
EEA1,19.69853470667119,18.898377155677544,20.241970319679893,20.67967868834995,19.23380441291912,20.555389325846928,19.832172081468087,19.423549117314202,20.28366375278354,17.981750618000582
EEF1A1,22.87327213605863,24.521298950634872,23.716292878369757,23.917124526128504,23.077675937056185,25.778137131398353,23.748646466516902,24.05163419370297,24.27448694683455,24.47464623129331
EEF1A2,25.473639285097825,25.71622814195874,25.304892665572986,25.68670277072916,25.306220832030217,25.60155134926731,25.55688286687436,25.857110793251753,25.70416261242385,25.681070593123785
EEF1A1P5,30.384853930962322,30.09914849864608,30.47090936167896,29.76867503514159,30.33310485002287,29.919459215612978,30.366105335758213,29.891028890600218,29.778302539639203,30.35429035144385
EEF1B2,26.0566974752439,26.04233242098342,25.733271238512494,25.944096043660956,26.180440764780954,25.9453680670112,25.925012883082893,25.8814205475481,25.870756250415017,26.06323844432478
EEF1D,23.396894869048303,23.543876518431397,23.489132950105148,22.950536300525194,22.90001997240209,23.052225071818565,23.27624761864283,23.192298925688426,23.38799627557566,23.593805458174934
EEF1G,24.33400829289818,24.402235780968265,24.10581320586159,24.79324289092849,24.513610654185648,24.619423269713234,24.327159244397155,24.833864645266807,24.78789400892661,24.469189774300993
EEF2,22.918248970138748,23.44324585483784,23.024687605578116,23.39457667220583,23.24192251288336,23.791471805567436,23.04472206599233,23.743205254775674,23.449815692559376,23.41688258472034
GFM1,21.337819519939046,21.17196758744797,21.4928723234434,21.036348273971438,20.772984538625565,21.718779962463817,21.28642962887543,21.71570068712461,21.345210928480753,21.288235189042826
EHD1,21.37400830158124,21.348810592830947,21.37001967995638,21.231084944170203,21.20752306988496,21.63671376469709,21.28788157538007,21.883398998799393,21.61270051876533,21.311523149838457
EHD3,20.705608336412133,20.740740446059085,20.992066233744975,21.414210970219486,20.67767440473428,20.970552111279,20.917946835049808,21.30592893535325,21.570461945034072,20.874337946888886
EHD4,21.030941345221613,21.519172860475265,20.903837956162107,21.104005507919783,20.916676715051892,21.03384311050742,20.81905216396203,21.24621942074089,21.573018742739116,21.192710584019053
EIF2B2,18.529123855354463,19.317796505052478,17.471460568534013,18.52535246380616,16.897420732955503,19.592160391517698,16.827355592717325,19.470152720602663,19.108218723011525,19.92615123470235
EIF1B,22.169858606215747,22.174705317888613,22.57548070681775,22.362220646055324,21.54017676157325,20.81416119882732,22.622173811420016,21.14680294163791,22.01081242361228,22.111865436209875
EIF2A,22.07491213269992,22.12937297474873,22.163561842136897,22.21150822220971,21.750110108544057,22.034777301633547,22.414561577159702,21.904893946290493,22.328957320561905,22.208629143194727
EIF3B,22.352848607379435,22.65182742965857,21.899545959623175,22.568019264790387,22.198996730679553,22.803107235603242,22.484485047211848,23.039269691271322,22.74854899485919,22.68564120686212
EIF3C,21.903107651853496,21.389897776425958,21.479608625661072,21.737234678120803,21.72306369198697,21.316539740307554,21.530957480303897,21.7762052398269,21.577373970242363,21.71976885395509
EIF3D,20.6536816708587,20.906843360238117,20.396878901310878,20.691363833016688,21.01444474895035,21.280851221483715,21.164593591428655,21.394828551594152,20.526171429902455,21.11664984627987
EIF3E,21.53254157277675,21.345239572320992,21.630264175947776,21.882731104255186,21.6081237753725,22.242072621313127,21.483239778165604,21.7880845649958,21.888734329520695,22.00440149614214
EIF3F,23.03757114224677,23.221657773806093,22.472296192767416,22.93419508656043,23.075100002842017,23.14780635728209,22.739018776089367,23.344741821295806,22.572080543636968,23.502975764199732
EIF3H,20.221309464326097,20.49290148438511,20.23603181578018,20.2358166066897,20.193257934395298,20.643376020241714,20.48029459515401,20.528734088531213,20.39059417729373,20.46752535567493
EIF3I,21.242122022316995,21.557519380228587,20.786613087817116,20.87226040963119,21.38817736427018,21.992839826103797,21.238494772926636,21.873854679405515,21.447723191710573,21.590804766837586
EIF3J,22.063584528450914,21.95441737618755,23.52591022186537,22.868263711693356,22.383248582832913,21.890581187525484,21.776683237284374,21.43573048137929,21.445474513034565,22.15974531553624
EIF3K,20.28202496924726,19.85862730194004,21.760864315224342,20.43828252011973,21.286816957762007,20.822940716969214,20.628851752876542,20.74516452570151,20.851122898277776,20.092951101302155
EIF3L,21.061791224098588,21.228382325287402,20.977780952897948,21.797095891812667,21.07385802097865,21.472322784179017,21.491652059151704,21.451161704618773,21.56888033381088,21.232337000856752
EIF3M,20.854378464098044,21.252537234757234,20.697955154420505,21.853212854589653,20.739581347452752,21.91971860472481,20.205302788683483,21.88662877096455,21.7777088326742,20.772137358999117
EIF3CL,21.903107651853496,21.389897776425958,21.479608625661072,21.726793486939897,21.72306369198697,21.440000746195352,21.530957480303897,21.716641843266363,21.577373970242363,21.71976885395509
ELAVL1,21.436259020856593,21.260611115241804,21.35850281664836,21.236552981233725,21.086967588918405,20.951595631633666,21.50743950052086,21.194908339205213,21.27484074919381,21.44759753245103
ELOB,21.137745041721175,21.664264677423358,21.231624184737,20.36416004340341,21.123144044926345,20.52599301926159,21.241879951311525,20.973787690663475,20.86033651930616,21.124114827247027
ELOC,22.345631168616503,22.638576256451486,22.15791549695896,22.51855787651784,22.457016383038827,22.241205584145074,22.409831177238583,22.7181538816236,22.19999907325382,22.65687434524777
EMC2,18.929291842623414,19.110597036168446,16.749352825901443,19.396561345404095,18.183363430132385,20.31159334183593,19.113651968057276,19.49079108613671,19.236641237986746,19.317853680603122
EMD,22.292488901722184,21.75765730529649,22.142437769214265,22.118483127991087,21.691778033289005,21.40968330773046,21.286927860769545,21.07711841313053,22.10146282225178,22.199434459468833
ENAH,18.965727249252964,18.873364306629167,18.725801105223056,19.33765092582831,18.176073469297542,18.344680501704794,19.328941545727307,19.615734983052185,18.415703408120756,18.844153978231837
ENO1,22.512507270733565,23.50063377935803,23.457407689999215,24.63026087412207,23.115346234832952,25.134371848310096,23.52349093462686,25.72887724720204,24.09127272260853,22.93824557662337
ENO3,26.57152184467752,27.771736822891896,26.259713672415785,26.466356041387424,25.95362500333906,27.64757375513142,26.64890380077439,27.580217827152207,26.897543689224086,27.126458665709766
