OMICS_ICL103_NS1_7hr_Protein_1_068,OMICS_ICL103_NS1_7hr_Protein_3_030,OMICS_ICL103_NS1_7hr_Protein_3_030.1,OMICS_ICL103_NS1_7hr_Protein_4_010,OMICS_ICL103_NS1_7hr_Protein_5_039,OMICS_ICL103_VN1203_7hr_Protein_1_055,OMICS_ICL103_VN1203_7hr_Protein_2_060,OMICS_ICL103_VN1203_7hr_Protein_4_004,OMICS_ICL103_VN1203_7hr_Protein_4_004.1,OMICS_ICL103_VN1203_7hr_Protein_5_075
PRKCI,18.715439066656206,18.22340479914344,16.777054156713564,19.41778948690736,17.23771674978689,20.221968845899166,18.02309775470504,19.89016890900745,19.03270664598918,19.52508258331574
PKM,26.783451214611517,27.288914568952016,27.183773356108617,26.968090710381595,26.6190234387443,27.195987120685594,26.584862465045013,27.3041773979146,27.0775078530803,26.844850089605988
PKLR,27.85773917409861,26.26228857070956,28.911891529904885,27.972840073819917,24.482908767948835,27.939116898544086,28.485459872533003,28.343952591879003,27.677286452685564,25.045269649736404
KRT35,29.41687487092829,29.048249916622492,29.71152241482326,29.52741754539523,29.309514770368942,28.761355126513713,29.36618983829368,29.006550792132295,29.542599198922186,29.876917552409203
KRT81,29.29842847152858,29.093741393394552,29.72854758831226,29.330255866835632,29.03148579669497,28.80807883743827,29.792875400270212,29.02961957086236,29.139488218121514,29.470834076096306
KRT84,29.2130758907973,28.8257396211723,29.288567961682507,29.498421780192718,29.213476511108624,28.839948384967897,29.38205254453281,29.22963865136452,29.426000859862167,29.36845869733014
KRT33A,25.75612611305864,25.575874288387457,26.536555750572482,26.26446582674973,26.357103423566848,24.91447790235953,26.481771923133806,25.16699530348857,26.071161458161743,25.91450775374781
DTYMK,20.484551164923538,20.245125063757918,20.97802202833845,20.043459318389047,20.72699986806075,20.51214562131749,20.795446535941043,20.387443473165717,20.355992568571505,20.479843360068042
KTN1,19.629590324247594,19.716154046311296,19.819880571170522,19.885105392334573,19.66204280598389,20.14747244005591,19.786463774669322,20.05782690663326,19.735763555351078,19.742448484443955
LACTB2,20.663246359449975,20.88361481270633,20.62747095398169,21.115325511948466,20.60428216504107,20.744197510604323,20.47229708642911,20.870679611514777,20.724503220409332,20.443484245662535
LAD1,20.527295844920424,20.199366982699992,20.9272895685656,21.119402273205743,20.414966803472623,20.40295875489096,20.98820710893187,20.684106504859344,20.70645527569529,20.237999538275073
LAGE3,21.155656418634475,22.079937810930645,22.178208991215058,22.17133489850991,22.345832392843338,22.90828304704808,22.366433329539408,22.78985785601641,22.383395532062973,21.85641965348159
LAMA3,16.13400567774323,17.43946865708998,14.92246705741102,17.01933024764787,17.14276341474001,15.611180694669383,16.911121385611185,17.69219154872644,15.859218921022908,17.52679258601412
LANCL1,18.06817036099002,19.376194623999034,15.887895227764794,18.751589199961234,16.844374254443338,20.73512481392777,16.352722399016866,19.585896865144548,18.588022146715243,18.691990338790824
TMPO,24.468803730996374,24.438924302172012,24.4748313840509,24.382359147080496,24.803676575831197,24.036976829686907,24.83530608370193,24.137397238946853,24.311979600187527,24.507161552921133
LARP1,19.244269404122313,19.877474631059698,18.88919284771957,20.184512434389653,18.366555142385646,20.165054861481806,18.95178295299356,20.004644086512517,20.603666868522595,19.52801950232577
LASP1,25.56315289951059,25.72073036344353,25.78642110766982,26.123861631177736,25.667067354171976,25.69575539595713,25.961592502895606,26.20191628596339,26.100058542618086,25.871195888764973
SLC7A5,22.08262652821878,21.434717123318407,21.373274802653622,21.520983212221758,21.668541926560035,21.705251054434026,21.167475376494068,21.794564026942364,21.469647428790744,21.82813470012253
SSB,22.608877407411615,23.391229864578673,22.88155248663324,23.108529005371004,22.76698272706057,23.5141683750345,23.1883295048806,23.291521386692395,23.14081698493807,23.072131728643885
LBR,21.89714732869888,21.636763767744334,22.138803981406404,22.215914239332832,22.434082677709597,22.484313833505347,22.193244605271445,22.158333342384573,22.113929629656887,21.962881771828016
LUC7L2,20.848015423324338,20.60463824239116,20.79528159958868,20.817064010613784,20.607212099553742,20.77744352133777,21.04422551483969,20.687929927146314,20.48546144013514,20.569680885010335
LDHAL6A,28.155032307705255,27.71159846725041,28.373797894810913,27.930954784823403,27.845712968165916,28.05324143904529,28.156639234204526,28.168760494660212,28.074651424933144,28.034621435744416
LDHA,24.97103826532062,25.559789979784288,25.75498612689048,25.642247994944345,25.336663491528114,25.52179797873309,25.4093269227455,25.65767240970591,25.704414767448842,25.755923524351292
LDHB,23.45488491859682,23.781386496557133,23.875271948049647,23.583326944828514,23.889147571237796,24.014537260255878,23.01851696256353,24.00874185127214,24.04243433490984,24.43505757562254
LDHC,27.985620056825777,27.50429133027935,28.315218425157095,27.4962661047571,28.065540101342787,27.630705925654922,28.212338269818027,27.866660488550664,27.74028618298567,27.60257825506146
LGALS1,25.60620008444908,25.201081354821405,25.086233908173373,24.795681468848784,25.209728403221572,23.88113618504241,25.11473074438666,24.62849540122569,24.587286049046945,25.12477040600458
LGALS3,25.772730633888344,25.88187942172596,25.98089318246623,25.424006811009015,25.71591386413111,25.57091791402531,25.972229038786082,25.67309375032324,25.850128094609115,25.501328680679563
LEMD2,23.01851765126495,22.064029996780892,22.112186476955888,22.74496365841558,22.43217609323586,22.321787013414312,22.56782896941953,22.56666374318747,22.24209602004853,22.654264040108036
LGALS3BP,21.32875775332051,21.179360625164243,22.3883232856982,20.301266188197843,21.446504379327344,21.88197020252893,21.60515512256746,21.3346284336196,20.97011529152009,20.765466167306883
PPFIA1,21.646866669376003,21.363278854471492,22.7722698082039,22.220360476056612,21.836944737633154,22.097512064446494,22.21992137289037,21.959631045525963,22.110280066621986,21.675619954277494
PAFAH1B1,20.542276416729514,20.20185231596643,20.201185255423376,19.612314994695925,20.808399015420267,20.200246527572027,20.825293087961022,19.859904729752852,20.36783757156795,20.332979758896464
LTA4H,21.399254875248623,21.705083389959693,21.3121003775248,20.80755318250465,21.609345462404832,22.251706613720955,21.138996200025733,21.900037665448497,21.63745931673484,21.822727251729177
LMAN1,23.66488714611784,23.547747239984492,23.68477635145284,23.456023511074754,23.988312041763436,23.11171220901742,23.92848157951692,23.679856928742264,23.344919216023847,23.578757948736367
LMAN2,22.057265834033192,22.05864610961468,22.22545984664394,22.609990110987304,21.99044237230685,22.06709025921686,22.183112942201355,21.987774866578654,22.273080307011345,22.386034204951848
LMCD1,21.13239251523505,22.06080365836278,21.262145856471136,21.859933828000614,22.478085097856543,21.97639390204244,22.332659602191534,21.95117942782518,21.71118723108978,22.228233814784986
LMNA,24.535414518017916,24.311170499938576,24.258903048112273,24.204724748079833,24.444610818492855,23.821970554069512,24.553230983924173,24.104446052545903,23.995964633955264,24.423959198737176
LMNB1,23.451180387836065,23.233330676455868,23.888630305216864,23.903501194585363,23.60639546152324,23.92340531148193,23.906217243851067,23.723099334596927,23.7635661431017,22.8590471476984
LMNB2,22.30630733951818,21.664042304719928,22.610467803256178,22.022119852643083,21.772231702406604,22.28475433109808,22.59583688532134,21.913171925528598,21.762554195889475,21.840408994175952
LONP1,19.622352788599947,19.36271739894923,18.802317362894208,19.48308719294653,19.030652041434173,20.2251194791111,19.68852758580551,19.99366300428345,19.695663595287705,20.026589792599914
LRPPRC,21.512332185507,21.159306871901872,21.2453548426342,21.452049868626098,21.236935891990733,21.321946818109392,21.343206920623103,21.549231247357802,21.38768628611669,21.500513818599188
LPP,20.380659548956835,20.987378100803774,20.804974482382693,20.78780578695003,21.2572934734886,21.07660986616475,21.3699749990135,21.27473902583141,21.5241421298442,20.901640753766383
LRRC47,18.911111513425183,19.175491146437462,18.452087668832238,19.711302289858022,18.857817726900223,18.910013719143162,18.816967673874036,19.30232554428483,18.72779549303696,19.617249239731816
LRRC59,23.949510750987095,23.74160220555371,24.58247743710563,24.171750344850143,23.94863801202874,23.943603441257224,23.773967576938105,24.066921104129346,24.505075756869577,23.785237468691022
LRRFIP1,21.866684499707635,21.92674464810392,21.669743740576443,22.1285188899778,22.15228187662204,21.898966744918315,22.09395276077243,21.503215360652312,21.621189875274737,21.757754021730506
LSM2,22.413787499208418,22.84110055958904,22.76983041941898,22.479552217247576,22.37460945124461,22.396929360958502,22.77581846955499,23.101489538845357,22.72734663084156,22.51850422739561
LSM4,22.826888726171454,22.400458746255037,22.46761246473346,22.72271787293965,22.39990364283146,22.443551566787725,22.216498778684578,22.242933199592763,22.719691143461652,22.537232075418537
LSM6,18.95098544956752,19.51139850665114,16.910941110982563,19.233661384679053,16.93543432986717,19.802208234786647,19.62222837551813,19.449412867694747,19.757931261971855,18.947883816510398
LSR,18.48173123248244,19.38643088885823,18.98843014678276,19.617414834123835,18.491519982041993,20.70621573230592,17.84709639082922,19.552877613823924,20.0812953019401,18.77660073952736
LXN,22.77790046154014,21.781173116625876,20.834866928908312,23.175418726894666,22.357116820804528,21.479087565406584,21.33448481631533,21.942157276219593,22.766134809171067,21.104659589397553
LY6E,21.73295587549548,22.455036313821918,22.063204191862372,22.18529225429932,22.017289756062087,22.38558564380091,21.94335352523307,22.05957152378556,22.430494178027875,21.884464559257935
LYAR,18.174634622095855,16.65598380939562,18.90859102379738,16.69326280944011,19.035183727998486,16.532930127135806,17.26481215073048,19.017215722019003,16.805255561638766,19.121886118640347
LYPLA1,20.768644642054916,21.39800929027288,20.81702271785508,20.96966069334588,20.809888201523343,21.361044312798192,21.078192638173256,21.56718122819265,21.079038550015753,20.84676636097548
LYPLA2,20.502596340171607,20.75027735547883,19.790571075938633,19.728470217537335,18.654475677129156,21.24305430383434,19.82103303014454,20.282972493925957,20.50050964030462,20.840803274778686
MAP3K11,25.64046094232406,25.528892877099914,25.501666339190468,25.141867414039346,25.814775273068,25.00195762265893,25.762366687069328,25.263078681682952,24.984112270755062,25.36280276089913
MACROD1,21.142073344874284,21.141425964220343,21.417465844735737,21.01785158651502,21.06758586883712,20.942855768277155,21.069322090212466,21.17327981256129,21.066371412285353,21.09742575271796
MACF1,24.56287631284097,24.90423293414885,24.312279901097682,25.123407950464454,24.56886789869003,25.273817391955916,25.584871131876533,25.14994112209653,25.214943336002634,25.18644049416302
MAK16,19.961415570094516,20.673518030267086,20.292270061120966,21.092495224084566,21.115952919403494,21.611428105366848,21.242810768268658,21.402739024194467,20.864110905881162,20.956708256986275
LEMD3,22.81702481889004,21.720834675877907,22.344330254852135,22.863061116829364,22.46707248234798,21.784994647067496,21.941259264250487,22.020233199555943,22.43197357602292,22.238539957046576
MANF,23.29665022206129,23.190758056836277,23.69511224888919,23.189554961917466,23.393359400625602,23.444540764233256,23.273587826707466,23.03149705248704,23.17633289804769,23.680739818593374
ME2,21.356642971698687,21.44249190531583,21.451803609097674,21.013536420065638,21.49355653002744,21.274431720869657,21.5360911890464,21.266284998873616,21.06719394710921,21.57958567205916
ME1,18.79921070396945,19.698946087881094,18.60810592543631,18.93738895060315,18.517273336314904,20.356371623456987,19.09167030568603,20.317461395164862,19.779384903730442,19.687551954329226
METAP2,16.758106446986304,17.213022444345754,15.0301535654508,16.092314752312944,15.949567271865266,17.256797196101346,16.577319016093725,17.036608142509944,17.21550625992171,17.462686121910657
MAP4,22.434285778331358,22.525915845096844,22.86514479283517,22.202869844797018,22.59704255152563,22.086365941608403,23.24347010608012,22.530754494727596,21.990444109013257,22.388325955580694
MAPRE1,22.23339188753212,22.399648781796472,21.53683036148524,22.62219529651852,22.285089814322212,22.67030157663345,22.042865194396597,22.85877461784237,22.53507183573364,22.615842120978566
MAT2B,22.037057544731915,22.71513845947526,22.169508929424456,22.247744153747533,22.407935279720437,21.853133176719798,22.269754865839353,22.610618850467883,21.985872354439792,22.07557229856119
MATR3,21.54655378031825,20.91974336454915,21.3849558768992,21.35606795561899,21.26660431584311,21.350491500679922,21.73578259774512,21.49466201273116,21.496791974035496,21.656170762913575
MAVS,23.238145425381944,23.238721408422045,23.525263394781295,22.955913959593964,23.56612088391234,22.66016007714236,22.55293629555715,22.874147736321394,23.213809293622894,23.061094116831303
MYBBP1A,17.981185811878586,18.763286305982312,17.165827074184676,18.652682988205484,16.882495989852107,19.84813894021783,16.760977425205574,18.7298872670416,19.05420162511831,18.892578543501873
MBOAT7,20.062516644692828,20.04420832097585,19.915053268335605,20.224173507481183,19.815311688716186,19.694376578082867,20.14251487218374,20.143216075465624,19.952904617532234,20.06579633973189
MCCC1,20.26083469428029,20.28372415138418,20.254007240027544,19.90372225789197,20.03012552742908,20.54006690317273,20.410157290429538,19.512525945884832,20.37552394404369,20.62941874742367
MCCC2,18.827032897585614,19.401816323531165,17.680978445354935,19.35374384776853,18.740664452437336,19.79712705736101,18.644136455098916,19.187829184600652,19.238467266421033,19.24740834891344
MCM2,20.842932272915718,20.96280807872943,21.03976765588586,20.858081678572546,20.375263026860836,20.745143663463175,21.207203190271176,20.95102504634206,20.97739637433762,21.10421827591629
MCM3,21.393146222861297,21.766239224482167,21.0237105366792,21.61472864992783,21.357256166599065,21.695989432170474,21.15362729921875,21.321749871749216,21.51213424062678,21.487454857879687
MCM4,26.29058104082263,25.873067920082363,25.984097334069016,26.273228770399186,25.92404046867576,25.60752297206949,26.115442674698386,25.94664363642131,25.896012533847404,26.357181892498772
MCM5,21.21235657663399,20.76064751295285,20.73264858943335,21.064044783120615,20.24142050083536,20.20806696154414,21.669604224235968,20.230809960791618,20.402274700944965,20.405008653958774
MCM6,19.99084615257805,20.431478232710276,19.7643551439994,20.48037706571334,19.704671306716754,20.62785051481457,20.112921574873432,20.121711516214766,20.58436159059432,20.51538925449896
MCM7,21.03229094447815,21.18356286187881,20.77215688409771,21.303312913658495,20.785841301868228,21.100307618844216,21.38530518352416,21.09006848071106,21.02881063306082,21.29288826532533
CD46,21.548531143869905,21.008930002186894,22.68845578638009,22.538042830582857,21.424943330722236,22.230536864711663,22.062532426065488,21.699948159585702,22.36654182100355,21.358086167233168
MCTS1,22.396101298268785,22.041102767378554,22.099605355176394,21.83298770833842,22.12356766731766,21.34016467980628,21.841873642368625,22.302030757258677,21.551291710796928,22.36224829673426
MCU,18.773886029216172,19.51201177168098,18.697726389142623,18.85513209574797,18.422043884443244,20.030317006727365,19.18407920470026,18.900184832751187,19.36867582959057,19.52977244546729
MDC1,17.45321435209664,18.725314437306352,16.243749375720398,18.90287798455913,15.43715059144095,20.518500473550187,17.29501508187858,18.363801375171597,18.201301591107324,18.879274469005377
MDH1,25.04742106486635,25.069626272038967,25.40180969333249,25.176441945291913,25.174533274475014,25.33117074629524,25.017583278802206,25.692873001229447,25.17668166466265,25.154910301023754
MDH2,24.92883837729289,25.12802725263138,24.859713127417194,25.255610750716663,24.751355150185518,23.94532731052132,25.001982809232892,25.0793841881176,24.61123366916135,24.85144130035944
MESD,19.981941186483986,19.8435268013729,20.436269767259166,20.077859757481807,20.391440174584,19.24030250135676,20.123135936305793,20.87059445372946,20.001929246576317,20.0330497890668
MAT1A,23.937176404670264,24.12325278837807,24.392156639841158,23.821533430330398,23.980670088372808,23.82798270113594,24.008981586322633,23.944490306088408,23.990183418640854,22.913587822619366
MAT2A,23.978294460074455,24.394304440215492,24.42743137727961,23.31403308330002,23.90228816855481,23.896053059475598,24.171736546540863,24.126569692710902,23.58067274913608,23.499530340533912
MAGOHB,22.982316145331396,22.622308886985653,23.01286816830742,22.64018223394003,22.99843756477631,23.666815281491278,23.079630997311824,22.798418937843337,22.406449496308916,22.401809433006676
MAGOH,22.982316145331396,22.622308886985653,23.01286816830742,22.507261686836433,22.99843756477631,23.388082786702867,23.079630997311824,22.798418937843337,22.3637635903802,22.53118795555694
MGST1,23.0504915055894,22.264879197684593,22.2989187395831,22.957573122359,22.9636908494035,22.857782718748858,22.66055990412721,22.767023943673095,22.885624485124396,22.699600634829768
MGST3,20.76084316761681,21.56756794306558,20.219399413613623,21.987033766605173,18.72619750969731,22.9261029425416,19.572502325263542,21.639898474044493,22.24291631904043,22.220940931364765
MIEN1,23.598723694573035,24.021653007220163,23.91495772428361,23.46981412013255,23.722847123224422,24.051558792273653,23.783912706704687,24.070153480702658,23.913066990007547,23.70140593058326
MIF,27.457401076656968,28.616976937315656,28.39764863090948,27.443232578319616,27.949694914062917,28.088663525595834,27.508489211071048,27.987459603381314,27.12387762135444,27.784656129860103
MISP,19.893718565823356,19.924258383086496,19.747874572945218,19.723766053732568,19.211382690965724,19.827447846372927,20.444325737126384,19.95725531050028,19.59968991921839,19.883694250407036
MAPK1,22.407373186630675,21.770935464870018,22.13598401776298,21.875864646309946,22.09650476640557,21.834887144087368,22.35898749217787,21.674070937569578,22.11949714818037,21.516563541126427
MAPK3,19.947345312164817,20.790981424663542,20.913029810762612,21.253337996855077,21.750619667928216,21.027416433187085,20.72719993727185,21.33161534968804,21.088101295662415,21.68958808436484
MAPK6,19.947345312164817,20.790981424663542,20.913029810762612,21.749133369866858,21.750619667928216,21.027416433187085,20.72719993727185,21.33161534968804,21.250433328608146,21.68958808436484
MAPK14,20.3111287262343,20.790981424663542,20.913029810762612,21.749133369866858,20.75862478948448,21.333079433221265,20.530774065900957,21.072784441076024,21.250433328608146,21.68958808436484
MYL12A,21.371899339786463,21.483461612293077,21.49047842600681,22.01464952649693,21.308382272346563,21.660320857367484,21.92385667909781,22.34572337469669,22.2840702891233,21.928991478181757
MYL12B,21.371899339786463,21.483461612293077,21.49047842600681,22.08935363422139,21.296861196018366,21.792667053917516,21.59943856534904,22.04350461629722,22.22910046317748,21.928991478181757
MLEC,20.795929478412994,21.15143423464572,20.536105679400904,21.106899812046535,20.50651186664176,21.36157941724957,21.496462627116973,20.409378270387446,21.007566237607218,20.884613875749622
MOB1A,21.25814328732512,21.19092504508819,21.066160935553345,21.221827178508224,21.40441286553817,21.021334208453503,21.374476270569605,21.30755922934871,20.932807457244806,21.268249021696942
MOB1B,21.484279824168336,21.19092504508819,21.066160935553345,21.163809070606042,21.40441286553817,21.077312024934148,21.374476270569605,21.455140597387242,20.73773158215342,21.307605995065373
MSN,23.920792477874507,24.203268970696772,24.034709132037065,24.081640990095607,23.93961318883131,23.903423763998017,23.9233676490474,24.140108694149546,23.855211032636785,23.799534694501737
MOGS,21.512304283552233,21.593696679714036,21.462556146700035,21.74163752130692,21.154789982943893,22.222399876990536,21.4659884572084,21.932468083871797,22.016493670724593,21.718231986860065
MAP2K1,22.26577827039857,22.60567634680102,22.159500804345186,22.398273058841546,22.62459267865707,23.70031262688096,22.408669445989503,22.66497408232595,21.96014590966693,23.080380465686503
MAP2K2,22.134124954848602,21.88919493116321,22.402269776708106,22.255862688685944,22.682395631133385,23.092731642397545,22.747056848207656,22.861333707393477,21.827893490164616,22.474617589825826
SLC25A3,25.300500789363777,25.18984819523068,25.304958939276574,26.106152723437084,25.653010309016313,25.46733179459174,25.375432207037562,25.74249351903316,25.94613965918956,25.515476854933603
PMPCA,18.736469984046277,19.231024014600337,18.940554933973843,19.04949260226039,17.816585462377095,20.79447971135074,19.685768911861672,19.555813077040753,18.973342647649577,19.67113699963238
PMPCB,22.736393974605566,22.5606563446685,22.042880314675255,22.51997245657501,22.55203012449538,22.636369193245077,23.06720559767573,22.324101121960926,22.961127998554947,23.04043958986515
M6PR,22.313670064759943,21.87872760821682,22.266799293565832,22.01015898545383,22.31180853176466,22.090254082994896,22.39526267533973,22.18166044943031,22.35964563890847,22.293574735908958
MRM1,18.089691728111546,18.09366938225574,18.02128203583044,18.530551451672817,18.100112933101634,18.581803163068344,16.854489224635685,18.47977897299066,18.29577488429517,18.333036830096788
ABCC10,23.34863740977741,22.769053842473497,23.351136385727777,22.803728726451936,22.695468152033094,23.84476732799229,23.237734118648202,23.341795504870532,23.32291319234269,22.586893777628536
MSH2,19.092922410819256,19.15757206878836,18.690889828769823,19.366994994535993,18.665647127763478,20.24503110191008,18.586305335525747,19.776266006728406,19.389976063462168,19.52922343884621
MSH6,18.875137817771122,19.30900340463709,19.347977052161717,19.214094972741552,18.956554781538415,18.93839254534771,19.23897029944017,19.936862518891374,19.414801501994305,19.644688603148083
MTAP,24.711998884219348,25.002097890293435,24.75622125080229,24.674987871552496,24.596385433463638,24.537123877993785,24.544622191452202,24.659264219174723,24.669027960396598,24.366199818951777
MTCH2,21.957484331236863,20.51661637603221,21.56230975418955,21.784426611776528,21.24941991799497,20.607907406001516,21.555375723698845,20.743261559152522,21.615671667419434,21.224360936091635
MTHFD2,18.680183877095455,19.459896105153323,17.729150330170416,19.54058537285284,17.830078943171582,20.979134129045324,18.70592265054468,20.90080937993691,18.714383538584226,20.653718082243167
MTHFS,20.706280222379725,20.848468513305097,20.958774706724185,19.93602445752654,20.60858543082169,18.025851199628306,20.59336656460175,20.25236400458375,20.189874245546076,20.39656302397797
MTPN,21.85918943321663,22.832352909260983,22.16814330435048,23.096071901287083,23.35684499120421,21.7093147148501,22.793640718997757,22.406493148765676,22.186498422935355,23.132489478140727
MTX1,23.014064244513495,22.227165302807318,21.69639259567527,21.51924030002566,22.95337303772026,20.550823005804826,23.010639770448755,20.54809516960917,22.476545018509096,23.055276433923904
MVD,20.087769715653955,20.71411643468575,21.102546709060796,20.825865427948905,20.917041630413536,20.76435665847957,20.626626759749804,20.44916388158127,20.71455014222325,21.08235389925849
MVP,22.072826703136393,21.98236934201378,22.09093561751467,21.919758866916922,22.3614649234869,21.960715912474214,21.839767374634995,22.176731612009085,21.88775470212396,22.054072237438813
MYADM,22.32530516983349,22.342902302366028,20.296662823352655,22.63079376712636,21.28868886885123,23.544718702139676,21.643166679213053,23.068410924666324,22.68447353640169,22.72140773005449
MYH10,23.95470848176315,24.23585536128061,24.64061076580251,24.47274412317698,24.89962219647432,24.757873750329274,25.05763348907808,24.979064710395456,24.857579495563556,25.20744650817067
MYH11,24.86329983387483,24.824102804521388,24.920324415733738,25.32546572921874,25.08345492329066,25.172949708127778,24.91433871028821,25.652131850614243,25.356409724439942,24.708632462664227
MYH14,25.400522994152993,24.98842317092983,25.308787243326503,25.201807941959775,24.987042788920856,25.11998228953888,25.18104924481537,25.41190451709648,24.760077884223577,24.946656716436124
MYH9,24.351044273012274,24.222460773079078,24.64910532714637,24.269305528886896,24.249453659756526,24.277209126240212,24.598468689096556,24.22461953330344,24.345038672939495,24.058762998963843
MYL6B,26.303954638634345,25.990188430906688,26.136237325937937,26.166123957428752,25.971933026950634,25.732517382866302,26.42868551878411,25.681268344148297,25.39643322938519,26.263594086871016
MYL6,26.169318476945534,25.979030776393838,26.136237325937937,26.085188939167985,26.188032575278697,25.523118148748615,26.175174814904807,25.7036120489324,25.37430420148322,26.2148657835622
MYL9,23.583223510706294,23.39989413368449,23.593028117903184,24.445039757907356,23.448884936506932,23.96068793016099,23.65400267372156,24.387304539551124,24.47966716612935,23.959646542343688
MYO15A,23.53359910475365,23.484906647279253,23.855921519051492,22.17640833800031,23.580734304599297,22.085250821944094,22.51616648911358,22.484901333134715,22.005403807861892,23.124180450352938
MYO1B,18.1049318084846,18.353066376889036,15.113901525427359,18.69135284687258,16.191923735402167,18.595547419184285,17.86383971500426,18.7227770496646,18.89374773800627,18.7093121419964
MYO1C,19.980091306964667,19.872783439355793,18.789734292114154,19.923511845976797,19.472878619977735,19.885007377353723,19.901016535426614,19.53972124587962,19.24069191560464,19.701959480811205
MYO1E,20.312877022902807,19.82142701912562,19.78440302458732,20.456776206020173,19.324801438659378,19.95368867219097,19.698764016366155,20.685282354730248,20.563853844299963,20.28628287015502
MYO6,20.82316907718665,20.292774927164213,20.76311440073953,21.20404805967374,21.450916006987306,20.624003163068704,20.597319175311927,20.514165697411492,20.194020063632422,20.727431953091166
PPP1R12A,20.476817229314797,20.53380859494664,19.73683164806137,20.517354139896806,19.463071083830247,20.315519336748622,20.856877650658284,20.41748198550527,20.11866844949597,19.93780245617363
NAA15,18.19772844313883,18.506046075232025,17.94542598916929,18.798564312164064,17.34218141702009,19.905879008236887,17.953944242116602,19.032347808054013,19.39011568316487,18.772704837885314
NAA25,20.665984726586526,20.439149160986187,20.989928310847215,21.176422733402983,20.978241516685983,21.396823315272428,20.914814857931702,21.11406580463443,21.13406842262738,20.84761312951957
NACA,25.136649787105867,24.711778507859314,25.051988834765336,25.088700558336896,24.912936606240688,24.81313728530904,25.08628469961772,25.13272987152342,24.97264686601581,25.359963791921047
NAMPT,21.074601996477064,21.417655985654793,21.008988850671564,21.288688920311493,20.247348885932833,21.856894695521632,20.254603143865758,21.323585288961063,21.49760788281559,20.970168944813587
NASP,21.640329699013705,21.769792160232875,21.399238424109313,21.49292294920388,21.3357603100942,21.572047257576237,21.609946340216236,21.976060580048138,21.133356340340967,21.611683363763344
NAT10,19.785352946520046,20.690441841774657,19.328704868683946,20.46274604972615,19.319783435330297,21.606919311774423,19.90960774754128,20.579491925337052,20.676390792347338,20.91713698064861
CYB5R1,23.49779229886913,22.421265905593046,23.45953686403013,23.669410690998166,23.770005794566828,23.11969146678133,22.595900157084856,23.402975217811708,23.108559813673047,23.566483707563588
CYB5R3,21.43702150581804,21.779038276816,22.63801004014181,22.040666531221245,21.936311631858803,21.723565651010272,21.891429083787926,21.739750644035304,21.711545216246336,21.988158965506425
NBEAL2,18.4347566676431,19.0690842435222,17.829742820295984,19.25390547163683,17.45484854310161,19.820929158633255,17.681128668503852,19.661703623635944,18.862036445801778,19.357395100205732
NCBP1,17.428266365839285,18.79980735706637,17.91250789820537,18.713908254010477,17.254258627156265,18.92027313302939,17.006512718091727,18.79601968949994,18.096682248374396,19.131951635963716
NCEH1,23.817283579061144,24.07235364340734,23.985293224962955,24.355071950857653,24.0878417220703,24.51486310454808,24.126395395864794,24.11715327356474,24.129993847618508,24.34738316787127
NME2P1,27.908399556644135,28.2826628816545,28.271593463509678,27.859631621578117,28.00092151952421,27.887377406722777,28.03176717391779,28.298487938545563,28.0031069431379,27.905262232144047
NME1,25.19836091324349,25.245999043413544,25.523783128897236,24.88735527752836,25.028364048924807,24.746655238175112,25.063526360350423,24.803489749095764,24.756766402193843,24.868885671184465
NME2,24.426417074664233,24.640206821249688,24.830300874583784,24.378818146237013,24.192658861790964,24.113028376554784,24.431838558549604,24.420196147521086,24.281969601085777,24.39141719562244
NDUFA4,22.618041090230133,22.40046825609962,21.465059049466316,21.958173482685567,22.07244981538442,21.7462625734427,22.505015930074155,21.76267739344446,21.69151429083015,21.873963416661194
NDUFA9,19.905359107979255,19.553629654392132,20.05460740975516,20.80114361015684,19.666431478858634,20.042735330774462,19.673121909961036,20.303808572751766,19.584605961825343,19.811065320266728
NDUFA10,20.494556031560542,20.416759685305976,20.211758408033305,20.435643954097483,20.28148669081419,21.24124743528483,20.21275358884347,20.320605053398168,20.335568916137987,21.0795585700745
NDUFB4,21.20356847253183,21.423673085248566,21.25676811623258,21.293880962452256,21.09891767774516,20.789579366429468,21.132402500628146,20.606513873893668,21.280699718656127,20.885163148618215
NDUFB9,19.118974837440437,19.785321166111906,19.021371441712805,19.782848672252968,19.077435161062603,21.117472311397087,18.856034245670386,19.500891875205014,19.954467773924357,19.390721659014687
NDUFS1,19.219632006076488,19.9098260895492,19.285957517837353,19.364579536375725,19.985682028256903,19.94194207112406,19.849014678180946,19.523648437349166,19.417643621450427,19.67861053846006
NDUFS3,18.564562564969826,19.067843595125574,18.38843605583983,19.10321853163702,18.602616692762957,18.885748896841875,18.336349202087987,19.426923432296235,19.544356614476904,19.272437129685592
NEDD8,22.48457697471057,22.62282287929058,23.044853596473303,22.844954387184856,22.668755229042844,23.29393392590158,22.371274660629368,22.467846499992124,23.03929302850336,22.984131560549216
NEK2,19.521853918323195,18.97585217518024,19.36654886999808,18.76249784570846,19.24122293965573,19.273793246048992,19.902703135070258,20.433248429130852,17.498876585779715,19.547040989150926
NLN,21.71889266739342,21.304577966601236,21.74489820605124,21.20552843556358,22.084956284690506,21.23621972749491,22.314475855545414,21.53440245875037,21.26910455784367,21.443616893796605
