OMICS_ICL103_Mock_18hr_Protein_1_067,OMICS_ICL103_Mock_18hr_Protein_2_098,OMICS_ICL103_Mock_18hr_Protein_3_050,OMICS_ICL103_Mock_18hr_Protein_4_116,OMICS_ICL103_Mock_18hr_Protein_4_116.1,OMICS_ICL103_Mock_18hr_Protein_5_023,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
RPS3A,26.01089537154712,26.02607068972192,25.705038561044876,26.090036966709636,25.953483519400915,25.769605954821287,26.065560814769828,26.155898449777247,26.138593181645255,25.997668757826546
RPS3,25.629498249337587,25.23517201255729,25.41597322305436,25.42758595157517,25.381972448979,25.312493799805996,25.385276772983005,25.5619093951924,25.4948097084089,25.59529451112195
RPS4X,23.619481994957347,23.4849558797575,23.861325267278787,23.183386991419308,23.657282647206948,23.268605289018698,23.57498656578912,23.423095529298045,23.62520854943618,23.639197160106846
RPS4Y1,25.377355329436973,25.45455182920228,25.486103648472536,25.229787702160657,25.273695584437082,24.825816240807704,25.256036563715032,25.18817552147383,25.294121482501588,25.892248102805922
RPS4Y2,25.310531794291805,25.529880998999822,25.486103648472536,25.229787702160657,25.440698577035096,24.90385880810654,25.470184823305935,25.079176886082024,25.282320622084,25.3051940406908
RPS5,25.306354036691854,24.996639209296205,25.204560607306554,24.84853336876231,25.368803105546135,24.792208841968197,25.11495317933992,25.121299090586966,25.200456948220697,25.33122985778597
RPS6,22.302719065106466,22.68541403544473,22.703721047814437,22.28190710378385,23.01881749089398,22.495769107298614,22.690569800653996,22.429734441858862,22.75024451230415,23.66913135209873
RPS7,23.79927345558441,23.729139917214802,23.50980986424001,23.52105690477262,23.75010337990637,23.682787867235334,23.583694133048667,23.47049753456322,23.67186787382033,23.42040776924389
RPS8,24.87689549438445,24.942523184350314,25.005457137960647,25.123284563669685,25.04737251445222,24.915344121158675,24.8367229792241,25.105923995175125,24.48732432284281,25.609844033819996
RPS9,23.71817422616065,23.785760403956406,24.366214072594673,24.423723272896467,24.111434170143514,24.738217498706994,24.227629709870484,23.942248565037673,24.089113800209624,24.045140283309916
SNRPB,24.541148929537243,24.460059204624955,23.914436094821156,24.507718714015766,23.85586764678184,24.34198525265962,24.3867578825409,24.84460424540034,23.947066237205732,24.150585418857695
SNRPN,24.35035963011758,24.460059204624955,23.914436094821156,24.507718714015766,23.85586764678184,24.34198525265962,24.3867578825409,24.84460424540034,23.947066237205732,24.150585418857695
RPSA,25.570700901029973,25.540006270080138,25.34252364271837,25.003382398243282,25.483218193102818,25.243366732713874,25.27629432928046,25.413675317716688,25.422254057023725,25.247047505340696
RSU1,19.567487705967565,19.80661629531799,20.104718890950284,18.677724735907887,20.79642522873119,19.180954312465857,18.745899496691834,19.245560306245483,20.009964252587192,19.8487669545355
RTKN,19.11079787311367,19.16824182654893,19.38563858144206,18.40966216220599,19.588199866127102,19.217464780237748,17.396701915509333,18.86697496503165,19.18151617614146,18.05433473920347
RTN4,24.677345751193347,24.646241309411437,24.60876338653859,24.242352810544226,24.919727971564484,24.526928042368276,24.56524978846581,24.47248995221453,24.78899538196728,23.979018469519872
SNRNP70,22.7799287795683,22.490735827164315,22.21807617168599,22.21106494907885,22.642984058808672,21.943803155571366,22.431691241709675,22.775488523796422,22.327198564806622,22.40730394997948
SNRPC,21.61712001814511,21.171791009790905,21.660438681305067,21.184000699839547,21.652911185734258,21.49615146395157,21.242435562264937,21.285983814928848,21.323724146696,21.83840922538478
SNRPA1,21.54768104479688,21.730088686075078,21.563320077384546,21.27750683897549,21.793253168167308,21.87346952407013,21.11553025498975,21.526460683201048,20.64088241411018,21.198623894949787
SNRPB2,22.533927659748077,22.707959119981542,22.112066843438566,22.604222339153175,23.245799568266737,22.45864825348667,21.511390676112647,20.55518176784299,22.84644324471058,23.265549286045836
RUFY1,23.39147236334148,23.144105975061255,23.04691362681381,22.942690991635676,23.259414012047685,21.976550380032307,23.055642224381586,22.94328711174344,22.674933990158284,23.48619776389343
RUVBL1,23.29988347359476,23.363315407956204,23.29766849681373,23.413063287956888,23.466342438573314,23.45912163666579,23.11197865521338,23.20311025452814,23.11171775433658,23.162877699718607
RUVBL2,23.40336467683513,23.232318626223716,23.223293243011092,23.722092829619008,23.76086778753387,23.234366527369055,23.275204316985928,24.03533133788617,22.89066756049234,23.33381168958031
SNRPE,23.65881936472097,23.756561647265592,23.4435362738151,23.979879723205173,24.478695522002244,24.08876269274244,23.011066203729186,23.46123965774961,23.724790809204535,23.626833851471726
SNRPG,23.65720592996456,23.409450564174392,23.456258624733465,22.735246955595066,23.614587513667765,23.373854072416663,22.630051018917843,23.264303580503693,23.393389114339154,22.919206869336666
RXRB,23.404481617673287,23.154776746610352,23.19394320152017,22.735246955595066,23.39544954896136,23.373854072416663,22.630051018917843,22.968797516903436,22.98605272599873,23.408371658537572
S100A6,24.925423672585232,24.926771376956907,25.256765169092244,26.17181620287011,25.18267891602627,23.329419980705893,26.26625729007155,25.88531078879098,25.153082827022963,25.055202575933016
S100A10,25.551458028665987,25.999289895588817,26.210391397237405,25.221221458945763,26.251160499636875,25.796079900381535,25.262282129471323,25.22140708946321,25.558645790882686,25.86009888806525
S100A11,25.699915228385493,26.41956697100592,26.567922331313113,24.712535845875863,26.232602103160737,24.09752264439293,24.314024644583633,24.438183834224056,25.260998751076592,25.791808108157497
S100A16,20.07220330404641,20.477131028404354,20.985913729134133,20.13331026645028,20.86818116876414,19.46850977862154,19.48048989472263,19.738204967970198,19.230043490892342,19.992505924583288
SEC14L2,18.60139709363852,19.107071673792095,19.576779280594227,18.872013567754472,19.477252203729766,19.499062741298985,19.073300619178184,19.070518750866583,19.690062099958496,19.073445786244477
SLC29A1,19.12555028977598,18.53791394207452,18.99153784725806,18.219074832523585,19.174774520595193,17.954503399561535,17.529939218862225,17.476763161134084,19.299680976435997,19.019418369640373
SLC35B2,22.532470272605664,22.684060352261994,22.623159615467387,22.35609333343628,22.625686509258724,21.473387425200208,21.72232873894886,22.183527105362177,22.559397040592895,22.34447333405635
SLC39A7,20.935157292543245,20.904816870317113,20.988592284013404,18.45078231789758,20.991473876790565,18.3282250379294,18.866076163203527,18.631350074696893,20.2868460261759,20.559063788033484
SLC4A7,19.499273396006764,19.773218042681787,19.26238964384597,19.084789952507638,19.468786675156764,18.916917362191096,18.11559974895907,19.484193128336717,18.571220214447266,18.436885828540127
SEC61A1,22.309153088472986,22.526980846518338,22.172815766186847,21.220547044493976,22.292244325793423,20.739633110391708,20.819783090244112,21.206484309712835,21.741398970288945,22.03544201114711
SAE1,21.7214676350162,21.72559757406478,21.891358663410088,21.559877303943882,22.081563457081977,21.68134251646861,21.4854074572266,21.426946647761138,21.89630232995364,21.62880482166635
UBA2,22.23168053220911,22.224219227130682,22.315363278339984,22.438669478357607,22.836063454136887,21.980150309812306,21.835501694316335,22.357678995654375,22.2727874731633,21.873988227523085
AHCYL1,20.34678361636129,20.576719753591405,21.161241093341744,21.41418205029808,21.07645725756032,21.15317990255304,20.46985211942469,18.60704074401259,21.081121053025797,20.683154131230527
AHCY,23.977441051365645,23.858358154078108,24.053456348780742,24.128061366431602,23.357717647675635,23.36090476791677,24.447239558051738,24.91363235227528,24.553997172545202,24.137156820785236
SAR1A,22.8079305451285,22.780982662798156,22.935748321331523,22.54711395038928,22.664373193442366,22.711788769202087,22.27085611980039,22.50810705671245,22.923577133181645,22.516347528971448
SAR1B,21.637015952220263,20.99250665897774,21.286123751541098,21.16402690653142,21.314439336080532,21.209906719159846,21.24863096643652,21.435214246833326,21.241648471359706,20.971709145230136
SARG,21.251161638100868,21.031975678488536,21.33854744218479,20.896180844517048,21.2299407293469,20.912943914333486,20.81448483619682,20.720462391773065,20.56887092749769,19.831045631336504
SARNP,23.342653911596148,23.10837843058809,23.04371837353587,23.078231221300253,22.420106317117813,23.142208641079318,22.829258425401946,22.968861246710897,23.41800679107833,23.429931249492952
SART3,19.532624538055153,19.531228447957112,19.54000267848686,20.11561121643418,19.96738285354511,20.588205016359986,19.924318826891408,20.088193175575338,19.013087216473295,19.105408910167203
SBDS,22.44461947033187,22.45543287994203,22.06009872071213,21.646692392867564,22.604826891541904,21.190952148696926,22.329382453304003,22.55074851896059,22.29694319085897,22.67727972772022
SEC11A,21.2237919176863,21.480447967513015,21.286201235567624,21.267240795326792,21.29061956038022,21.470550391256534,20.935792777575674,20.87049415653547,21.15688200598993,20.85922004269996
SEC16A,17.85696297853581,17.842348418549737,17.752116175188515,16.780901132101437,19.13995181315194,17.29734559557182,16.626732852032,16.8085861626855,17.2792247983893,17.508261020208124
SEC22B,21.47249193731769,21.487614384797393,22.133568202074642,21.69899906005092,22.210219737512045,21.767211167248256,21.789837993651652,21.85544983725808,20.87556672387236,22.04705648492135
SEC23A,22.610263692181494,22.55109039170886,22.604251355203935,22.513175014509326,22.788307135408317,21.67207452704544,22.893519332690513,21.99205365430494,22.218604739478685,22.60638428482907
SEC23B,22.655047719810838,22.392250095136095,22.698578770663165,22.788745606463404,22.731604498763314,22.752912875964725,21.90138705354353,22.892079326710686,22.215413758506855,22.206313782339336
SEC24C,19.225634740513637,19.14516054253994,19.217026412180633,19.182945693032917,18.93487998179399,19.078124797355223,19.035980182663398,19.22591104650631,18.985791162375158,18.08718697119385
SEC31A,18.565086459768153,18.420208207911237,19.403365532719196,18.288834488491993,19.29528486747396,17.928889085131622,17.99545162302313,18.14553902094272,17.69875733646903,18.481296119927734
SEC61B,20.774070456497512,21.683440965907316,21.35784891354729,19.357614541498364,21.242626422710064,19.381780456544085,19.123039865474233,19.789548841148573,20.732197358074785,19.882127462590123
SCAF8,21.58067517229615,22.14591487551046,21.483047834600463,20.57972810566658,21.72227873780438,20.97785463380043,20.501240381889076,20.654398157770014,21.35970204948497,21.78435435579198
SCAMP3,23.02455990254693,22.869050788478116,22.244078388667795,23.195359533771185,22.720444166370335,22.395242482456332,23.562429697337024,22.92839198877327,22.750876847115034,22.938631269373786
SCFD1,19.53730064103449,19.720452485103365,19.718795956368222,18.96336475882906,19.704045709855418,19.039387563107862,18.660266947899263,18.753592123536862,18.75816401841505,19.11183637414954
SLC25A24,22.183349350968754,22.223758430502762,22.635789924344422,22.68122622313005,22.835044380044273,22.738003270173582,22.21701464933114,22.49912782002559,21.07117494468527,23.196668249630257
SCCPDH,19.34793184978345,19.678764956610955,19.487559149444905,17.913013767363783,19.145949617977163,18.681816656375727,18.770979567366222,19.060333868737487,19.242702917522607,19.692450168285472
SCRIB,19.88539088104876,19.740129812713207,19.933828637032022,20.05491544790509,20.255321736411183,20.176809325569387,19.555297235402396,19.933638317047997,19.18562519838876,19.27232735089995
SCRN1,22.530679879000065,22.587198091117042,22.830920951603684,22.339350396193403,22.5427431394031,21.541210195486453,22.468118616940096,22.58053490241905,22.823043190717947,21.637806796803854
SCYL2,26.981809110594504,26.76924851484582,26.513480296676715,26.078168550215008,26.85671608280152,26.71068399011839,25.985446494574038,26.30635350871311,26.579228862698752,26.4247989984055
SEL1L,20.404102350004614,20.735962124506205,21.91752527474132,19.624370485843308,21.91810156626364,20.00598265374115,20.128535608846825,19.49103255776035,20.135069719607486,20.26740024314307
SEC13,22.169940118196493,22.007825401531562,22.10645600046896,21.601705980110182,22.589544505091787,21.967479758274422,21.606887903809643,21.850047552882117,21.930258652565378,21.464683047390412
SEC62,22.228426906999932,22.09954125042068,21.635600115741326,21.747926897075818,22.09517610241148,21.642355309692192,22.39472985126034,21.91132792791941,22.089566275240145,22.594332135530365
SEMA7A,19.414016966955252,18.8928933516153,18.807493727496762,18.46839093021979,19.397673678061384,18.022163889535033,18.115214571860466,17.062894768255077,19.80687728644932,18.975569966851307
SEPTIN10,22.022769897214907,21.11625502404889,21.935264412227344,22.019376583408164,21.411878687674296,21.953876259490997,22.535727368642405,22.363415243531954,22.025323039281467,22.449983119600944
SEPTIN11,21.784082228396702,20.823913671458975,21.271637829024485,21.75642637160578,21.419654441491424,22.182737978719913,22.535727368642405,22.483090507423043,21.445125793039207,21.531630048749584
SELENOF,19.31630769989016,19.683986054516893,19.459026647165587,18.895040514167714,18.701876812702093,18.919782643813367,18.637848376744692,18.98551805234155,19.518482253697513,19.29349960091931
SEPTIN2,21.955349493145686,21.736643565233862,21.81453548108628,21.65043532173269,21.535081714173987,21.801875586892447,21.493278540285974,21.612209238821766,21.89113907887863,21.37408995787421
SEPTIN6,21.894223707803917,21.709552899999338,21.29467685463789,21.81996747269858,21.33150199291753,22.053307972973066,22.643316794281667,22.867044832489604,21.46372489585493,21.859341294683794
SEPTIN7,22.71008777939373,22.241719615478967,22.675874964636886,22.355271099587192,22.711841026341716,22.37496117461218,22.286783550456235,22.526826729962146,22.242581116844832,22.348832340757248
SEPTIN8,21.71168420816374,20.92051333098646,21.271637829024485,21.88350857379138,21.419654441491424,21.95028914459836,22.103396251409663,22.09913618235648,21.426526690223483,20.879405649149696
SEPTIN9,23.82006093642808,23.902186828157227,23.539153581754224,23.559213472274504,23.529338625939022,23.68881816098503,23.54742187526237,23.88337026911072,23.670013046361262,23.530360120777786
PHGDH,23.840441440353256,23.942170294719038,23.92888516295094,23.836595852242077,23.978223752730113,24.13002168890985,24.17737544659042,23.966116287562564,23.78722629369263,23.67389096360034
SERPINH1,22.192518355396253,22.109034279956376,21.891457458856593,21.7819843407015,21.9935759496084,21.64176168521378,21.47317302134487,20.723916860099102,21.611159747671074,20.52387815445416
SET,23.925097856623896,24.291731270682753,24.353947875285055,23.56432343372382,24.0472086460106,23.355880600222672,24.44783014375931,23.111202119080883,24.236900052796273,24.517879961080464
SF1,20.694685812562184,20.577412618596952,20.876790874263886,20.450771562742077,20.482524647867336,20.81531466878684,20.544462691930143,20.506814222132384,20.77037177119628,20.491308228722517
SF3A1,21.95550067835176,21.473903322545127,21.660352700518338,21.752744480330872,21.664238738669145,21.118964122623197,21.65625045608412,21.46405672399181,21.620405679085312,21.38650904605564
SF3A2,21.033339530565264,20.813585280554076,20.34267150102894,20.313710837634112,21.03718057360663,21.146297140937637,21.06641738420692,20.67000708371058,20.720492568877695,20.642910251304833
SF3A3,24.770630813802484,24.306903478223383,24.465009107962718,24.30816279635354,24.58171721141177,24.08351020265464,24.239931729352783,24.982720594634444,24.23418819491576,24.20541248086167
SF3B1,21.010141404925168,21.625521126594624,21.47472853208876,20.807341992543677,21.753554557990196,21.38513278782706,21.188288987962466,20.866387032851833,20.68985465552561,20.80082158084922
SF3B2,21.783291688156353,21.050631538785936,20.970357686000423,21.446166816030164,21.352259744781822,21.135002981520316,21.390812914740074,21.656926431805896,20.979642491426006,21.175040818550347
SF3B3,21.273232989449657,21.11365138154091,21.024184650994687,20.8905047412283,21.432521645999383,21.35113930415842,20.88250159651504,20.85889411217376,20.9938115395095,20.711934757678012
SF3B4,21.966790395849053,21.5238763927007,21.4606211140119,21.185467373653207,22.1688406278291,20.659017941008706,19.741855790602088,20.711510289311498,21.72295583418792,21.878893661157235
SFPQ,23.399398235791317,22.9599219997643,22.3267700735408,22.72451367491326,22.748053836091014,22.575645858653466,22.677198806807745,23.033471949553505,22.763043704059534,22.99905846454833
SFXN1,23.040880443886696,22.70193972675653,22.92610316900734,22.578699357718342,22.77895791296153,22.12436998957017,22.19601196717984,22.763142093428034,22.572288612075443,22.433414675565906
SFXN3,21.80097883731815,20.99101885228509,21.369534161949076,21.30047283573148,21.673857021550003,21.69225587946338,21.2772582871177,21.41893099971807,21.05762870707767,21.373834099511654
SGTA,19.24472272914326,19.440006284353846,19.840626900577846,19.572656562164948,19.94286713946447,18.965294003059974,19.23985783178322,19.519536137886185,19.270053393930688,19.761478685172996
SH3BGRL,21.934342645260692,21.819802138409496,21.979853972176155,22.039086291145708,21.432885275650293,21.310904014040258,22.506533962580086,22.412738563954772,22.154627608840364,21.636734103477018
SH3BGRL2,20.767635663411077,20.85042843561608,20.8184845969019,21.133301114800418,19.749565390663005,21.42073408299517,21.03250694288939,20.619526084201325,21.01419726505518,20.65350873668234
SH3BGRL3,21.500832279933782,22.94574234283779,22.8935978471316,23.24958322495028,21.87962907254923,23.20554897183603,23.62392384505987,22.675115136437626,22.509282492132613,22.715420791283602
NANS,19.858816522226107,20.186098270894895,20.2935879156245,19.3290926690067,19.509419666970693,19.777830096956023,20.35607629901017,19.580863216710455,19.156864868961243,19.880180242883768
SKP1,23.36867638254212,23.20773254617373,22.987044777391112,23.646411561652833,23.258883913433742,23.05020871497593,23.90266464009563,23.655841409988103,23.518300045918323,22.466105067141402
SLIRP,21.500802291210196,22.065200947526947,22.28448540662811,21.10082031605182,21.898759948846216,21.835191870250256,21.750592443944655,21.867226641268417,22.012331467498914,22.05326915783181
SMAD5,21.006879439307088,20.140698571702508,21.242357593094177,19.910835466664906,20.57709378218747,21.049789212394025,20.270684490647305,19.21238364881344,20.87793859814836,20.140438528454673
SMC1A,19.689990332855903,18.811084285723833,18.588477015861134,19.698705805085588,18.077118571673388,19.298353797304713,18.454421981263536,18.876677715395935,18.39519367468915,18.704694379251976
SMC4,19.73059316884668,19.53697156670597,19.788725467486103,19.12322210780253,19.914205271938467,18.518061145271083,18.788723748425447,19.113559442174697,19.57470869833577,19.893061317261832
SNRPD1,24.669602669487816,24.27673476629181,24.854663884445735,24.526196585209767,24.63575253345281,24.634052175408044,24.17644020748163,25.10701650761967,24.7738667022288,24.539694160656193
SNRPD2,23.911245225267262,23.70114266808635,23.325816600006522,23.35432660945647,23.37080082248106,23.906634488431962,23.46865892442088,23.735163826321692,23.609574191499,23.65372383247142
SNRPD3,25.55719258671617,24.807921246631782,24.740399921069752,25.30750490405696,24.989486426509735,25.53609119310014,25.03509029239131,25.20498281422764,24.745511987862926,25.175293335701454
SMARCAD1,21.038408013290134,21.279670553500228,20.132085089104187,19.847344858391455,20.93783530892887,20.65701170502201,20.19726368118679,20.500469576631154,20.43357395571294,20.695467271700913
SMU1,22.474392793309345,22.499031414417146,21.44793025603263,22.588821800452358,22.048710084960284,22.11172003449375,22.730403160464867,21.793192435563398,21.199395897203225,21.523687522561836
NAPA,20.940455957545325,21.187867329907306,20.270719696548795,20.932341152145227,20.668191690811497,21.368205697812606,20.929132772392872,21.007786731536378,20.81701720294291,20.634500901565566
NAPB,20.87868137801857,21.17730217649895,20.270719696548795,20.96339270197928,20.12522634848775,21.427367986089745,20.688798320619576,20.879853316526965,20.572423528481682,20.726175678123266
SND1,22.564484156207932,23.122556827449994,22.677507708930186,22.77595306891984,22.926450763527715,22.527171934071248,22.615470742522344,23.26320814874015,22.796003417332628,22.939474654672907
SYNGR2,21.2478442304187,21.771557021600092,21.079667497533954,21.35000836178718,21.02152054750996,21.583745884082916,20.778320111367915,20.85747076721065,20.771213056253593,21.560907173755307
SNAP23,21.507110088966932,21.771557021600092,21.079667497533954,21.35000836178718,21.3265424171211,21.118438994489654,20.778320111367915,20.82419891526064,21.203583609764422,21.560907173755307
SNRNP40,22.869635502217378,23.181115609439647,22.11713879239653,22.4540809141758,22.190802139357668,22.695405860167817,22.831121008436988,22.611555184733593,22.229050176533562,22.51657019420612
SNRPA,20.808975834649317,21.8850795072496,21.11697042279896,21.38463872436124,20.83419579073872,21.839495844082304,21.625269111655925,21.089082916908126,21.603149378616727,21.55500703281939
USP39,20.172146583024585,20.136959357128298,19.78229701728997,18.84334776776063,20.787537768358366,18.98435107761863,19.68753822294253,18.386878081351135,20.068302958448857,19.96037885700919
SNX12,19.630488962807558,18.743277055405297,18.302107246039014,19.807640523996348,19.030174856302295,19.855743028606884,19.838723860848322,19.744339543270023,19.87000513609072,19.437718227913617
SNX24,22.530309918283454,22.940556935237474,23.101131929982298,22.775803855050043,22.37408623089585,21.30375553558028,23.123496023519685,22.231012462040223,23.45342317692586,22.703812520798795
SNX3,20.460362938898534,20.453303066033616,21.815439968636053,20.158829160433932,19.47553871936293,20.999809571494083,20.554626552308928,19.901147676381317,19.41774743697374,19.934361516732423
SNX6,20.490320687961567,20.421993385592202,20.37125950094112,20.012351318751463,21.056989121117372,20.371167254288633,20.015041653457004,20.28282784106098,20.087464073995307,19.4277675055916
SOAT1,20.86630433140818,20.431916793303383,20.789605106501575,20.141903060245312,20.204778174122463,20.902406064595613,20.236244110757493,20.401462543891085,20.593858128237198,19.938863440091364
SOD2,21.61137006156963,21.17927684621311,21.274347107003344,21.122971181209678,21.48283466612427,20.999489232822548,21.17604940310938,21.36153628612344,21.719574022666844,21.48748972795915
SRI,23.099592700144314,23.276821656163477,23.259230097074532,23.320891325749756,23.73456219937036,23.295774040089828,23.728610263010705,23.34665269841414,23.4710104394736,23.29740137363534
SP100,22.87597876898052,23.269990383043083,23.419704380517295,23.365564459564958,23.880694920394404,21.519432948763043,22.5428678092808,22.849932779852082,23.865292175286548,23.58332430965126
SUPT16H,19.326963933642524,19.46784281442268,19.322255753171255,19.369918997515406,19.787390191678107,19.23328561314046,19.113120120901648,18.968543652802772,19.206489727640957,19.159474559341437
SERPINB4,23.118902912487577,22.886016600025933,23.363042626097084,22.274830394517444,23.986652020557116,22.58045163833064,21.7656302115656,21.793755324242074,22.24989090594478,22.823171937733825
SERPINB5,23.039096902441763,22.886016600025933,23.03928175859496,22.89684802369905,23.46982904201832,23.05743037553575,22.11775169367328,22.836759505157335,22.371218587122545,22.490368484178354
SERPINB8,23.20414318681547,22.886016600025933,23.029876875944048,22.274830394517444,23.520136456311615,22.58045163833064,21.7656302115656,22.294758262384107,22.4996953314431,22.823171937733825
SPC24,18.589389738506156,19.464762347578674,19.362267596416057,18.05524950606528,20.012661380186376,18.086338296084158,17.836689417410874,18.39495685378038,18.46203310395387,19.085483574246982
SPCS2,22.019250578429155,22.344574208284705,21.232994142999143,21.402167737328504,22.202050353366243,21.69919283089056,21.623608187431117,22.192700039015413,22.011371331774054,21.543398160576018
SPR,18.747171319448697,19.17955838279714,18.839892104347896,18.219516542751627,19.876841767110893,18.578546739604082,18.125000856184474,18.306197547386276,18.98475524117609,19.02739313450226
SEPHS1,20.199264314597063,19.0019129536374,19.710547624104883,19.367912621073394,19.570728693304606,19.43209028989812,19.980425394311265,19.668134885064713,19.96266028561689,19.524500424238102
SPATS2L,22.53975913248547,22.22406148373781,22.803194029767422,22.548166512180476,22.71724643865279,22.87099843682277,22.12668820807181,22.11092522534493,21.93433165084651,21.43839313197485
SMS,22.761597545525134,22.732887520739844,23.026028222624237,22.101564063157497,22.91328914546469,21.836407586236728,22.272852605651853,22.06409067733886,22.97998852306595,22.743627669019144
SPTB,23.34722418640056,22.46908471795699,23.116152093997457,23.18201993338521,22.97895363072817,22.535711794637923,23.256072132376076,22.90293626426421,23.077249971936528,22.88682605305605
SPTBN1,21.967379574118787,22.211465276096888,22.082120555548673,22.228191802275752,22.074456934590273,21.952205335227497,22.47136117798892,22.196945039567836,21.632659458765907,21.378333872840447
SPTLC2,18.588086678214566,18.817571008798076,18.812154928376987,18.126690285545592,18.705923768801764,18.86855285556377,17.566702504000716,17.96802890017006,18.28350733205935,17.39128827643346
SPTAN1,21.10162824173144,21.28484433352189,21.218273314829183,21.162554731447393,21.279243593965646,20.9547826508281,20.83243350272307,21.002576830448895,20.965183228828728,20.875654655595294
SPTBN2,20.428987886910548,19.991281965217432,20.40241625501471,20.309535919929907,20.494006497596338,19.661750864274268,20.42782390095376,20.053868302509326,20.339353435680096,19.935349896533154
SPTBN4,26.03450624030211,26.64901334772183,25.7899221334296,26.27595558961077,25.421476368047955,26.184332228948037,27.08378164705976,25.668673814778515,25.842987522450834,26.642527389262188
SQSTM1,21.834794248249732,21.84977785370711,22.160421850182015,21.816124961262872,22.349806862499946,21.798447168035544,21.437321519096027,20.729221131857745,21.232212137386306,21.000870359029022
U2SURP,18.199075000820407,18.895450819322022,19.021253660834297,14.575520181959595,19.184765067617988,18.52773112639514,14.715152986119572,17.150527544153796,17.518093338715264,18.533725548101007
CTTN,20.655516498866977,20.963097120269644,21.114657681862475,19.723390462367703,19.961362402234766,18.39370545014183,19.951737011371325,19.439011968472904,20.68448220420847,20.217132089386503
SRP9,21.95360056983436,22.06914668664589,21.371342974741403,22.1136052225865,21.43798532480855,22.07965459761377,22.18062677908592,22.400634043849962,20.963674085269044,21.48139211149153
SRP14,23.556112486601616,22.740367105867847,22.88113308825648,22.440600929054078,23.123845282684414,22.84575523904521,22.72673257029988,22.96230539371249,22.65419373869714,22.856718785787045
SRP54,19.703074922554627,19.332396633200243,18.940305977826903,18.675445317338294,19.031170335915633,19.226998564495226,18.764905775776924,19.97230364106469,19.518428240771218,18.666061034937055
SRP68,20.847283459626716,20.3013599676641,19.81796057292849,20.154679933599247,20.440009577765238,20.690972067539597,20.321730041543837,20.23278859012956,20.45670404851012,20.0185101241058
SRP72,19.42924619568152,19.519193673020713,19.653985911989643,19.599055069452348,19.868241871088628,18.826831787438998,19.584226784698636,18.82803533015876,19.510361055122672,19.507979634711045
SRRM2,22.068916117981264,21.901656132055543,21.903172329617682,21.711063097278615,21.630180742239748,21.666640283453933,21.285847222865666,21.202045872497255,21.57254550481876,21.109097605210426
SRRT,20.57210030934462,21.34760444056377,20.992928262552645,20.865551738163436,21.19773098236569,21.079642205395395,19.969210927892394,20.730181569471824,20.131514484857234,19.892145632138025
SRSF10,21.4782693590897,21.14170876341121,21.092310760519275,21.052462670700006,21.34131545464119,20.99274117448134,20.709912452211,21.218852003906974,21.75826144217754,21.43954066576836
SRSF11,21.09799464261583,20.256148548705518,20.749884285908216,20.693956048802114,20.439754252075325,21.34212771923598,21.181509206784497,20.421738831607186,20.237114711407518,19.89004089100129
SRSF1,23.64027568744823,23.177731634840782,22.820049472668767,23.530083222317394,23.057536635157703,23.21967287983388,23.826787333838936,23.653822609126042,23.378522592639523,23.22915393858679
SRSF2,25.09594766386477,24.678178561525602,24.872042902943935,24.979117819911245,24.94186472263906,24.9443716289849,24.82566923172119,25.215736017807924,24.999700460705668,24.653032841863897
SRSF3,25.56482232585433,25.587494635956062,25.751012695403364,25.274232798131287,25.89559338068069,24.932015352957734,25.94706746195009,25.425507632591998,26.000211226596367,25.376292412806094
SRSF4,25.342400423782973,25.00844641337148,24.9906447164347,25.643246690035944,24.65846622126905,25.59827313871917,25.765903381161507,25.08291533038898,25.598038172788264,25.73734955385934
SRSF5,25.184676760141983,25.400063295910805,25.796128445794935,24.742597337108137,24.854852362593185,24.385295684430417,25.549652601014763,24.82265919672114,25.242469829582884,25.693190959676862
SRSF7,22.997107140169067,22.927255609002255,22.74497244925022,23.274879696988314,23.024994153538074,23.209342916937743,23.60169766294825,23.202521568426583,22.957540165093455,23.01054462783177
SRSF8,24.59778646853248,24.479548297005756,24.938421989366844,24.905673955997887,24.013208900155636,24.190385651655184,25.431832494556893,25.40005436329868,24.83231197168802,24.215750703753386
SRSF9,23.834174768940738,24.13150536552987,23.741289860090472,24.386756431230445,23.977343060191707,24.345143253085897,24.64841646834889,24.293514198338343,24.212193888392648,24.212492671791345
SSBP1,23.679399393611103,23.110323007085718,23.35169239859684,23.442336449242795,23.53516114341504,23.673993998849255,23.48887378477849,23.473999849439355,23.44696070324136,23.904967880437233
SSR1,22.535585844594813,22.725416638965875,22.690981744402915,23.47536739099055,23.37925566230153,23.30296417876078,23.23256352754464,23.87317593952401,23.17631051985545,22.883591184193318
SSR4,22.523144384306608,21.74241739894673,22.201640596716047,21.672340784843293,22.274603239743378,21.97346457753531,21.645460326733016,22.362466825612437,22.290800463677037,21.998187122747517
SSRP1,21.834558945961703,21.57571227225465,21.735779936802412,22.145564841904207,21.94687418884199,21.94701701818186,21.547326827852565,22.0751999698044,21.41226536942754,21.560485822598483
