OMICS_ICL103_NS1_18hr_Protein_1_066,OMICS_ICL103_NS1_18hr_Protein_2_082,OMICS_ICL103_NS1_18hr_Protein_2_082.1,OMICS_ICL103_NS1_18hr_Protein_3_102,OMICS_ICL103_NS1_18hr_Protein_4_090,OMICS_ICL103_NS1_18hr_Protein_5_016,OMICS_ICL103_VN1203_18hr_Protein_1_111,OMICS_ICL103_VN1203_18hr_Protein_2_013,OMICS_ICL103_VN1203_18hr_Protein_3_038,OMICS_ICL103_VN1203_18hr_Protein_5_083
MYL6B,25.886008101313656,26.183338807676712,25.36679549606692,26.33373434088027,25.756409103678138,25.9286128269037,26.25381142672847,25.765104501503135,25.717036658121483,25.895427931035353
MYL6,25.886008101313656,25.672082081655603,25.67686097749906,26.350466580688888,25.74340862191468,25.513031192544627,26.024850739617577,26.128204691218468,25.86875697026338,25.232948384674174
MYL9,25.0365482450856,24.46989651615966,24.22963901000923,23.91277024386748,23.803011892233364,24.426115252162703,23.255953938495367,23.28130210821489,24.332906722686513,24.551536664315663
MYO1E,20.08734285020922,20.028329525391364,20.041229889332087,20.049579924470798,19.597056667326946,20.3849588562178,19.92308953579152,19.80253126529824,20.207789047271945,19.51243658421926
MYO1H,19.87088475530321,19.598563206567125,20.066516712925658,19.791168079970966,19.597056667326946,19.928389674409992,19.545921005411632,19.80253126529824,20.40994115945198,19.51243658421926
MYO6,21.104224993946247,20.36437067247235,21.464851506278727,20.66190408935704,20.915957129899375,20.845582857038284,20.70842694122044,20.882877215950828,20.556618185501108,21.30233396372279
PPP1R12A,20.371902635972916,20.40642826892354,20.73309519633257,20.765957500486703,20.289625000793748,20.481574827172746,20.355229302586707,20.104539070292017,20.31285642067757,20.582661216657606
NAA10,21.299104037967943,21.905273223826228,22.215141156691026,21.66912700557902,21.974827899695946,21.84677579386419,21.475700741540507,22.22316806571225,22.17494170555861,22.777668436925268
NAA15,19.231815055802315,19.591700120157206,18.70898090251235,18.56791269334122,18.753516611762247,18.45732769689709,18.55841382307197,18.300629947417526,17.70595406922093,18.255617654542483
NAA25,21.024833088873326,20.778146030007722,20.585039371384514,20.986538595409804,20.792609305049666,21.49972481371175,20.633322114706225,21.130754741943242,21.27955764114119,20.788748910581415
NAA50,20.385091496086797,20.55819554746992,20.405374685458355,21.385022173899994,20.932557779600785,19.833137368382907,20.93248314867217,20.464050090164097,20.41331169210176,20.032598723190087
NACA,24.830745405262117,24.89568709139766,24.96923245663519,24.782899541823422,24.203895853886202,24.787182082632206,24.767057257363128,24.70910725307974,25.11644774541196,25.16223031008413
NAMPT,20.992283783471173,21.423819108538083,21.07812969646215,21.150003405299923,20.986032551004,21.049620814225246,21.099944207422304,20.63907501394621,20.599766479217557,20.79169389341112
NASP,21.510344482164527,21.206510590661846,21.43625879381894,21.054748507947686,21.565307558908607,21.560619617958395,21.429638595484143,21.96009279630146,21.722245254237198,21.146221509524736
NAT10,20.592961847348498,21.44012570244265,20.645233983896233,20.405742415677775,19.984085730405784,20.480471717619572,18.851344096659865,19.3310311869898,19.87193077412654,20.25834935381574
CYB5R3,21.55993893666486,21.9315580628769,21.87146710516712,21.30514486896479,21.837280999972887,22.01812964225246,21.6212656497885,21.959572444431316,21.622169336512833,21.662632261033135
NBEAL2,18.865563753532665,18.85026345281719,18.75837175881108,18.56786831342329,18.83758489479139,18.90376744626213,17.95677771063122,17.970328465256884,18.50041034453132,18.817798532867325
DRAP1,19.36849609846014,20.21410885022616,19.894193105411937,20.12344067101003,19.482194912933963,19.202752058076754,18.495942595644607,18.63532583420293,18.739030643610285,18.950070829459364
NCEH1,24.52454366402192,24.522321784276386,24.43165181293559,23.93631689063001,23.899175918274857,24.381834790648554,24.05384600599647,24.09475244373716,24.389441295414997,24.500316066568526
NCLN,20.126730183717857,19.866106097747906,20.848824175147858,20.34849928273703,20.130154317002162,20.36378728350423,20.610042581099925,20.68008866049721,20.75976485551348,19.794020807154865
NME2P1,28.164200457916078,28.249520710487538,27.92196598792154,27.91997464088871,27.925937274527783,27.945651006534504,28.113364300737967,28.28040614201899,28.357827090057462,27.79404408161917
NME1,24.7756193645997,25.01479325235429,24.96751144989762,24.87153055576094,24.986808906763738,24.661657396986758,25.40671426611325,25.30853657488405,25.195921531645038,25.047288434734735
NME2,24.533669506836034,24.61482174621299,24.32833015548664,24.36245690357282,24.362153692765737,24.356670548309133,24.723577274076824,24.814006548814202,24.634517606150265,24.334537490404102
NDUFA10,19.475696731488817,21.465618992788276,19.97615870028321,20.340127975416646,20.239882286119553,20.055990995994183,20.391418726960207,20.435605211632172,20.27013058123715,20.047645555545575
NDUFA13,18.744025948519653,19.281109095802044,19.878637732487114,19.981436242647437,19.672611858748347,19.46510843568152,19.522938730947438,19.938141081331864,19.75410042276412,19.96925620783888
NDUFB4,20.852716863587734,21.428087546943154,21.441922494875953,21.325010123735886,21.62174118508876,21.085832239417716,21.29153734450093,21.409088548714344,21.217512790211035,21.255729711137327
NDUFB9,19.362936020125282,20.39979138950566,19.93321153832595,19.793136749371897,19.94165661162829,19.343980240076576,18.857253598689166,19.028329899024893,19.335905889341134,19.55999376321842
NDUFS1,19.46541274626654,19.773205498950407,19.311629979767915,19.559836020395863,19.50214088012821,18.892075082965178,19.216954779590992,19.054033980552376,19.53738240407695,19.144142426370486
NDUFS3,18.94686054318906,19.674011354904508,19.176342267939518,18.902164056268848,18.816106582117527,19.168122013461904,18.71408577133309,19.082366196361303,18.64105077245469,18.83471409562083
NDUFV1,19.868134099650693,18.776772772862934,19.301300986314637,18.867249390348235,18.404901721301183,19.639389182163146,18.678610938460523,19.113356321943655,19.617075359847327,18.882541049749484
NEDD8,22.94356414097076,23.170534998379882,22.757846537916166,23.188759507008378,23.218393640027397,22.43900018722113,23.055660881486375,22.9466943520294,22.449529134036954,22.827182386972183
NLN,21.367800636959558,21.338393912599017,21.270652666260805,22.028292149136973,21.99470332844011,21.34935943000099,21.827927286304025,21.803424288512055,21.6514815153979,21.830727716084105
NEFH,27.18091614747487,26.58496535024997,26.606470457972144,26.535221254372562,26.67127731185507,26.576135439115106,27.004160277547456,26.979008841943443,26.95593030153429,27.013851182462666
NFS1,26.94934278038486,26.95086140083766,26.606470457972144,26.535221254372562,26.67127731185507,26.679992446899075,27.004160277547456,25.65578101483659,27.054131229499276,27.013851182462666
SNU13,23.108732153363235,23.059445653920356,22.39533665181199,22.785725079639395,23.127679802583856,22.745357792838625,23.48128025904434,23.260821777036696,22.471542458286844,22.83652568965575
NHP2,20.113622574641138,19.46085433211109,19.613015431054833,19.96112933250327,18.43734755386634,19.999672134829712,18.686414145239823,19.844757473551162,19.590487130223977,19.19447665983357
SLC9A3R1,22.00640341956511,22.4081188178553,21.978138119142336,22.532663701382617,22.017875318274516,22.16146092021919,22.88178347327726,22.052814161560065,22.080251986320746,21.872123471986434
NIPSNAP1,22.32444322460202,22.24274067592647,22.02167258875687,22.174624949545652,22.28895684833951,22.381655186149317,22.602775152430873,22.192265578119297,21.750624885008612,21.967043100711912
NIPSNAP2,23.155482663254336,23.47348501434368,22.944137683621157,23.2435433813005,23.023433258572794,23.57235238854624,23.200599075070706,22.89291436236605,23.052113714301285,22.858125917029177
NIT1,19.826940148001313,20.30783774202621,19.61318457119696,19.993331975931426,19.72611607535844,19.61909294994872,18.74636939989096,19.87445799396827,19.847189200758663,18.79658459525398
NIT2,21.451140532722142,21.858887614378894,21.22066306472988,21.995665849237945,21.225782007878944,21.389191793918698,21.635958179189274,21.317021573140856,21.799409167949968,20.974798381411713
SCP2,22.678966250647132,22.665258605650685,23.118119505971514,22.759659545906405,23.094717055431904,22.74758194668559,23.028393158947438,23.11054220388793,22.718133262726358,22.85459677073795
NMES1,23.25366341750557,22.81002465040558,23.623194807287575,23.25641993253386,23.27321134703842,23.475931853605225,22.596912015472245,23.005974724642762,22.755312079690746,23.2904831624002
NMT1,20.199425592819196,21.452756294105924,20.71625439616419,21.638130476779345,21.876635811441645,21.151243345441614,20.21386939206164,20.9544313973243,21.078006339450006,21.175754190804895
NMT2,20.824793198903375,21.029609564157017,20.802890751102566,20.670472977918877,20.44255115572607,20.857631430160964,20.000993506693938,20.283955879463353,20.735913427596092,20.58110377585216
NNMT,20.46569983384681,21.23011353782314,21.07314961368758,21.158742363570116,21.005477203456955,21.19283567595807,20.385976309445113,20.65765445472739,21.256668151316447,20.610523354328866
NAXE,21.00781006170031,21.374742314702832,21.1039644388195,20.38377855645688,19.829308134329345,20.56580873440188,20.500542119380057,20.376578884343836,21.16126135008751,20.561648621378524
NNT,21.778634130387477,21.836101540719774,21.98585827611571,21.910981635192694,21.850064460605065,22.15038881306837,22.093486052973986,21.903925983497487,22.009207142233603,21.408655333744658
NOB1,22.939089497357593,23.441282039583452,23.484024434806702,24.32556261635699,24.185982881062642,23.217641641400718,24.415641668717832,24.525408939953465,23.79981867803519,23.46370823048097
NOLC1,20.80902840671446,20.774883471461422,20.388486238128422,20.808540819022358,20.149904449122893,20.43560295528366,20.07439819507163,20.30676160325185,20.616722221901874,20.61426634622387
NOMO1,20.799713659942064,20.360821292576617,21.045635385968275,20.358424950942855,21.44848259353607,21.08812634011193,20.12649109143028,21.50711441990766,20.913873718818756,21.17640390908433
NOMO2,20.799713659942064,20.360821292576617,21.045635385968275,20.343789481414454,21.44848259353607,21.08812634011193,20.12649109143028,21.50711441990766,20.913873718818756,21.17640390908433
NONO,25.207358495463865,25.408687583285175,25.77046178401168,25.48910215082629,25.339620576425816,25.06708980743015,25.521040558392436,25.49458609056608,25.49624193464253,25.539679973274396
NOP56,22.717621810406744,22.243231937468238,22.609503641228564,22.46304304192536,22.314742665858162,22.217743654499234,22.23685821259628,22.041040784094477,22.69411445844226,22.251332549913908
NOP58,22.17876646500327,22.19373535207618,22.32107295641788,21.977106858353544,22.301194766003263,22.50694205077879,22.024084952864243,22.335544736175443,22.098973004867034,22.04256801759317
NAP1L1,22.485777429067902,22.708288683426368,22.818104531635083,24.056902650183822,23.325440558550284,22.526622335764895,22.78516369179475,22.87008069679747,23.114854149816743,22.91969783237208
NAP1L4,24.05314561936134,23.760753879991295,23.39286270102223,23.474863275592107,23.569509760198034,23.559911666044744,23.358655728311142,23.671108479956047,23.864200114933038,23.44710377463381
NPC2,22.711197665000846,22.52421097593456,21.753124938837345,21.772790201409265,20.2269449538726,21.310323158396162,22.028006587199087,22.087466540351194,22.27253592391407,21.39214350051079
NPLOC4,18.858078073599003,20.73414035754188,20.581392979276405,20.406126021003296,19.944878043874013,20.563121754422106,20.202817231803678,20.73417598297501,19.937839273246155,20.536449049602613
NPM1,26.782455167136895,26.633426778198952,26.33331532095776,26.399940566571807,26.24610578493952,26.19568308795763,26.254717856898218,26.561572864564816,26.69188728677761,26.18204534299344
NRBP1,19.47082479061332,18.82535334323282,19.7976396697464,19.563159762348864,19.588790564379792,19.511534418071292,19.414436321380016,19.627358117536705,19.140052284192862,19.00739145757015
NSDHL,21.729343499278798,22.381914155524925,22.281933570264666,21.772990796535325,21.605048595780616,22.357492712475644,21.11447900273368,20.864860194070395,21.744409041232792,21.65981738219148
NSF,21.353030451477057,21.70281180142795,21.156608846877653,20.93250069718799,21.324985729634616,21.424072897884223,20.702445028502225,20.777453770402165,20.812296889528874,20.867924224048565
NSUN2,20.341162077097067,20.987802978074228,20.746385477830565,20.518338448484837,20.531337347839536,20.380048898600883,20.195363889797235,20.33293976508303,20.349476328816824,20.382658273848698
NT5DC1,19.945996406701298,19.726305203317818,19.321704650433542,19.056842427165503,19.11220000917743,19.374223653165433,19.184337942938765,19.17941694612744,19.629599367485504,19.427695109911657
NUTF2,23.464991643599788,23.664492952632315,23.532480491296297,23.68972496617043,23.12707332291447,23.73641988525482,23.688197094395395,23.384742055576766,23.65278654841689,22.60794214136314
NUP155,18.61919677793508,19.9900979505763,17.939506214359398,17.752177886638922,17.792296580030907,18.682664590746352,17.576484833559924,18.000634371858357,18.371477284197386,18.25406047321754
NUP188,20.664210867326894,20.293306378311776,21.179695016271772,22.12490658380896,21.8102494723866,21.25112836893565,21.841156764160573,21.86428780702431,21.056046043346413,21.70295574070249
NUP205,18.067069033213116,20.168650311078828,17.124434540464744,16.432154089030128,16.749761006487304,18.07437620437757,15.268463533718128,16.44975934360955,16.874090060967397,17.203079676030544
NUBP2,20.372439289542406,21.601912810946512,20.63719799040385,21.038636036499398,19.991504680841494,20.738678111784328,20.264821017015553,20.819743564385554,20.702731975218555,19.54682670098392
NUCKS1,21.75916180839603,21.493770048253037,22.15546492138122,21.947997408953693,22.159451478492404,21.925680847053563,22.020806242783937,21.713704639338523,21.51518407861068,21.522490057563566
NCL,22.09039736931095,22.657597130937763,21.300939805838368,23.337577288100373,22.5568995099532,21.798630599538626,19.833232054967304,19.721013550885065,22.3041557812954,20.26919002824115
NUDCD1,20.582316298887367,21.229946324441187,20.578558258188156,20.115571946617642,20.016869643091454,20.474578261583144,20.122382884281542,20.13809208608887,19.759627314454733,19.983010692454755
NUDCD2,21.040066160269426,22.36792888923788,20.63471435527267,20.69716661182288,20.391124049927097,20.45441293442293,20.43991878357648,20.334664555166064,20.375421341245143,20.67279358209295
NUDC,23.697207905728128,23.79990847851392,22.913802000315982,23.207050169427603,23.497979949331217,23.116433370662776,23.326651856437184,23.43286086168067,23.628203886656877,23.535946482005293
NUDT5,22.202785122419833,22.713967243839672,22.953496151135653,22.92959440820367,22.50898036519836,23.28969137054203,23.394408525740843,22.455615284988383,23.324017418670003,22.500011736975303
NUMA1,18.908902539246583,19.123438964479544,17.84150122581805,17.54154007295702,17.811778111117878,18.182606467703906,17.61982654896856,18.567774297640874,17.70127084516511,18.488094580969737
NUP37,20.26382000252206,20.546475016862573,19.72823480519597,19.417242278372466,18.394984260744973,19.427176213297308,18.57818092071164,19.148550128661462,19.174575496143508,19.357556069647295
NUP85,19.13069164654711,19.82729183767412,18.919856007771266,19.628114386312156,19.06566820559558,18.97376606683573,16.931626904810713,16.591549102231127,18.702141483394815,18.359694976536943
NUP93,20.558801690211396,21.665725110478768,18.07137618660463,17.277182505367044,17.966071225048054,18.544199791248694,17.78899798912788,18.237978806291366,18.68834377624729,18.379721676832368
OAT,21.92175137853478,22.485895892715448,22.041528567970857,22.33929097499327,22.08943587655199,21.902202691588407,22.392657305994305,21.92970768815448,21.71200972573887,21.963562172003392
OCIAD1,19.38176957324227,20.439260958224658,19.61693395393911,19.892114405718463,18.434819413122774,19.669509007095154,19.89164098909012,19.678176943813206,19.54395116285467,18.12088700257299
OCIAD2,21.87895991335184,21.909911328667377,21.934844677020045,21.77541079906368,21.40958189221563,21.768348002492388,21.882306208384218,21.708040260899235,21.661899536334108,21.695533343431435
OGDH,19.92188511045672,20.535263083965127,20.27137314347351,19.93310349760016,19.82856072005738,20.030205023634693,19.757614566655754,20.014451397017943,19.897979967202474,19.29223964017294
DLST,21.349823116176694,21.55884982416645,21.76601909263523,21.983678895957176,21.8958087415308,21.51130004304425,22.174223979377903,21.598196575363524,21.55926697813647,21.732644966351415
DLAT,20.795860100583337,20.416274036672064,21.37072866425485,21.293739157124776,20.667232084454156,20.72908953594123,21.151302369728754,21.0366155407499,21.024121465033367,20.950468951352327
PDHB,22.16157529353262,22.18952242337482,22.193892683304476,22.495262728106056,21.96976340355025,22.414736891205667,21.967629794567227,21.859672333089136,21.74136797036642,22.141113925284543
POFUT1,21.06424613740745,21.39082422703722,21.50193313671648,21.351454984475986,21.20467302404356,21.545723565363673,21.39920289474733,21.30309472602152,21.22371817291837,21.58462142412221
POFUT2,20.703106302450447,21.927367213807155,20.249151153460303,20.13796405991344,20.598005744498668,19.90541185313928,17.11026556723003,16.701037200305148,18.486181820513565,19.568722036540926
OLA1,23.091266057061397,23.411431969633355,23.069485322733094,23.083495578417196,22.948573078575286,22.993159703276525,22.93312216454904,23.171768664584924,23.46446755623934,23.09887169135171
OPA1,19.690510940186982,20.064011739880627,19.795436983886873,19.67829148107491,19.58252334002354,19.41075782823698,19.448596334948956,19.299718423401103,18.945301059765843,19.314920775768535
OR2T2,25.508351896024873,24.942633621247314,24.81523643989898,23.95524151787983,24.932859027092935,24.380048564412544,24.53142380491913,23.56531359908657,24.852500232180056,24.99830579775843
REXO2,19.69472193278733,21.123635975217265,19.051451603235318,19.095260296155132,18.954722709397174,19.494548717533185,16.64937527360587,16.373275661887263,18.62115938220784,18.63538292878701
OSBPL3,20.248430389485325,20.717113459619874,20.28930495135426,19.331436397349165,19.457590740474092,20.35495269167555,18.868814565126065,19.310288213969432,20.14616007454505,19.335229084171942
OSBP2,20.74289014105871,19.840032608214997,21.64740062831936,21.609016755579276,20.68181608871422,21.77790822399812,21.583781684987898,22.279485353380664,21.920138262915746,21.128850771211514
OSGEP,18.62740997287235,19.608271028548547,17.02060160308538,16.956770621880445,16.984689161795053,17.714563729690553,14.036949564786294,13.883391672147441,15.891869013506962,16.329363835208255
DDOST,23.653916300701425,23.658578352990933,23.512946252386428,23.229203896280385,23.38866019994743,23.671098643390966,22.845291284377858,23.39935757780513,23.663631636233355,23.427620001825346
OSTF1,21.356985246163152,21.662878210020455,21.809917424920656,21.69988176360654,21.542453297272175,21.503873906096256,21.348116015918635,21.583449184564692,21.25340708545185,21.492695521399813
OTUB1,22.27634874512108,22.497841733367295,22.411030470241855,22.11769153952147,22.332967151894955,22.55928960644916,22.83505983977603,22.868614578041672,22.664260051851436,21.748314290367638
OXSR1,20.505188079504826,21.37043524222996,20.855017841102327,20.32304376378604,20.45109196130331,20.805494922047988,20.301653708538847,20.386232973552122,20.7468835341731,20.22993354974584
PM20D2,20.140985166537654,21.01731018538429,20.421828170269617,20.63227680847872,20.26389473534327,20.282241641207264,19.49537154814711,18.58807482169834,19.238991229260584,19.91818803393266
P4HA2,19.484977461732928,20.610841987651852,19.346369122044955,19.34427106778803,18.24431683062092,19.098629524183867,16.350148176915734,16.896649352745733,18.3556576282846,18.50615088450514
PYCR1,21.75088327034882,21.877244818773125,21.911439375777704,22.292950646730354,21.934817019566687,21.38339634682112,22.291866261304087,22.005568380843464,21.568265173163372,21.11154608850225
PYCR3,21.760925086968285,22.25945395831735,21.890890980457137,22.1699953155105,22.15448865118103,21.245031480604375,22.296104725538726,21.82352193286674,21.468744826499453,21.11154608850225
ALDH18A1,20.6686454729166,20.460802017417414,20.573055639748215,19.920724973932447,20.084209859406865,20.216776572292815,20.589593851130807,20.18151220425418,20.202637855905174,19.970516847864037
PAFAH1B2,21.761606826644364,21.92465670821827,21.1216086613787,20.610477664877763,20.271329229920028,18.187939326990197,19.934063680083177,19.63392988090502,20.556386125480085,19.787328197961088
PAFAH1B3,23.06697724680098,23.238095191305696,23.08631254232626,23.142109184853012,22.874644490263957,22.435145184579305,23.322697079781186,22.97230738982681,22.907701480200608,22.399273326160262
PA2G4,23.827691133742967,23.22254171957594,23.157880509974206,24.29543390515693,24.42943055996227,23.636531828329858,24.66898824769521,24.520051841893334,24.28393074919802,24.27966524586069
PABPC1,23.341802844755918,22.97700850816304,22.576960306423082,23.679624500156972,23.479411015783512,23.009242092940347,23.713679728459038,23.9428358439014,23.243271342708358,23.413450393378014
PABPN1,22.177384348049948,22.173765508623664,22.23842954361122,22.293491870569877,21.976767896492362,22.391862294573986,22.476385303175636,22.35696588937154,21.956430376013277,22.018236943605814
PABPC3,25.32147590232055,25.214607522498227,25.256572276782883,25.445139419956867,25.337827656153262,25.067234156654806,25.15448086304886,25.574657757706746,25.28356852255623,25.280702336888538
PABPC4,23.076706806455597,23.322861313182166,23.451348375088312,23.249313335322793,23.027943062523995,23.526752649687424,23.15717193616888,23.417412903691453,23.2854456319956,23.277396156122382
PABPC5,22.21512537229043,22.674940423686287,21.486596648148762,22.616274881360614,22.38904735750919,21.982559791210015,22.60978137854139,21.89186624488712,21.67462181823863,22.932780003471763
PACSIN2,23.558296998341042,23.820844930726334,23.767291754197206,23.47633723630334,23.72519630288827,23.55158104756864,23.811240134174458,23.927878515972953,23.515696891823072,23.690551418414515
SERBP1,23.239891999857665,23.29946028264866,22.997708927823965,22.931172623857087,22.795588209281576,22.873627679165164,23.016093376929405,22.424998974434345,23.34027449742304,23.513620476986173
PAK1,22.087266229040097,21.689020723734053,22.387977556711768,21.52277748297666,21.951608125438362,22.454460998663727,22.461115092408985,22.202464235894716,22.10395642415432,20.873404967702044
PAK2,21.521984608058567,21.29111114664861,21.94737026997524,21.89413010539071,21.537156370017655,21.709398781761927,21.679655546892818,21.94275950878293,21.516736154636654,21.210043147949193
PAK3,21.381336632854577,23.493789733245453,22.044702643106152,21.179502569371046,21.230415938098123,21.79808450211921,22.25009262620358,21.64026981672857,21.838213116927367,21.35277704970521
PAK4,24.243881160803703,24.046377178015923,22.53112721585687,22.29712238061667,22.487449766933715,22.166679722255914,22.0462877179883,22.0417764573634,21.918569511369345,21.03506048743655
PPIAL4A,28.34447245565531,28.27344095396437,28.01928996230108,27.905988996918012,28.013016633343796,28.103694322547682,28.089254476738525,28.20780374737604,28.292963947258478,27.7537695790271
PPIAL4G,28.403012848569468,28.382762334526156,28.20206504084694,28.14816389655399,28.08755548945178,27.780512854149904,28.123422845734495,28.70374374899785,28.51994018359545,27.974362384969986
PABPC1L,23.632328852619345,23.9353855899991,23.966993126025624,24.12004294342213,23.860134443067764,23.902798144167612,23.76213464991228,23.927788803241157,23.57375896872896,24.107163613646986
PABPC1L2A; PABPC1L2B,23.875329358705258,23.81208729271373,23.88265979947799,24.672375819178956,24.829174220324035,24.11787385470643,24.745131522910075,24.645109123002957,24.454707022616116,24.188351142807768
PARK7,22.18152733965687,22.097814267038494,21.90250783269458,22.202597819722374,21.6801475682849,21.89075717079453,22.17258110007642,22.103856113267216,21.753614984592048,21.402517930345947
PARP1,23.027495597595216,22.777422718181633,22.81978742309972,22.803928103364775,22.67834306977216,22.89807225340343,22.639254108022094,23.089434883859443,22.686582806938393,22.66242532404719
PATL1,20.741752173082475,20.792495294152072,19.20592114892348,19.840678328350496,19.014435241135768,18.593415792578437,18.345594525428766,19.17181830518446,19.22910156952138,19.25179411553899
PAWR,20.694823972188086,19.458949895927052,20.179994495026225,19.713447952301635,20.17430744830043,19.15865462183894,19.93530691083187,19.116468147416125,20.285096084392592,19.430068929081685
PXN,19.96195306248024,19.250329155132206,19.205866921364837,19.046023518926468,19.096705652494148,19.33740142705294,18.510841747849163,18.629589989618484,19.23099288229652,19.2392275613577
PCBP1,24.97485654844998,25.05899546437035,25.059647118102152,25.3316985140397,25.133162438998806,25.163976973807628,25.123395538288648,25.171036307646034,25.151998768299038,24.945973225689684
PCBP2,23.773514857395895,23.93573105861104,24.029571553344738,24.039933828213645,24.12540882581035,23.85955750914445,24.337198718797566,24.321013097607548,24.099536355900852,23.89841348245139
PCBP3,24.928481718040057,24.955596122569776,24.83851419006971,24.828033335940493,25.178830737548246,24.95784847237264,25.416539201617162,25.0771015696856,25.11261446416836,25.356523587475923
PCCA,24.11333426894198,22.955420220003553,24.49710651763253,24.703424518786022,24.138559315409516,23.830459472524158,24.709234851025897,23.913918398401126,24.589216189887466,24.490805406531308
PCK1,20.88297868798397,22.279737003455843,20.61799529700734,21.53519098940633,21.331035853919687,21.323434312933763,22.15956582672173,22.330456689230815,21.945439832922023,19.97396516923334
PCNA,24.8395708304013,24.289733871160955,24.383960972843525,24.497383715179268,24.67483073365179,24.251704057502835,24.655453460204342,24.305140914754766,24.75610999209855,24.56652035632224
PDCD10,22.627267170887194,24.342926529496516,21.346228826293203,22.137099079563136,21.881588783691367,21.366628446095504,21.8203916868112,21.859985560895492,21.63853387677482,21.28344662187971
PDCD6IP,21.74462765663093,22.275876706483395,22.53644775092554,22.630497330003465,22.147132832129607,22.360286919341664,22.745122011631988,22.986594581530188,22.1761565419482,22.56136204057416
PDCD5,23.807526142822546,23.481926885038828,23.83483456908647,23.919738361422368,24.436075225726448,23.75741721973555,24.18078938613766,24.146937128955013,23.580098586349436,23.7758844253866
PDCD6,21.530623117443334,21.688669878920308,21.313560569465476,21.519360008701774,21.78359936028002,21.917428882965154,22.003925318900215,21.15658182341116,21.71045487672052,21.264782429906596
PDE12,18.0860057312804,18.647931866377476,18.140249592620194,18.021020787538923,17.93343928249151,18.021203953262702,17.020377660185545,17.42276424682336,18.487218078405462,17.60659778151384
P4HB,24.23255336033146,24.451368066212574,24.29105619818076,24.568123631986566,24.832392127912883,24.718603712465647,24.927815385220484,24.75706700880226,24.216452387807827,24.066746691040134
PDIA3,23.047553399049033,23.40992109230173,23.451101940006495,23.478508774164588,23.623176572280098,23.352918763082187,23.58581290074526,23.385481129846625,23.42029220099588,23.094361556394773
PDIA4,23.923259452425654,23.92094200894813,24.104454246423348,23.966159661226165,24.15927905004123,24.2688407490911,24.311468532919854,24.333119202060185,24.02598276565524,23.75357830943544
PDIA6,23.66140249136763,23.58502820756231,23.479844769593356,23.280190299554953,23.45965768617595,23.474211140772045,23.37349327000578,23.269285896803186,23.527942488065683,23.103558758519952
PDLIM1,22.452653846162328,22.108214381494633,22.66642545226585,22.57145332625278,23.251789754706696,22.749400227791135,23.08368154678097,22.970040599807547,22.564347009125644,22.170022378429096
PDLIM4,21.802261094376732,21.533154100738116,21.208586164244945,21.029972408622186,20.67359030905432,21.658391424885362,21.89026219310734,21.408088746703527,21.751445167325834,21.078659445260094
PDLIM5,20.731020870288706,20.273360955520417,21.30079949323413,20.74519756882688,21.60397655172957,20.90633629420952,21.57106236660627,21.577724609065,20.46096805864292,21.470122343260076
PDLIM7,22.028040279723328,22.28717824697871,22.29316367794258,22.223079957953697,22.33259729355137,22.276185433904487,22.05890368366712,22.305368672385356,21.923920453822305,22.000461502133774
PDS5B,17.20778268437611,18.85404341743278,18.38716671101327,17.277422104634493,17.92244145150947,17.801176950411744,16.749461156189902,16.978834332085615,18.444836204113383,17.709700965453365
PDXDC1,19.716422660278706,20.40093617436049,18.050094399657706,17.584332861198554,18.055919507385603,18.432214844662056,17.086834670455016,17.62425741199936,18.170159616870084,18.409926799169842
PDXDC2P,19.145479276408558,18.671357258479453,18.308935224199935,17.862184307134086,18.09116321912789,17.925549122819604,16.52518832611526,16.30515725632349,18.278428757639364,18.568482266234703
PDXK,21.817000687526985,21.95709884016868,21.73738671004621,21.67955000429906,21.561741742698203,21.52663234065718,21.44658194736875,21.236170356021148,21.684717551254195,21.50952800357642
PEA15,20.485804083954964,21.528669492674194,21.547564603087405,21.28891636890936,20.661759331591618,20.447048547306366,21.059852691251784,21.397843896546053,21.3899395991537,19.13749839367533
PEBP1,22.751663355943894,22.803300600948823,22.687924686849954,23.06186683164683,22.299963866920237,22.01210826814615,23.049029629368867,22.989227656303562,23.06753498227137,21.781893324225464
PEF1,20.694777445507462,19.707663373405722,19.022213439837927,19.745666066002247,19.888062635377068,19.679762959040815,19.460036358907963,19.308650037135457,19.254393784816134,19.383881089914915
PPL,19.692923824184696,19.917742859569966,19.707836801444323,20.278750258086106,19.384972505337743,19.9028529349545,19.91319286275192,19.684261350869726,19.594401594051853,19.52235935855068
PRPH,26.45384629229449,25.955316703121163,26.285276144223133,25.773877552971978,26.012521040947437,26.156412879111056,25.799224574055614,25.863070073128306,26.107473403200974,25.873552736501367
PES1,18.73416035431552,19.120202709146543,18.26510713384493,18.70581734965361,18.823898955754697,19.38632080025123,18.876251887515718,19.051514900953286,19.04802726854629,19.315047764551657
PFDN1,23.042633253147415,22.850827644678574,22.59871551459475,22.71890866559903,22.723919036488738,22.615173057525528,22.754884455803968,22.78379792567751,23.185240277455776,23.23825921699101
PFDN2,22.358141357273173,21.950037997908613,22.16450984121689,22.28884031402147,22.12000707652421,22.325580234072618,22.583304831066698,22.232110236908937,22.25447768696109,22.101759479655595
