OMICS_ICL103_NS1_24hr_Protein_1_029,OMICS_ICL103_NS1_24hr_Protein_2_084,OMICS_ICL103_NS1_24hr_Protein_3_051,OMICS_ICL103_NS1_24hr_Protein_4_071,OMICS_ICL103_NS1_24hr_Protein_5_011,OMICS_ICL103_VN1203_24hr_Protein_1_117,OMICS_ICL103_VN1203_24hr_Protein_1_117.1,OMICS_ICL103_VN1203_24hr_Protein_2_095,OMICS_ICL103_VN1203_24hr_Protein_3_113
OSTF1,21.65630720317335,21.469222790564856,21.563337105589667,21.54120722202023,21.43892212809181,21.87161827670474,22.004440943393686,21.80571915987426,21.89780498685574
OTUB1,22.027159233014146,22.896315053534465,22.266653103718987,23.211963908684584,22.68092891176274,22.124241393964724,22.014681665712832,21.72713983037088,21.872756827688974
OXSR1,20.650398346247243,20.843337458618304,20.911935765479186,20.87252571666452,20.118010637930286,20.805483944700363,20.977619829611484,20.92520075525958,20.79528684673918
PM20D2,20.174587435557626,20.395879325800323,20.352938726604627,20.52975613514721,19.680178183385536,20.449731056480196,20.119864501127076,20.54898558742385,18.701072042277396
P4HA2,18.127504479399214,19.586305022122986,19.39203027653648,20.049679437047978,19.219637421447963,20.009846111673177,19.26100849365379,19.352529471165887,17.170863899582667
PYCR1,21.287252968571174,21.647081211327645,21.487901555787403,22.34539333046341,22.20414682902038,21.647592850503067,22.07588701939106,21.95250175218758,21.638632837019635
PYCR3,21.287252968571174,21.752599081083204,21.77778834859573,22.2538316490887,22.26076073094889,21.96106712116802,21.924031903805574,21.6800661636662,20.774432858468288
ALDH18A1,20.455176950542892,20.73423611276521,20.801682408893427,20.64884083380183,20.085931492861818,20.36583941163321,20.555461616120596,20.58291277709094,20.179584973421516
PAFAH1B3,22.92104924200231,22.943312141346883,22.877625407083713,23.136624163434462,23.11838685791396,23.04277335942936,22.09949051754163,22.24613992732381,22.28742739061882
PA2G4,23.200696612192957,23.183985453529225,23.4228223822528,24.309358532256866,23.971802425085684,23.941418229942173,22.852626610562325,23.990712995599186,23.79608881603972
PABPC1,22.906376887948838,23.084159350288573,23.354878668045572,23.157475478851346,23.149333370670725,23.828268666861273,23.49427912805966,22.998426138970288,23.68270116583285
PABPN1,22.430839881051,21.535386947112283,21.80524526722177,21.83997163640028,22.17184618833438,21.87048670206802,21.840219887997094,21.763947756881333,21.964567257565342
PABPC3,25.197687168468125,25.21372695013404,25.234206991203635,24.85750323466967,25.11480497128121,25.321209630030715,25.33278336225696,25.150546228755307,25.273127003795924
PABPC4,23.3674804580762,23.469364073336685,23.09428419402358,23.14897892533707,23.160066245088565,23.098854843596314,23.301561727536964,23.36373944120184,23.218393506072132
PABPC5,21.710453210412332,21.49330330132137,21.989699104217376,22.051343094259636,22.773368097043996,21.391289614485224,22.2943610685238,22.199958277926566,22.51267782390788
PACSIN2,23.692295469670114,23.845688644936033,23.752266696848586,23.753696892343253,23.84230505209728,23.73419991015114,23.835681929954642,23.634023674515117,23.55184008570844
SERBP1,23.24523635291225,22.946799603091982,22.327223478558146,22.85772525196185,23.142116763219164,22.92600780534799,23.00726822659845,23.25577295849146,22.55437449134302
PAK1,22.28042027771166,21.151722688234486,22.73236545696802,22.241900103043385,21.611094635083887,21.303792343647395,22.06134465332407,21.800530715030913,22.392669951366514
PAK2,22.22464740303659,21.293911979416574,22.053351607811784,21.599997456077684,21.492926868122566,21.510995752002103,21.700437264775182,21.470212206997335,21.542430306088747
PAK3,21.768504945941398,21.95770107895444,20.882617541592907,21.562717877528048,22.080772599344233,21.535498978474035,21.731897666933616,21.457255801425298,21.823422513641102
PPIAL4A,28.1778771218319,28.069748983637837,28.07879349809417,27.81442467310334,27.945717899894873,27.765310674530554,27.603849620312452,27.692282010536807,28.09356631035223
PPIAL4G,28.291083979022623,27.82018920926084,28.472133914345243,28.605539645466038,28.08248780545782,27.81084854905138,27.590054689897492,27.359705296244673,28.221911892952967
PABPC1L,23.751928210748947,23.548776445083192,23.668656733352407,23.72940796549677,23.990778534488683,23.613361871204688,23.79488852708092,23.75156540283734,23.92384343812008
PABPC1L2A; PABPC1L2B,23.935756615147863,23.948434975888233,23.53167491426825,23.687805024348584,24.4806682290909,24.003139289756792,23.896813054677928,24.083677260850273,23.330335343658753
PARK7,20.91433444148059,22.304419876166033,22.036123987676422,22.379726223196943,21.96619896175075,21.1131341774356,21.14547190268916,21.746297053912002,21.284440938543643
PARP1,23.00174327573481,22.748505140899468,22.891017538858808,22.69515437849082,22.925013359741566,22.89389921288639,23.09238947284033,23.0366652627748,22.859601058881296
PATL1,19.18738250300065,19.754081402022795,19.588671875004362,19.23218123337771,18.40775548138925,19.510863635164075,19.661771003795188,19.930514821892103,18.640176075208966
PAWR,20.48905588918534,19.724370843335777,18.913596234643585,20.184777331068382,19.959545251805,18.16381960294692,20.603546426119944,19.979825709897966,19.044492064629218
PXN,19.47386597965736,19.511227913639512,19.82325815908221,19.180245287562094,18.81060076108442,19.183135569380436,19.537660352542986,20.13324990354657,19.23567359064153
PCBP1,25.333482546264797,25.249344795465575,25.36746063447017,25.199457357720902,24.995907809262906,25.318598194119897,25.162375167182866,25.41718259817434,25.178787077845747
PCBP2,24.14091825030266,24.065793446587787,24.081446214704613,23.94014048562469,24.134399555959224,23.948591155574803,23.99758849063108,24.19966137307191,24.331446329494554
PCBP3,25.19043439905574,25.001992381383246,25.135578672269506,25.05891606475524,25.2381376448325,24.811581000030987,25.032133517458327,25.39381491119173,25.345979210265646
PCCA,22.36765278851452,23.93328864130714,24.134268568219888,23.26308484340027,24.68496430710342,24.436811499457132,24.26025744645792,24.279620564577538,24.42350365020631
PCK1,22.387342759018974,21.532828092773787,21.716620302541898,22.431587984439364,20.637328475865626,20.252654004463714,20.972386337870034,19.373462566954114,22.221202329617483
PCNA,24.138202913813736,24.46008195664704,24.02976416821094,24.595158379920804,24.631444226959395,24.31527605741219,24.3283180001999,24.470397551226046,24.419267545199986
PDCD10,21.81566351352009,21.353616031125288,22.06541798261347,22.37108490582723,21.7703622608863,21.418732791970967,21.664010472281028,22.002898330198676,21.264533412656498
PDCD6IP,22.255781960357766,22.28256994033664,22.45318388329989,21.92035508310977,22.244611799507666,22.065195397349466,22.284322697739107,22.31570573419565,22.2248308643516
PDCD5,23.85447885026436,23.833958299892974,23.778333490064153,23.7870957480538,24.051901408814153,23.89784861181908,23.942898929034854,23.887161839658585,23.998530947373702
PDCD6,21.725772890685374,21.63890720312403,21.366324893804215,21.360724098161533,20.614900309248945,21.30397014101481,21.777178217211393,21.558020515201957,21.634308981926047
PDE12,17.477347322803123,18.08063297960682,18.117732883760496,18.699504292925823,17.06004793216833,18.119870773317118,18.80245943289503,19.16779194979889,17.651782137448876
P4HB,24.411818615387876,24.473096332008865,24.50597659317624,24.49370471342501,23.93673395410388,24.478157158902178,23.842723533463833,23.979225786199958,24.712416820659044
PDIA3,23.575519500750683,23.770324512768138,23.68567564292703,24.240127906319678,23.586435013560322,23.47481083680283,23.71067464342392,23.49770884319961,23.63428106044084
PDIA4,23.801339266435942,23.828549080724805,24.170673889217966,24.31564592326819,24.276503496964455,24.21614423184743,24.143908240147283,24.130461092052315,24.39247857656083
PDIA6,23.636522645378548,23.865602294578252,23.373770986896634,23.58743115478127,23.477220166481885,23.39425945744241,23.495540583627868,23.42704641799969,23.49535798080833
PDLIM1,22.178577942298123,22.646329317220612,23.091388476976384,23.029929589946438,21.878221578077888,22.47880951631943,22.481806612369564,22.515229688073937,22.861032202332495
PDLIM4,21.93018727303952,20.63337443662471,20.690039068672014,21.299719903361105,20.87809931196776,21.13345595922835,21.402007780786995,21.59142683755867,21.814536724780773
PDLIM7,21.865937341098554,22.141371585990726,22.12655607588576,21.449289959710782,21.61763855878767,22.47408763416548,22.608467493942573,22.24975664151387,22.120800609860908
PDS5B,18.50551344268174,18.79964229911354,18.34996402255013,18.455143648025825,17.425703085681807,17.732894958700932,17.984434991952362,18.08073170776357,17.545933656505802
PDXDC1,17.70085449896194,19.21031400934931,18.267234352835736,18.595779389415334,17.890775823505418,19.204651763918612,19.04895554488497,18.823017210182964,17.965927066833537
PDXDC2P,17.448624829979327,18.944314124550395,18.267234352835736,18.74314408025476,18.413015249665374,19.204651763918612,19.058630835726884,18.59133502885884,17.784546608538854
PDXK,21.62497673727044,21.8342783433923,21.990416771591207,22.0497659678306,21.69219181770631,21.613004425555964,21.630968257268933,21.841621883472676,20.779054194796547
PEBP1,21.974562272529084,21.763579996309467,21.76647669700433,22.927520109046487,22.73152719581075,21.457606514628992,21.08954634244218,20.618826422801998,21.709600474083977
PPL,19.63278843470534,19.705698057208636,20.250964091253053,20.226036569426032,20.03488602499998,19.929095831616035,20.133908037074672,20.193458473738538,19.760207448851006
PRPH,25.90039063012682,26.01606044295498,25.551365687653586,25.607733713160894,25.83569563850634,26.03453006374213,26.253972741092696,26.33321101478257,25.791412397214906
PES1,18.96297509093248,18.913082607525258,18.82992131578642,18.47428240723015,19.18694574955049,18.33977467938527,18.898528304854445,18.99733111499991,18.955885269437182
PFDN1,23.04682531097759,23.22224852911809,22.752659679579008,22.330138904383784,22.57991128439969,22.96717705617726,23.015705772836466,22.77527028591851,23.46142207697887
PFDN2,21.95214713858146,22.330274192023353,21.783969824351097,22.03834826609358,22.586365867386647,22.071273884339426,22.204243516767157,22.07249092229049,22.57054817181149
VBP1,20.143288640588764,20.597185235441977,19.80658485888717,19.801147673890426,19.025592329891104,20.27549919503251,19.90556817993435,20.41524995378022,19.665742595600666
PFDN4,21.794431041749696,21.540384076736373,21.889382750540783,21.766325098680696,21.47298483003959,22.002777155919464,21.982709287442052,21.813325922642456,21.83541543628074
PFDN5,19.514271623471817,20.525521841348738,21.234298418307173,20.790634106162393,20.018645456812855,20.802256353183985,20.081424019090996,20.888693814077104,21.272223671821116
PFDN6,24.458313527193685,24.100369386100613,23.874943136914826,23.199611739161313,24.31942293162823,24.051308492773963,23.808096391447954,23.98933758962168,24.85493015605134
PGAM1,23.165173174044288,23.694268664856672,23.334304190843838,23.618000699397037,23.45221462460525,22.908643143524063,22.93181224109108,23.11663416887332,23.116820612665123
PGAM2,23.278981889956754,23.508323060840127,22.870275250563083,23.683687401539206,23.685280426922883,22.582005883938397,23.076369617393247,23.198607743628394,23.062451901463923
PGAM4,23.689345659363035,23.927676568847396,23.984469831893144,23.89749249882515,23.898391583597913,23.190626183341905,23.59766129340105,23.62147107988084,23.304638243756543
PGAM5,22.447312990190664,22.521686488456652,22.364894837207327,22.21503994029984,22.33691056481593,22.279427917540346,22.382680460552013,21.965056854521038,22.71641081032884
PTGES2,20.845709584510352,20.820556300020208,20.94823445015453,20.16984663260034,20.700836053718206,20.329417574713325,20.41395843557455,20.370079884109614,19.948759240221925
PGK1,24.27581501092812,24.41079629964914,24.165655672211308,24.306243416420347,24.412058006961566,24.215035868059513,24.066378777472323,24.100055194726323,24.20508655856904
PGK2,24.27581501092812,24.227356292854395,24.19008351627921,24.19681120279815,24.651804181483215,24.15218064574423,24.056774920738402,23.9809800572367,24.466567342902202
PGM1,20.752337994151702,21.28670660489382,21.39265806768763,21.549924262188068,20.916183204074773,20.443476728019128,20.512438742893863,21.552527876490625,20.86694616557926
PGM2,19.149560815991265,19.092835592230575,19.9683133993972,20.338338012149713,18.68705853845985,19.84330057594575,19.277200930997886,19.256934426431553,18.715799169506404
PGRMC1,24.709984934033933,24.609902142005787,24.56339564784863,24.00929113075544,24.121077835510917,24.292753434814273,24.729952562088656,24.674089392903827,24.158289864068326
RABGGTA,22.26109980707474,22.33884464561966,22.376694261199624,22.233693570815298,22.263114181482955,22.071592920964502,21.670110750432553,20.321603042016537,22.479025501438542
PHB2,24.601793913442734,24.47681562352259,24.28087154091544,24.210477622449897,24.184370598739502,24.634152037368747,24.645686974788884,24.349543408685605,24.23220007977579
PHB,22.372983824206035,22.136070890674787,22.08356587044613,22.086266239308085,21.999816884375157,22.338354909058832,22.21565601936775,22.1541398305885,22.116422340158806
PHLDA1,21.494358201154853,21.437681406694118,22.086031274206427,22.12510605038389,20.817834537628467,20.76494614194885,21.466524380094697,21.801546961633676,21.27812431166274
PIK3R4,22.70355538975135,22.31246398237216,21.59902509496706,22.639084993379,22.871933941058643,21.855618207746257,21.655057213106247,21.35671417293328,21.873324370252195
PIGS,18.709798481820012,19.13756885538649,18.87484636141188,18.460380095876864,18.509641723273507,18.820214421380598,19.5088198727118,19.568154769087887,17.331447759651596
PCMT1,21.848477287163863,22.130862863639337,21.55904845338737,21.95157818101584,21.241772416987054,20.54887464338888,20.686867285035266,21.59204429772339,21.769790348353002
PIN1,20.28829496057305,21.249882145666007,21.17385229899525,21.03348165900922,20.614776295389603,20.773842334974482,20.422186352310387,20.504252573666317,21.674385655682745
PIN4,20.620275202587578,20.443426861202475,21.966272232274235,21.446179013416902,20.531042496789535,21.120302630875766,20.826869568631025,21.753517507330223,21.2950261094076
PNN,22.44636011386649,22.102296198291054,21.17330291593433,21.675620704326874,22.13443255051955,21.982047607909053,22.210902793446422,22.065045858185194,21.876900384588673
PITPNB,22.32510785747917,22.08726358258796,22.199419089049005,22.702642994418,22.036755303940556,22.268708755301866,21.9307888003084,21.845536857687584,21.869194787399195
PKP2,21.39041121506964,21.52437163725966,20.99330783546119,21.147377525602224,21.143460207162313,21.178181228340634,21.4471883940546,21.47653472511912,21.165753929498155
JUP,22.608285995363808,22.704369158445655,22.365137254762445,22.763135561191376,23.25360864838429,22.561335708070466,22.89572114966782,22.5943101332045,22.43441900209272
PLCG1,21.819064837179685,21.68656150139852,19.513607970185017,20.345943188647052,21.51212794871565,20.598853342617616,21.174598444561354,21.30344003915338,21.51498855767983
PLEC,24.78663678416713,24.65815080377642,24.67557642266982,24.834646011858663,24.74935211058432,24.695261924911623,24.851353112483316,24.749602016448918,24.713668558431205
PLIN3,21.271434936313035,21.94230976101238,22.1947306043092,21.814803366236077,21.572361141952697,21.383710083084196,21.69489744072222,21.515010144291384,22.005175997383883
PLOD2,18.72136537573658,19.278069025083838,19.067628385563665,19.767844793887313,19.070848196742794,19.592339949837406,19.377477139232166,19.361897921731256,18.679767190650452
PNPLA6,22.848927951153843,22.931293534967974,23.105089712193138,23.14561506764688,23.146161066874193,22.686506384926357,23.40518312504583,23.212198806875374,23.20178894169333
PLS1,23.31043359150945,23.53328852700649,23.58854186512833,23.307240979039804,23.214382590102364,23.297759592820462,23.662110263816572,23.625652628474754,23.24504001153681
LCP1,23.007404320409123,22.64858023735441,22.826924955016544,23.131437211969597,22.33994530365859,22.448808942280003,23.206587587596,22.93586533997768,22.941569880944776
PLS3,21.548982162481177,22.03734752061616,21.86614283609136,21.726137315698402,21.713036661023605,21.868309093912163,22.702709041308243,22.318474715904628,21.144462137944647
NAPRT,20.95156261955489,20.281825408166384,20.221510788596124,21.331728873516028,21.125012869657986,20.599618269520256,20.18029616874705,20.43615784894863,21.039928720140633
PNP,22.83375920099143,23.027748613510106,23.253201240219703,22.92885068561803,22.781763866281352,22.977266569601458,22.786095790995358,22.73397550767751,22.25492180065845
PNPT1,20.730543554526815,20.185393281209265,19.679317217642524,19.976421796424074,19.861624170936928,19.515772635756456,20.202147920005693,20.30998956011211,20.01844005127347
NUP210,18.484187509977016,18.69145683132645,19.258629519381476,18.811136674285308,18.488879244604103,19.015890157811675,18.795776776769163,18.380969879752094,18.985246788595525
POTEE,30.591966745178343,30.350561132086263,30.244374802419877,30.044634146416335,30.293775229645416,30.4553837965083,30.16996831591402,30.408650849871194,30.255571945249237
POTEF,30.591966745178343,30.161026089891614,30.178212868881225,29.895566208294145,30.331337252575928,30.5849185291902,30.065223392200657,30.106173126735847,30.346319912286866
POTEI,30.655368132972793,30.161026089891614,30.170710716708726,29.895566208294145,30.35738774769704,30.613006716424707,29.993487812069084,30.090240874426023,30.419065403761913
POTEJ,30.366933877908835,30.350561132086263,29.91796536540268,29.787689261342408,30.400948715165697,30.071712789242234,30.15055617698406,30.0743086221162,29.889072575918505
PPP1R14B,18.923198961008517,19.758456247429894,19.118892539252542,19.900602077367942,18.189433367298562,19.552139019898952,19.545887907817466,19.463908756365008,18.651665980717997
PPP1CB,23.225890938669522,23.17661798664104,22.96904287939162,23.06432944695284,22.8140116914304,22.81351767075227,23.199655745009004,22.993495851186243,22.858140907283435
PPP1CC,23.237306324811193,23.33378690075491,22.937819615188445,23.210158369105272,23.099703859885356,22.785748185219834,23.199655745009004,22.756464340150924,22.80092130309747
PPP1R7,20.70318619586392,20.891281728548897,20.439474258434686,20.640291253707694,20.862586806284433,20.59084907520647,20.729018778836547,20.731450197572485,20.542878360136577
PPP2CA,22.284273264852413,22.96872116317884,22.870731242426842,22.82944041214983,22.473306751003214,22.502598918619363,22.831130437291037,22.60474380263471,22.434577398039906
PPP2CB,22.294685272032062,22.97275990730401,22.81014228761472,22.82609581092697,22.473306751003214,22.53246172768015,22.969106958623527,22.63731672452041,22.43974005813362
PPP6R1,23.097613398730886,23.292682668532002,21.569871351490853,22.65028547895859,23.053329663916447,22.389722760950544,23.13261150839744,23.462283760995305,22.14069699348414
ACP6,18.007992835716387,18.845781841917162,17.518216530971632,18.675183385623882,17.959022345561507,18.359669036561716,19.032845752796675,18.921701360774712,18.36351450016212
ACP1,23.30694033152853,23.342630284801555,24.012486425094966,24.211665722437257,24.21713961230094,23.924525739174634,23.811270449671845,23.80665366874109,24.45609546404377
PREP,21.40264125571139,21.781921103073532,21.7599198621524,21.969564329945392,21.677642945786587,21.073054082451744,21.03727445535234,21.053695146949327,21.00341783644928
PPIA,28.617212577878234,28.6114207798604,28.76658418970456,28.591514464497493,28.797095790116455,28.376190311652998,28.349854659236637,28.398450282549504,28.659470163797806
PPIB,25.93644806166931,25.69427436241583,25.70462469738092,25.49691101495397,25.471671060963423,25.596469801090436,25.79281053111118,25.537555459441755,25.75470475839361
PPID,20.69579184462212,20.967562443753014,21.024554805927842,21.329963710517106,19.53500218869118,21.7153340180787,20.620569649650225,20.77946135542306,19.074413213564014
PPIF,22.483579023786202,22.389711734880215,21.352191115849884,21.45836632357659,22.03413235299778,22.474647656018128,22.166404779022457,22.15438951946313,21.731526172436347
PPIG,20.27968336638988,20.648863200771217,20.363851085918277,19.95472554904846,20.189019487758554,20.10063765873483,20.760831515019103,21.03766983883904,19.321562829895242
PPM1G,22.58592742414467,22.35610747851333,21.890421057352285,22.15542385746641,22.57125994715121,21.958209657762232,22.404188252421797,22.45796243977778,21.796564668099897
PPME1,19.53338246393455,19.914105692873036,19.894844776930963,19.548481415770482,19.787059461464786,19.7528518249895,19.66898429399509,19.8442286788065,19.87861117551185
PPP5C,22.081441988873483,19.903154853602167,20.991693609556144,21.50631150242985,21.44563519870318,21.481374717345304,21.225225151495366,21.837648780662313,20.35584453353435
PPP6C,20.642414093771087,20.548529796412605,21.140701320769004,21.34423496648275,20.95695943342086,20.77891624324916,21.022315571599997,21.20517002593594,20.400644256736925
PRPF38B,16.866555408315055,17.860288956017364,16.952493680010036,17.812768906399818,15.965278714913335,17.791716446233853,18.090378927958366,17.923026293473256,16.700175798670273
PRPF40A,19.728843411925915,19.795424765131532,20.511482516293075,20.44912598449673,20.216209046918316,19.214382560558082,20.650179289885735,20.04175494882453,20.170308500421957
ARL6IP5,21.14523875862767,21.31665473409191,21.801158557651817,21.619425188863772,21.238898316966964,21.298993993748375,21.723331837777373,21.706856934897953,21.925596090522937
PRC1,21.546802440993584,21.637203863015035,21.219536342061147,20.98759226754943,20.87970556238959,21.2256767825857,21.120539737169356,21.63189861027856,20.95058769170625
PRDX1,26.158328946532226,25.817530021622435,25.714341069803346,25.99707027188354,25.49765714867535,25.596042466291586,25.689414268550514,25.616644966067785,25.656539551865727
PRDX2,24.624597034810467,24.24128665109111,24.61606782301562,24.60277940232273,24.524009241053342,24.073473802329232,24.27188166719653,24.199876229828924,23.74409224575603
PRDX3,25.101788224191004,24.8024237051993,24.762004068293503,24.581069187268866,24.99754459909699,24.984487997805473,25.139003732749003,25.110894313034727,24.78147968233727
PRDX4,27.4595954322357,26.75680491826767,27.21244395434739,27.114398177638584,26.874158895683557,26.93573063054499,26.899229450734094,26.816503707802184,27.191743620608847
PRDX5,22.397947444691468,22.875200924763956,23.036253879023768,23.21792549064066,22.357941285338917,21.85444096679007,21.73901104698889,21.96451993370279,21.998166451573795
PRDX6,24.150098673110257,24.229509329844788,24.09514440676644,24.38531915441641,24.114975889435588,23.854882270491235,23.73613639386257,23.88666992327076,23.81181021674659
PITRM1,19.46395265012807,19.867357283137633,19.180210564811397,19.893063022584386,19.35080491837212,18.69697461705918,19.83691226371837,19.976906000118046,19.89559205791892
PRKDC,18.483652447969124,19.542639932621896,18.36190314562087,18.70963355028051,17.476025093703527,19.207243340221307,19.223043426608132,19.68661016703242,17.89483079065774
PRKRA,16.51401905326648,18.6107508560469,19.664294072087426,18.7431190199638,17.89880677217679,17.978406259597982,18.769650093279132,18.97897950247618,18.06145938320331
PFN1,26.960256980054577,26.647702546067404,26.350460052859454,26.807711900551503,26.631036339976134,26.060139370469756,26.04013380343648,26.31325221745861,26.215518188528417
PFN2,24.14123032927786,23.808843155215563,23.741221610741007,24.365005999555212,24.581151521969872,24.10059857699814,23.3349637300201,23.508370728993462,23.160257509314235
PRPF19,22.98143687693774,22.932933797275094,22.942616826689736,22.553346211792043,22.672453658322908,22.8974654490517,23.125080504746887,22.835111972752706,22.760901477484452
PRPF31,20.127653060223686,20.001851904835085,19.469387704145,20.364845254832375,20.31851017898079,20.594994787837635,20.401749042785383,20.398726408712097,19.969939432732705
PRPF4,20.324352236008913,20.287277478209425,20.29522079605937,19.210393625999924,20.343137739689567,20.92659880879487,19.493005953346316,19.673726169438492,20.073196931835092
PRPF8,20.144800496283295,21.06078975810543,20.379947720018667,20.727423266401537,20.542622158993225,20.847802129033425,21.0734383922318,21.16830541200798,20.4996589649332
PRPS1,24.072756382895896,24.37088338929836,24.24837913239243,24.49985814554646,24.51910324785274,24.400507612064573,24.32381743137377,24.47196143463942,24.060680939898347
PRPS2,22.79613459257613,24.222288281538958,24.571359510804925,25.144741404840698,22.432761706414887,24.74756866957791,24.22741895948441,23.80404627725349,22.843804290391226
PRPS1L1,23.304402173085595,21.995282444873954,21.78365283513323,22.623716945124862,22.94894975354433,22.77387006633145,22.171593528561388,22.32430294199668,22.534529153915393
PRRC1,20.200661341094857,20.86100611493866,21.10829697535231,20.80071606196289,20.21756158520356,20.74060800364711,20.983536814083358,20.88009909910548,20.844917733531382
PSMC6,22.422199343468307,22.72918559112766,22.34088290009394,22.377008578353543,22.548766526268228,21.76744686737419,22.39604621813693,22.31634920838636,22.46016541180951
PSMC1,19.322650411469553,19.559989356936335,20.540823846741578,20.0332639099528,19.428169906041262,19.389147885026023,20.045581595966155,19.8747477402381,20.327164638941166
PSMC3,20.33526029642202,20.669321716799068,22.28632000317751,22.08393650733135,21.407024957598026,20.660046981641894,21.203415465083012,21.698508810061078,21.7206397509886
PSMC4,22.98221568003705,23.028535082822266,22.64079030613098,22.77526137715592,22.332637643151013,23.021589804244663,23.008610994942863,22.904623341517805,22.375423828038418
PSMC2,21.504950340971824,21.473463508787894,21.569830736783928,21.475800783327067,21.352200753235103,21.183540511323663,21.21820597218221,21.27160397058425,21.443586436392593
PSMC5,21.27147076083547,21.477478899382803,21.65490658695453,21.537701012994383,21.34986405482202,21.422991566433055,21.667705377574567,21.824280783852192,21.773291597076415
PSMA1,25.102400485647316,25.449626963936844,25.433758070598426,25.005295769376126,25.05095588591668,25.287744484971835,25.466713146383285,25.30715276610249,25.139287433685112
PSMA2,23.012032312711067,23.063725211731157,23.19991059786317,22.734213858519794,22.514731533658747,22.904983716031843,22.287230590089653,22.868002081323787,22.33834954237992
PSMA3,23.895864673552985,23.72367025718006,23.35155860913289,23.141455636550965,23.24591991229458,23.338698841944353,23.32448516390844,23.3859061149275,23.758377278293146
PSMA4,24.114763361756093,24.237145082462085,24.68725784618422,24.37931451086405,24.21744675018244,24.427556790708024,24.27513119859013,24.464648010963998,24.116066384532346
PSMA5,20.795891892458854,21.094168628914204,21.771318695335406,21.916464219384686,20.868099252124463,21.598812767070434,20.89067335865948,20.22853428070716,20.688177392433374
PSMA6,24.37985543898219,24.31480691953129,24.379648797402805,24.538076807101525,24.289668396126977,24.51846825061375,24.33736601598516,24.176172415635435,24.643780980214494
PSMA7,22.49719903054026,22.45440160331223,22.536575720833756,22.539949625312442,21.82971898590082,22.283649842377073,22.353591241292673,22.300744050725854,22.446409393002455
NPEPPSL1,22.73275486686537,22.417848296743955,22.634637036918676,22.505041043689438,22.151993627062126,22.18665613759098,22.370961422789257,22.20203580932143,22.535024461238685
NPEPPS,23.768973938693822,23.61333934267882,23.722511735416568,23.792948832193602,23.492517376288582,23.54940799480606,23.615992934337342,23.536066347891474,23.465086757900934
PSMB10,17.772799901786062,19.71165722063965,19.453759893870135,19.97646984069867,23.215826210513136,20.459436837928727,20.233387376835466,20.355578994499616,17.68485422445481
PSMB1,24.38617708984409,24.706806564878356,24.3800375308278,24.47342929314412,23.965629561355154,24.4653836396056,24.288192649755427,24.402003782219904,24.502098483368663
PSMB2,23.997628524801772,24.235231804251942,23.645226375874195,23.588981302203347,24.016590978991402,24.351604215350584,23.882704421142257,23.90668454641736,23.642657112300242
PSMB3,20.52320678407346,20.758910648721617,21.088542973289,20.925022332696017,20.459381927057187,20.763977928826865,20.770190375419727,20.840429992333274,20.502699129625917
PSMB4,21.16772657976636,21.130907362938625,21.84195228343273,21.713683830635706,21.5370205022966,21.30624337394663,21.53428302170503,21.73071740893387,21.475357554349056
PSMB5,21.548033415236674,22.39598486961535,22.53293518557635,22.360515486757688,22.562135167625616,22.246833324933316,22.112247750318797,22.47093185348161,22.497215443928635
PSMB6,22.91092115346701,23.34729301965661,23.26882726346294,23.0231227394615,23.143246528968398,23.04807107860216,23.34075648372211,23.30379559501769,23.026120702001496
PSMB7,21.707823374875957,22.238986334691766,22.417485418453282,22.388800953223825,21.37440897573243,22.587135834321003,22.238448098954308,22.729560294886216,21.842017622989772
PSMB8,21.33596919195072,21.829697998723912,21.670610115982644,21.95142800558354,22.000900016237534,21.893732878365807,21.68375936625079,21.757719191431878,22.26882358745403
PSMB9,22.067486928892084,22.130580638631436,22.087273491070437,22.167959356639024,21.68624417528023,21.836205070475664,22.031673153821792,21.820224464065028,21.357678975643225
PSMD10,21.815018287106856,21.2378075656923,22.486786227524867,22.54560879383077,22.125116503436026,22.039208710112906,20.949299641698005,21.341420709394598,22.714815644753475
PSMD11,23.80486558989837,23.663943062746096,23.68088458932239,23.786003219610205,23.621938949118686,24.129923005231632,23.765888268647636,23.540597666923176,23.67227544551864
PSMD12,22.22345243508702,22.702318547919212,22.579269065659233,22.599317238294063,21.828054939141357,22.516741566783804,22.751689036881842,22.556740641300685,22.322101835135626
PSMD13,22.148636923561366,22.75193770409065,22.739962318097856,22.94276337788886,21.986082057861367,22.13832571083517,22.71756425675897,22.535797534603446,22.05117793500265
PSMD14,23.551419857321225,23.692486336301698,23.58485934934302,23.553838657610022,23.137262713102306,23.52979784528825,23.196818428789218,23.130374161585365,23.157904423597593
PSIP1,19.982688600939163,20.53557085014686,20.783912100593753,20.38807377292779,20.36242079034746,20.08593791815143,20.825533462668503,21.197177768572615,19.675508494985948
PSMD1,22.52075523549929,22.057359921007667,22.88575276074002,22.000617827144694,22.19446775170615,22.866181717013916,22.47683327566651,22.473313477128094,22.85176652649869
PSMD2,23.764873265141414,23.70101004708833,23.417979397514166,24.072066980982257,23.55134616909405,23.743028881224994,23.673459367983654,24.043583229286448,22.980994156094035
PSMD3,21.539189169599705,21.936798496351877,21.89705733461407,21.649398541777476,21.651374073712194,22.571059903524116,22.285018854210044,21.749631999991358,21.55803563960371
