Gene names  (primary ),log2fc,sem,stat
AAAS,-0.7200106232073331,1.038663868217432,-0.6932085010745819
AAGAB,,,
AAMP,-0.3805675650068103,0.21860745324002478,-1.740871865832305
AAR2,0.605840527181968,,
AARS1,-0.06478216224411781,0.06606607162424784,-0.9805662823811853
AARS2,-0.4716291249063609,0.4534146693430059,-1.0401717385759652
AARSD1,-0.019583618298764094,0.13790813072181798,-0.1420048128871189
AASDH,,,
AASDHPPT,0.14232967495512838,0.23672670907187815,0.6012404578813806
ABCA1,-0.6052760485780908,0.3334369496769803,-1.815263872718536
ABCB10,-0.1685211551003789,0.6086465933327823,-0.27687849886352467
ABCB7,0.13388911252139124,0.30805093950394913,0.4346330276966249
ABCC1,-0.042828039075555324,0.5838077553123165,-0.07335983238633724
ABCC10,0.1357867498592178,0.62794986896582,0.2162382008023141
ABCC9,-0.9468841094713554,,
ABCD3,-0.2231714331056942,0.3719988520830061,-0.5999250585211396
ABCD4,-0.9954248698318686,0.6550133006698494,-1.5197017660769594
ABCE1,-0.06790189628375032,0.2974002828764601,-0.22831819669773726
ABCF1,-0.2331437036063022,0.1192091329885669,-1.9557537057891574
ABCF3,0.9199349890561734,0.9708454364671667,0.9475607079163367
ABCG4,-0.4145616958773317,0.06456839901545398,-6.420504491339631
ABHD10,,,
ABHD11,-0.3789658034351753,0.2519784600421202,-1.5039611059287692
ABHD14B,0.11356939116067721,0.4990595646574207,0.22756680605577992
ABHD2,,,
ABI1,0.2521755184476291,0.34158892949896724,0.7382426556314715
ABRACL,1.031721792255098,0.7332686988671043,1.4070173646428683
ACAA1,-0.23788622701048823,0.29179031047377973,-0.8152643130069416
ACAA2,0.017496217922332136,0.17476970125787664,0.10011013234219626
ACACA,-0.3369775048339143,0.07656600031355734,-4.401137625759545
ACACB,-0.15930297183841802,0.15571858820584336,-1.0230183414444811
ACAD8,-0.3559890015701441,0.4213132358321536,-0.8449509089526115
ACAD9,0.25495174298146495,0.30704669824611347,0.8303353999172732
ACADM,0.013729485642851813,0.3616323429939206,0.037965314521335884
ACADS,0.33017883409146975,0.44763030315556374,0.7376150179375225
ACADVL,-0.19883503612729214,0.21552027786395467,-0.9225815691125132
ACAP2,-0.48444093722048365,0.36068315471952267,-1.343120494765547
ACAT1,0.0032324219458850223,0.1112996153347295,0.02904252576402562
ACAT2,-0.010416623456062979,0.15955802530437743,-0.06528423397188535
ACBD7,-0.07208077453122286,0.23045903357685651,-0.312770445195781
ACIN1,-0.6963191635297363,0.2655668351568323,-2.6220110019329796
ACLY,-0.20730150136977699,0.14297922452448708,-1.4498714904854857
ACO1,0.291946945408295,0.3873345943712418,0.7537332054788728
ACO2,0.06876919307308071,0.1421004159000082,0.4839478662854269
ACOT1,-0.2322504048559395,0.18390069338022919,-1.2629120673065841
ACOT13,0.08114070386729821,0.12767164332578662,0.6355420965346792
ACOT2,-0.8209024746991211,0.38219027399432864,-2.1478894952499568
ACOT7,0.4583204293755756,0.18733980028970856,2.4464658800042143
ACOT9,-0.11649576334035672,0.15532055256269894,-0.7500344379301017
ACOX1,0.6220786133357521,0.6341064854673426,0.9810317787197432
ACP1,0.31128502825472637,0.26495674734938673,1.174852240483797
ACP2,,,
ACP6,0.2569379224121917,0.4099033813440513,0.6268255742846179
ACSF2,-0.8817231340178608,0.5202032761583462,-1.6949588255754673
ACSL1,-0.5832732046624933,0.172244135580821,-3.386316768902752
ACSL3,-0.45183050800384805,0.21992477863589197,-2.0544774936520445
ACSL4,-0.326268769447136,0.24234643887105203,-1.3462907520615042
ACSM6,-2.752051569044447,,
ACSS2,0.7933382609178921,0.45564356169209075,1.7411378709527439
ACTA1,0.3737882411951503,0.4581292894885095,0.8159012090505631
ACTA2,0.3737882411951503,0.4581292894885095,0.8159012090505631
ACTB,0.4666807047175574,0.8119407988534522,0.5747718372774971
ACTBL2,0.21619645142073907,0.2606861033281967,0.8293363116044342
ACTC1,0.3737882411951503,0.4581292894885095,0.8159012090505631
ACTG1,0.4666807047175574,0.8119407988534522,0.5747718372774971
ACTG2,0.3737882411951503,0.4581292894885095,0.8159012090505631
ACTL6A,-0.11521979971197993,0.18720822795861347,-0.6154633317583232
ACTL6B,-0.08117458648566611,0.229116715025116,-0.3542936030519104
ACTN1,-0.15571563373689656,0.561765990134235,-0.2771894996699391
ACTN2,0.4859300957636776,0.3691538361957707,1.3163349479753959
ACTN3,0.044335411657943524,0.1100668086623211,0.40280455295076395
ACTN4,0.1442142887627078,0.1256013982162473,1.1481901540173525
ACTR10,-0.15232088930255472,,
ACTR1A,-0.22993190930919383,0.12660897450574005,-1.8160790750166722
ACTR1B,-0.39217490486800344,0.15272481090502765,-2.5678532685293582
ACTR2,-0.058486969838252634,0.27093708850347276,-0.21586919000756508
ACTR3,-0.13527326766364567,0.06351893846800825,-2.1296525245266333
ACTR3B,-0.06072600838217568,0.11384414500354935,-0.5334135398907199
ACTR5,-0.30742323356625434,0.23877508396682814,-1.2875013106851767
ACY1,-0.4987344410571133,0.3244684842453972,-1.5370813045741534
ADA,-0.28934439706444337,0.5672303171214833,-0.5101003742761421
ADAM10,-0.2175567630454438,0.248125662064777,-0.8768007357040212
ADAM9,-1.0625128900538812,0.2615779571082367,-4.061935882518688
ADAP1,,,
ADAR,-0.08349163059481768,0.3004449242732117,-0.2778932970719585
ADAT3,,,
ADCY7,0.026472252938443575,,
ADD1,-2.0362989864434837,,
ADH5,0.1957912194793181,0.23885936007564876,0.8196924726638696
ADK,-0.16129448777351385,0.22684219916327641,-0.711042691212041
ADPGK,0.01714261587401822,0.18363450026891928,0.09335182576756608
ADRM1,-0.24826842612307587,0.2547482098062901,-0.9745639677384134
ADSL,0.1448898223621562,0.16373521160605486,0.8849032589933039
ADSS2,-9.374237183834566e-06,0.1848476745332882,-5.0713308714881404e-05
AFDN,-0.3869993640729845,0.2639744698141577,-1.4660484566762777
AFG3L2,0.1308500373305499,0.5204653744644184,0.25140968784945644
AFTPH,,,
AGK,-0.5379970716963243,0.3643542084191679,-1.4765770760012482
AGL,-0.3994285396545081,,
AGPAT2,-0.08123804553442326,0.25634673999892693,-0.31690687985641375
AGPS,-0.12426050163556113,0.12430947057367882,-0.9996060723459629
AGR2,-0.39343989662346956,0.25156170556354673,-1.563989621322086
AGR3,-1.3416082096977888,,
AGRN,-1.1843008621895486,,
AHCY,0.7236832532062856,0.21322239361992487,3.394030246636627
AHCYL1,-0.7444686003609142,0.5735780433331341,-1.2979377593234107
AHCYL2,-0.5474486830418357,0.18702978530762457,-2.9270668420080685
AHNAK,-0.2006778630142847,0.2517109105495851,-0.7972553218933778
AHR,-1.9969397875676886,,
AHSA1,0.14593991496164094,0.23051157205030254,0.6331131824036744
AICDA,,,
AIFM1,-0.16191869976163176,0.1200368867207151,-1.3489078581183245
AIMP1,-0.427315372161889,0.07355311239804303,-5.809616455785196
AIMP2,-0.11344559606322235,0.6823639453940422,-0.16625379583575645
AIP,-0.20386353076938946,0.1064949232956522,-1.9143028086270517
AIRE,,,
AK1,0.6625951545482316,,
AK2,0.16395916271549282,0.1728081820480849,0.948792822031252
AK3,0.028213378952685275,0.24570202886863615,0.1148276189765184
AK4,0.4937182512852658,0.261953918664439,1.884752302246393
AK6,,,
AKAP1,-3.509351082497542,,
AKAP12,-0.8007140002805109,,
AKAP13,0.4201308643710604,,
AKAP8,-0.059932581304444454,,
AKR1A1,0.024968868265229816,0.35259713143429205,0.07081415598493848
AKR1B1,0.22048267170696434,0.26988414353895374,0.8169530407226053
AKR1B10,-1.4917299859711406,1.4357215915569417,-1.0390106234687615
AKR1B15,-0.8322430900313336,,
AKR1C1,0.2805007459002624,0.16343570608555388,1.716275791982863
AKR1C2,0.3401261210543396,0.2079147983292467,1.6358918354417833
AKR1C3,0.26635728470876785,0.19966112084850615,1.334046826827481
AKR1C4,0.19002375812523198,0.141652070866658,1.3414823868272843
AKR7A2,-0.05065248222827634,0.030194608903670674,-1.6775339726993006
AKR7L,,,
ALB,0.799900696121405,0.28131419635857796,2.843442337697772
ALCAM,-0.2843668391942451,0.13037837808555247,-2.18108894565054
ALDH16A1,-0.010236812135545392,0.4261503540535768,-0.024021597162062643
ALDH18A1,-0.17445579527519328,0.19133878114499153,-0.9117639102289213
ALDH1A1,-1.413068037390552,,
ALDH1A2,0.39311521589002396,0.1315936974657337,2.9873407576558826
ALDH1A3,-0.021272801644418138,0.11675169747075245,-0.18220550197779525
ALDH1B1,0.24344454388614878,0.23939719241180316,1.0169064283234512
ALDH2,-0.3802721443579422,0.1605804780248918,-2.368109430456395
ALDH3A1,2.247153021277036,,
ALDH3A2,0.2683082787303164,0.7067020423314039,0.37966252063623546
ALDH3B1,0.2683082787303164,0.7067020423314039,0.37966252063623546
