OMICS_ICL103_Mock_24hr_Protein_1_072,OMICS_ICL103_Mock_24hr_Protein_2_046,OMICS_ICL103_Mock_24hr_Protein_4_001,OMICS_ICL103_Mock_24hr_Protein_5_107,OMICS_ICL103_Mock_24hr_Protein_5_107.1,OMICS_ICL103_VN1203_24hr_Protein_1_117,OMICS_ICL103_VN1203_24hr_Protein_1_117.1,OMICS_ICL103_VN1203_24hr_Protein_2_095,OMICS_ICL103_VN1203_24hr_Protein_3_113
RPL4,23.56521658189836,23.7905480941747,23.79281992182453,23.536942295812782,23.718882335118245,23.501050944526472,24.428762849746207,23.883962270828857,23.93394476612169
RPL5,25.39786079815852,25.515885996000947,25.889127384564492,25.729073959323486,25.536190159507353,25.611426498737327,25.6030226866929,25.79943803380193,25.54799455015831
RPL6,24.000996647663015,24.11164604062313,24.53516817982118,24.107714173593862,23.75157253984176,24.177263397342706,24.321336202989215,24.1649623147826,24.077989087643058
RPL7A,21.827936030370893,20.837671139992207,20.97114146229354,21.577663397989774,21.20589029562005,21.246769211485987,21.821722170784163,21.87227152101903,21.078015785536493
RPL7L1,19.657192095581916,18.35368027953411,19.387109979891076,19.48567502055313,19.713685515369892,20.05515196626147,19.95033937476422,19.39338167135552,18.506227184380254
RPL7,21.964633209998468,21.762534391885872,22.177060788695783,21.98694726578581,21.867790291076854,22.02584324088244,22.134907662591495,22.008804979379995,21.913854535960176
RPL8,24.943618658788633,25.196483517718292,25.305902206471266,24.93524258115227,24.630917859401784,25.133305693292225,24.95149265929313,25.09665014244723,25.1463461815337
RPL9; RPL9P7; RPL9P8; RPL9P9,23.461113854307865,23.373417970001174,23.70010755736449,23.140608160605296,23.52312363531056,23.584805413704107,23.68770720152101,23.661539003664572,23.524092659321347
RPLP0P6,23.07901409920627,22.949932082734158,23.22737869668505,23.356344103662725,23.26545630507357,23.45026340156101,23.654049525773182,23.535571603460163,23.193693828286747
RPLP0,23.189018038026255,22.949932082734158,23.33864766956659,23.34228662897361,23.347260910651215,23.474702903433236,23.670439244167266,23.535571603460163,22.94121178174238
RPLP1,24.985463737790397,24.75224618807142,24.568437279539815,24.310517291059114,24.381564075556895,24.88617095960892,25.149492004028616,25.589391924196526,24.965246054906885
RPLP2,25.448382696717935,25.163477169492918,25.160765257776283,25.47158884239822,25.378484719854278,25.814854383107676,25.77105562678557,25.853591402695052,26.182744700717674
MRPL4,20.622414732438223,21.203886790634854,21.205408253781645,20.954725558421973,20.83490131453719,21.191429834239152,21.66410891646134,20.307811178609708,21.405658901976853
MRPL10,20.23145217883176,19.028905061959758,19.396653020150254,18.928252008431453,19.998815191833884,18.97687482145349,19.87879468837564,19.847044364983006,19.639116942324645
MRPL12,22.592055914147238,22.278584406620794,22.580069478159515,21.908726923454694,22.87225590581245,22.621356758551027,22.823898538184302,23.11046822770956,21.39761088663412
MRPL21,20.34040521254291,19.77180533190691,19.828992937810717,20.088868853687842,19.69668436026365,20.420749599692254,19.753537426570535,19.977706087393653,19.555565417462546
MRPL23,20.679620210231487,20.029567267762463,20.32192548111203,19.943202625903574,20.80745288154342,19.97072192525689,20.55900427805404,20.63362559846906,19.60698971361704
MRPL24,19.266745332054093,19.030583847966575,18.520498243828747,19.28706308161482,18.861918640237068,19.19226824906362,18.43066750536644,19.049604178965325,18.565991471688953
MRPL44,19.800646987786177,19.457993733385738,20.172619280458388,20.216659922340614,19.875576202233987,19.870584941634768,20.23026184384939,20.312619351973673,19.99210294226323
RBMXL1,23.679359771489427,24.04627216593444,23.95669975879644,23.638809081944903,23.76630686254257,24.146105533858837,24.12133493315416,24.06572466908787,23.77591700976457
RBMXL2,23.804809040923267,24.11142320192789,23.302453616084627,23.292337628522574,23.44321885853218,23.766203782530887,24.152355542507532,23.978774811841053,24.428810783081843
RNF114,24.368808618218047,24.399491472100692,23.302453616084627,23.975353432736675,23.83588740280442,24.269394570829476,24.595263546528837,23.935135095268375,23.6381628160271
RO60,20.365220605981662,19.84483432138419,20.550262081126103,20.300900698581238,20.53786671181119,20.47185015673461,19.90533760557482,20.596233343615097,20.49481785905145
HNRNPA0,24.619654666650025,24.342605073617044,24.403645310716282,24.01994552047528,24.164345250543718,23.94801988952032,24.559172193754826,24.395316697103322,23.64838886866174
HNRNPA1,22.641258808890854,22.981491495032433,22.660536915296642,21.859899473519384,21.4120090464516,23.031147894617597,21.914454365056105,22.430794728020587,22.57157231554644
HNRNPA2B1,26.603146191389754,26.670048559639646,26.89206557839713,26.612372840084845,26.37128188402923,26.54078095423714,26.600583138022827,26.675172601500748,26.302782933676948
HNRNPA3,24.323801595213883,24.486487514558643,24.98969613011676,24.203463150294212,24.38041054589662,24.21921916727329,24.51778442142119,24.202777569331655,24.159148127665098
HNRNPAB,24.49934494497112,24.57507693492979,24.5042875087383,24.175822619596516,24.452799307477342,24.797257907070218,24.67962018426787,24.78422162872657,24.419082216413607
ROCK1,17.640806722532247,17.55809545487314,18.222720312993413,18.337756772982665,17.534864801554626,18.03186752119143,17.98973168500548,18.176512211907898,16.97527884527912
POLR1C,19.534515773690266,18.597141407895364,19.101852262479376,19.094524089351747,19.305787883912554,19.441192011112566,19.250242220106102,19.661710484748603,19.27011823239947
RAP1GAP2,16.729019033387164,16.67784706152946,17.85508325883946,17.65146071372242,18.66552964796497,18.173335189058186,18.40891844109653,18.686853870037524,15.888471407968062
RPN1,22.559403177467633,21.796886797922063,22.39144554876644,22.14137818880529,22.177049282188097,21.54172669457813,22.291620463754672,22.04293815039052,21.566733615735924
RPN2,22.702494055095784,23.06509496774651,22.70858225446391,22.64511220511846,22.81297355764145,22.78769196606384,22.316158940381257,22.097347233943196,23.11291407294177
RPRD1A,21.090319469498127,21.366824040941662,21.09446258950285,21.064747353904732,21.298280994294757,20.828451822972063,21.24770177955937,21.286771673474792,19.595109807098616
RPRD1B,21.63005183370924,20.869819211774278,21.762909164542148,21.427947658034817,21.443932705357316,21.514340423032024,21.262201460379842,21.479731131048347,20.81023551094769
MRRF,23.890929548575812,23.93862956480961,23.355245560150763,23.68068243822587,23.60393349556269,23.403619264630255,23.392416123543324,23.630474156215644,22.92813827173421
RRP12,18.04866346542932,18.552450531503556,18.91339452103356,18.584695791652653,18.55257766150379,18.567155847466623,18.92592544644244,19.17639647923708,18.19132864508873
PDCD11,23.86225270340799,25.408850816028604,23.404056710096015,22.09244074698836,23.46016219359546,22.581441430949408,24.16832093567633,24.025182504463043,24.71431433948415
RRS1,20.23697210478383,19.14580031236186,19.864838328113695,19.44215794306365,20.043275493690967,19.318097758960178,20.693985881413866,20.626816300235426,19.26476641892541
RPS10P5,22.77379832984876,23.22893376755158,23.03187806896413,22.81855298799019,22.37511992600315,21.868839881732786,22.260856566757855,21.77410554185625,22.64864081155848
RPS10,24.645905226763325,24.22792964996565,25.054222055878533,24.643824392960894,24.329200337651784,24.982925011687623,24.517965809596724,24.621537581267347,23.848246896643428
RPS11,24.503239964632414,24.160867892991995,24.742741161616006,24.197373843512338,24.31546197042117,24.31107517652008,24.363455457827815,24.433960507002837,24.358852997527485
RPS12,25.5721358359498,25.825276575790667,25.63529668526274,25.831955908283547,25.61598316718626,26.113734305351677,25.98215733340421,25.647241728845483,26.17776505903271
RPS13,25.13027846011271,25.113761310791286,25.425483085121684,25.28358989428084,25.104666451572715,25.451798788476566,25.17821387389757,24.976405983495745,25.242729513794423
RPS14,24.30235317150581,24.44389619618927,24.722446427881582,24.654779615703415,24.804513278773733,24.914814113314158,24.864334930399334,25.00464855379326,24.53085322699892
RPS15A,25.479316376159304,25.462922050910002,26.05341911025598,25.60206398844616,25.6786229362678,26.14112393749461,25.922447413115343,25.98006673303766,25.940008559446962
RPS15,24.328382059624012,24.087695603394586,24.75112997911179,24.42058118831379,24.65190199742976,24.647946701454803,24.785063174093267,24.796466039874534,24.333710909499843
RPS16,24.46943780076824,24.705602139613596,24.977229152199854,24.692171555114975,24.428368362709087,24.842792611276707,24.636635431450248,24.626747590611135,25.164248893298687
RPS17,23.318009896908286,22.4500695271306,23.20753106787273,22.721889812472476,22.923895823101663,22.797620775096444,23.166643822573892,23.4593766350645,22.71722016714574
RPS18,21.467927366149624,21.455081051573693,21.744190908329465,21.462076639146076,21.47261410066817,21.66318865646513,21.905492447485777,21.33787302071611,21.624971179162664
RPS19,24.98839428724486,25.09284833768081,25.027088292558982,25.16227345078562,24.87074007992925,25.263158782952555,25.207068900263373,25.092094610124516,25.133339174565293
RPS20,25.379603418164514,26.544093676424133,25.492456211307733,25.544266472220894,25.06680645508765,25.91060772343248,25.1984305883868,24.778428740909213,26.27150594401279
RPS21,23.023371585849805,23.604180074176167,23.284250796058515,23.363942818150356,23.436515303842484,23.133464472508372,23.31241849251342,23.656086504703886,23.531223716410963
RPS23,25.609300642460312,25.466852555290785,25.995725280865273,25.724393665692823,25.778912191773266,25.98575749536609,25.909947290625173,26.072241021567734,25.876890967969494
RPS24,24.768599516269425,24.49940675870672,25.034298670839313,24.875623468815913,24.579688692976738,25.05040538813702,24.988535199783414,25.094616132990314,24.494933609920604
RPS25,26.523513962648515,27.06921971729114,26.719217929835775,26.905633557518307,26.652048506195197,26.92372872881004,26.641261895649443,26.7920607300154,26.900061430226998
RPS26P11,24.901615561533482,25.5199386460159,25.533402199415846,25.08763860034032,24.67523117275484,25.06816098225514,24.556886237001123,24.908553480182515,25.073142730617512
RPS26,25.022592537945645,25.341641839362392,25.52099026186509,25.046109636127927,24.74083259944015,25.076248249617326,24.864000945429716,24.909995745831296,25.16444344543917
RPS27A,22.902605004131154,22.270303158006904,22.782009189100375,23.064618973143535,23.547677794973822,22.690914829104948,22.723921601380454,22.672360687563177,20.594111426621186
RPS27L,24.235872529203707,24.61735058220472,24.460132357390613,24.71920523356753,24.248323998958412,24.71288707035379,24.575339730328412,24.57497538303447,24.626452801015986
RPS27,24.231564161711745,24.592302222799127,23.678574205693312,24.987540002891556,24.258206918289112,24.51708422284535,24.441829533724956,24.64976452366502,24.36369511475578
RPS28,23.835336692952374,24.063224614620964,23.929864964745274,24.372135894332896,23.80374204475307,24.371826405791793,23.567155421783852,23.775876859154952,24.581023357552784
RPS29,24.44445621048961,23.86945873806029,25.05702722356982,25.005593409977564,24.024042962468236,24.22570619983977,24.440634695236852,24.442949997157616,24.55517080082938
RPS2,25.384023106217704,25.052094860784784,25.413381361659575,25.329480487385776,25.29265184996454,25.573045129367436,25.39209598559472,25.523670413353535,25.06253928084533
FAU,23.957860027643523,25.501007020744286,25.179391797936855,25.028310805517297,24.800874743104238,24.445036200865353,24.136108217225466,24.151995568472167,25.522433073372014
RPS3A,25.924478214079677,26.035279127088593,26.150076557244365,25.950230354503322,25.565208329258397,26.196398626683752,26.064684330587877,25.92403200709786,25.97548451135721
RPS3,25.18690926942536,25.240844271299792,25.800190268677284,25.34855941424469,25.062724939560184,25.517708942850085,25.25940762353894,25.307928070541017,25.400231975754618
RPS4X,23.400172677694215,23.2615945434009,23.710248970920144,23.344095502414778,23.4354109461597,23.59813365122706,23.64090218042998,23.537490328080317,23.34254148391789
RPS4Y1,25.530550553474892,25.11963508414211,25.491015803502236,24.85214620769059,25.24972268900666,25.082869544688105,25.04595729226527,25.144405046244884,25.315099212768747
RPS4Y2,25.22883830035053,25.142113264919836,25.318147469905792,24.85214620769059,25.215701941646145,25.506427802733697,25.166208022554905,25.323242836598702,25.315099212768747
RPS5,25.22531954696744,24.990111437960447,25.624414587110202,25.26225422977578,25.129148650629844,25.162148256314094,25.214442470292372,25.40075269546993,24.872609740465126
RPS6,22.133915921184766,22.487615747763222,22.72353952766482,22.291045916498298,22.089614126276246,22.255151081465243,22.5778267364297,22.058786899164545,22.287783422017135
RPS7,23.476623496459965,23.69104291298293,23.75264395112474,23.736456668028946,23.541994066362747,23.681314589401033,23.83563918539449,23.866596720448243,23.276861158363005
RPS8,24.841208354339678,24.89510934055261,25.23939560588164,24.45608241725286,24.97063595881647,25.28728740867357,25.040191364974344,25.01140841494026,24.938190105141082
RPS9,23.769573183187475,24.259465740848732,23.82614477973822,23.9907570808845,23.902249103715874,24.114432792349447,24.153211241188238,23.887304317044837,23.684210243076976
SNRPB,24.426017299227105,24.693317913017808,24.466697046423704,24.150533144251934,24.1192287841071,24.312236687032996,24.28410793867822,24.154888331248088,24.333055363587157
SNRPN,24.727584666248113,24.693317913017808,24.466697046423704,24.150533144251934,24.081964220163197,24.312236687032996,24.249830017749343,24.154888331248088,24.333055363587157
RPSA,25.455984715736896,25.4849995148844,25.497125597263018,25.4620278047121,25.310801984266586,25.452749189325708,25.521071694650367,25.57382601681339,25.424597072134205
RSU1,19.887646940870443,19.4949078074789,19.965728440017966,19.771016343298594,20.36256657144513,20.292687191525623,20.497299387547525,20.496311608778985,19.447068479719775
MRPS30,18.904093101836466,18.673079473864984,18.970493803231847,18.807959528469787,18.978188827236742,18.870072226871702,19.906720748243295,19.528365213159162,19.373109446683745
RTN4,24.84871375219585,24.2392913273781,24.746746053762745,24.55895112671677,24.58303279571932,24.641606691803258,24.769952362703734,24.54755662718822,24.483527451452286
SNRNP70,23.13413037935178,22.70184700473889,22.73488459349889,22.664730125591916,22.79292271553362,22.02727527366916,22.639969344796523,22.748123596930455,22.488551174096834
SNRPC,21.77026291286636,22.29792878593471,21.737380077347964,21.439675618147707,21.264245329832022,21.437174753269694,21.61692209931102,21.321267307062783,22.09934197767658
SNRPA1,21.44078188839761,21.304258552702812,21.581556513929353,21.01508634385743,21.56572226838103,21.45953438469225,22.08465069828512,21.316193221779052,21.28572280909712
SNRPB2,22.130110578201805,22.688080463863287,23.272899607436457,22.508515054205706,22.903416471769983,22.6484093593053,23.114865981245877,23.148103916896186,20.423668839885636
RUVBL1,23.45996353868894,23.17838071463368,23.24803697020039,23.261107768146765,23.353181952083432,23.321704453791636,23.374305257037044,23.192789319115395,23.368494092401363
RUVBL2,22.751956744278672,23.287548690226867,23.36559597195059,22.98910839966935,24.118808445235892,23.65953595072949,23.440460612878187,23.308173880204055,23.466140988183966
SNRPE,23.96202707472515,23.215549914531763,24.189371087879522,23.58900557935124,24.06543958739135,23.957607671662547,24.184149930403038,24.39196235901845,23.085181725763004
SNRPGP15,22.910315696319437,23.929009841152016,24.54009785756905,23.71139720759789,24.355993816388718,24.94985007070479,24.646764430648826,24.788736776988245,23.45813704727071
SNRPG,23.414045866506576,23.131044737447233,23.675582536937654,23.374533850703717,23.453967480981518,23.747658955075266,23.689267367695656,24.02720358782463,23.25796356714226
RXRB,23.347248734087234,23.018952327621445,23.49693991018525,23.110772416409045,23.73588580597,23.557692928767764,23.77777397915688,24.02720358782463,22.75300389965147
S100A6,24.73630298060715,22.71853578591772,25.66693824327635,25.48119711181111,24.62982969241694,24.69882086343778,23.988051631089633,25.174804753165493,25.301115941419006
S100A10,25.896866349553648,25.44043093460062,25.735422832875873,25.282757517742503,25.74734551931541,26.125901786118355,25.66139915923155,25.914985690017616,24.65260923552295
S100A11,25.757516889311734,25.391791266753373,26.396557401212426,25.640981015930475,25.841751855391287,26.4584719707653,26.190861143588734,26.35683568326626,24.641996359583825
S100A16,20.53825799833094,20.354924787881504,20.81911573755454,20.3903456549872,19.614754194430127,20.276063193091225,20.642295392390842,20.86188059057895,20.869705130715673
SLC12A2,21.082528929625624,23.13417377789693,22.787536670860266,22.564239910530723,22.127458139113482,22.29954625205678,22.170292866988596,22.273270821779818,19.79018934394187
SLC39A7,20.717991232373567,19.528997553800437,21.28794194716496,20.522216231314545,20.879722862450805,20.98415947991232,21.174220505534038,21.091830525411474,19.823971972322322
SEC61A1,21.87346833688355,21.002119377449187,22.134773232661246,21.274628227545556,22.05433300372682,22.022359988367178,22.180047743059234,22.239900264984115,20.725456782162247
SAE1,21.973473620469,21.31253274244704,21.849159421331667,21.81092694019626,22.11556966078555,21.787884961325855,21.945879384540497,22.06007002133029,21.719801467206963
UBA2,22.090067527256544,22.09329763662187,22.5064997907319,22.739456724909438,22.64282636725962,22.50876348856304,22.486027536721576,22.550811207390115,21.705399283738068
AHCYL1,20.000720771630274,19.960118120289977,19.946477615185945,21.94444191297301,20.848398852097763,20.29703393792105,20.609072601862223,19.972574353774135,22.000188968327592
AHCY,23.808664155242653,23.373063199295395,23.240033347638214,23.89885323609389,24.320091662649702,24.177574079141863,23.622864881231955,23.84227222883835,24.498048405122944
SAR1A,22.633642735367815,22.166206809157437,22.93070687548436,22.716678667649585,22.920113996330574,22.582336592661907,22.233800704678195,22.76652610706875,21.77911336701157
SAR1B,20.92452067444269,20.571809078684314,20.90921039430529,21.016220280726365,21.35078238234656,20.672221234077654,20.563953563404116,20.841857982231186,20.40549926986392
SARG,21.370702357917175,21.296590498719667,21.02168007835878,20.773231559458868,20.91761909497511,20.564192541437368,20.62486844864807,20.42882869522597,20.59256050248023
SARNP,22.737885917585587,23.172304763813905,22.951314222681138,22.46368426854319,22.5790294671624,22.32735878659166,22.537078394993635,22.57997988388029,22.560840196858358
SART3,19.43376434708322,19.604387663881745,19.613698845415577,19.45656660184384,20.017145967977783,20.08192245611877,19.78709579545601,20.05443298128127,19.88463268929731
SEC11A,21.60621082193827,21.103453794942723,22.118491484565943,21.32395791954153,21.074156387411335,21.468204479443365,22.257097741304825,21.819463245254536,21.259047864097983
SEC22B,21.296403165844385,21.775729988837714,22.323378688569267,22.13318095358864,24.205559482717277,21.628892184032534,21.445956824008686,22.119846124172568,21.86856133288141
SEC23A,22.76646907172817,22.810870608748036,22.492852995502627,22.734886440209532,22.79648430128349,22.748457672264728,22.43301523028999,22.533287671078703,22.27011984256747
SEC23B,22.96138174975009,23.146477555843855,23.483200789184746,22.64357280190924,22.5759893219615,22.722160109720345,22.44545024124405,22.595144124571217,22.002855078995555
SEC24A,18.906622941856774,18.8646448207202,19.189638551368155,19.032816321144814,18.751358584603288,19.324498187168953,19.07422173736793,18.693493458808213,18.06052642095282
SEC24C,19.939573217741483,19.676820372367768,19.35580534202631,19.159531775514417,19.041749845853282,19.32207411596579,19.37792210427002,19.26890065510431,19.23327393092261
SEC31A,19.134460645414286,18.237452407130768,19.03850161627591,18.567573644853887,19.550389099880423,18.942226731522148,19.517214105156242,18.72681002981188,18.01992448363447
SEC61B,20.675161150046293,20.588846456540537,21.336108173602945,20.270187541294653,20.466903024465772,20.341524307991296,20.97927915355006,20.574723769180572,20.005874136484735
SCAMP3,23.026907372938325,22.275383877421238,22.879834235825584,22.677347994837763,22.120076595888374,21.99526696889071,22.729963805411963,22.980542528826398,22.23074675395303
SLC25A24,22.89796518603093,21.73134062372234,22.36055835556047,21.891608646461336,23.020010120659315,22.41901269954027,22.517099471422114,23.310434859235876,21.88159249339182
SCCPDH,19.690415874973485,19.06495507281967,19.41344606195432,18.098226091304944,19.660457076342986,19.988580063268927,19.858572006841847,20.27794899052754,18.90672698075416
SCRIB,19.4596050187727,19.43531757122195,19.726395795231035,19.403505157303165,19.888549144734334,19.541541853074236,19.973063841408088,19.9991549960045,19.104677011322202
SCRN1,21.48117196275731,21.976536695214484,22.359412677973232,23.117040376880873,22.876606443733692,22.378762083805753,21.69802612236814,22.392990289240505,22.029020144667722
SCYL2,26.837904414281404,26.44405432953281,26.86295275447846,26.79794335634816,26.87965180856795,26.98522519708126,26.899086203334356,27.25270388131628,25.934488288320548
SEL1L,21.30493809701146,20.228271852230705,20.578359912809155,20.409096958984133,20.55614638926366,20.597252157174932,20.738829286678857,20.770153695681078,19.938493784518293
SEC13,22.12744062061867,22.372363243347664,21.746735106648888,22.229153468917165,22.19429499985838,22.646390672685122,22.001704092535544,21.804641394799056,22.1851773438277
SEC62,21.684425695955188,21.976705025904657,21.87029090605076,21.90235156487367,21.745332836690967,21.846646396475762,21.738818586524573,22.121165673428074,21.75969470067663
SEMA7A,18.243036802795746,18.804329855823717,19.133447873175648,19.005293204830867,18.925307557412815,19.064049085169827,20.150638161160266,19.112874340043163,19.000782305388864
SEPTIN10,22.105924207286833,21.741937846284593,21.794163886678998,21.31909866192206,21.688417576879893,21.90576222391023,21.72290932107852,21.459802182784728,22.412411580694016
SEPTIN11,22.133164630740573,21.814188804949715,21.24138994868349,21.342871125191596,21.574430452120296,21.90576222391023,21.72290932107852,21.67120077596644,22.67904772768197
SELENOF,19.071672260436568,18.642456552182562,18.86947278418851,19.346648901154044,19.8173148567045,19.33230881666706,19.728025482898584,19.589720422776402,18.508706117839147
SEPTIN2,22.184334381893784,21.551648196073312,21.68720257307022,21.701116248033998,22.02784241091194,22.261263316686584,22.251057924239817,22.044226913591174,22.06422889647437
SEPTIN6,21.832474673260005,21.794212564172586,21.3643100069024,21.31909866192206,21.597987040444973,21.950263994198764,21.72290932107852,21.866200695580787,22.412411580694016
SEPTIN7,22.849245542360737,22.518984716505216,22.3216143058327,22.33709425764623,22.69553042821084,22.605000279754453,22.77752965331114,23.067534909359544,22.35467327380126
SEPTIN8,22.133164630740573,21.814188804949715,21.3643100069024,21.342871125191596,21.66486098855522,21.654921983491395,21.89081903294293,21.27963449178533,22.412411580694016
SEPTIN9,23.32487861221537,23.579412927414854,23.53673059511949,23.593153161233626,23.847438850291503,23.651617660969407,23.4083138556656,23.2264457586604,22.959076367130436
PHGDH,24.03550046159871,23.83215305619827,23.714298407521742,23.983240787802277,24.0257475569719,23.599936302916074,23.87113771187086,23.984729537591377,23.94333894393516
SERPINH1,21.793982224602452,21.508233369655507,21.89198257686327,22.13616092270405,22.221310847640694,21.917338982880977,21.631477759989956,21.73110423459645,21.3136740433483
SET,24.082697116149955,24.265694888109387,24.582353312267074,23.898953795088666,24.263238630461593,24.697994630869978,24.80590624609777,24.420393481620955,23.951576074555987
SF1,20.6709336774711,20.331871073984047,21.125032464167816,20.655053676035354,21.040549147243482,21.00105497315124,21.123351528795247,21.323008341194083,19.88642897695408
SF3A1,21.670099265045035,21.593360709952776,21.136786817217494,21.10649159825181,21.76957557690315,21.333463216512126,21.458124721772613,21.842656115937817,21.473167338989988
SF3A2,21.0279992796315,21.244458999355267,21.237201569400924,20.778694227928078,20.505062889660927,20.928078333327818,21.17690918947366,20.810120721178066,20.20265420559046
SF3A3,24.47874072554231,23.786016623338092,24.34358577322123,24.383475211023896,24.67983123828121,24.592131158922058,24.05864271889292,24.597513647583263,24.256192973116754
SF3B1,21.275919716928826,21.746674423617,21.704915980561314,21.531139404294937,21.116735087086195,20.690373054518666,20.864029498729302,20.78870650508118,20.427291262681997
SF3B2,21.289427914926556,21.66880580540617,21.66091394388715,21.712879305836637,21.328045950313907,21.80536487417149,21.207270800609187,21.23692517200041,21.440987604594007
SF3B3,21.151978840345176,21.002887059308897,21.571719734621652,20.874169665491813,21.375011873205658,21.147314939446236,21.155002127257262,21.137638486489813,20.704122496923144
SF3B4,21.848845280271178,20.629000535665135,22.113139423141725,21.957178456208908,22.22480953857402,22.359089078717325,22.077523100182415,22.213627901367413,20.371156198672374
SF3B5,19.333297570272236,17.661211862422093,19.043365513027098,19.864318224922307,20.26927024080889,20.74175911001345,20.589232440197577,20.72303828157947,16.906544563359287
SFPQ,23.201864937497195,22.40504185548614,22.76535659626133,22.885245330710546,23.088178911247148,22.60363210522575,22.112918973280987,22.66419330651104,22.7075489961326
SFXN1,22.697598677779414,22.405625947014016,22.648538477369307,22.052876511453306,22.665808048763704,22.80480780319504,22.773099940030164,22.951745763479146,22.795762987613347
SFXN3,21.84255514488264,21.015769163607505,21.919829077332917,21.470517986542806,20.450555977045905,21.76861667546919,21.857672373421096,21.94724140489795,21.1676080940782
SGTA,19.82099944475475,19.93064119192829,19.730696662527535,20.20077497393789,19.692747934370743,19.086541933855536,19.52595913509396,20.08681693049592,19.586005278428324
SH3KBP1,20.401920173086996,21.616489655937908,20.849055014914136,20.855433868436624,20.801460114894844,20.698958456295916,20.548420673635245,20.744005682859147,20.537741092550483
SH3BGRL,22.26555951849823,21.348017739818758,20.798874664338108,21.79416349005134,22.034557109522424,21.390216354665995,21.746272528353003,22.0264736702149,21.88276599359147
SH3BGRL2,21.29745238507537,21.140036426749013,20.81318514945297,21.226330801857838,21.138172001661964,21.01688745899365,21.144766404512417,21.212367824501694,20.384958398072733
SH3BGRL3,22.709364460873612,21.479723448412813,21.83648736915037,22.89270797504844,23.328099318015443,22.539118389515462,22.78946989904494,22.536141159937163,20.954633120930342
NANS,20.298752296629072,20.485483280611163,19.600557775366816,20.51128004026385,20.718695867043365,20.134326626489305,19.198569009750408,20.405618683837766,19.295828217879606
SKP1,23.08576854137434,22.231650566071956,22.180738463714924,22.401744015749784,22.837325281920393,23.290853872606558,23.106484666242313,23.90921215588193,23.2016671450278
SLIRP,21.725782452388835,22.074615038145474,21.275210095786242,22.266954740522635,21.23523270048829,21.822130849770762,20.72603841760246,21.57725854901407,21.487420228327043
SMAD5,20.503633088890055,20.232608853436886,21.1767992699699,20.807497363533916,20.948500537038356,20.19362886335303,21.108067464124574,20.462845046206482,20.742999458074593
SMC1A,18.348492542747447,18.28331863748962,19.157808639937652,18.627493326789658,18.995985650281725,19.08372145839585,18.599318588663756,19.30747357701604,19.075297107962427
SMC4,19.997351986410976,19.148122454568178,19.640391197164057,19.54890587553178,19.896215296290677,20.02515420216114,20.023720259085028,20.149866175974317,19.673988179956506
SMARCA5,19.982359835335522,20.02935090470438,20.16587116144142,19.57910881922331,19.866967520568924,20.2634741787875,19.865943296174358,20.055827921111245,19.941253099701623
SNRPD1,24.786406788351805,24.345449129459247,24.824095611585843,24.441843677116793,24.38541788012569,24.82572783416147,24.765427781514983,24.916587154898725,24.85984780418797
SNRPD2,23.780924909951235,23.465400328201305,23.917891711088785,23.487836071875332,23.484918597810488,23.595977638162147,23.710143789776765,23.557891289485266,24.020264153112024
SNRPD3,25.26790523284612,25.012972568579148,25.272955481916703,24.707900100202313,24.669363093545364,24.961164604593414,24.870814731510272,25.07304555899669,24.956394647692598
SMARCAD1,21.23237389676996,20.73587481561328,21.412642416881503,21.609076771544363,21.009003283444383,21.4630253253804,20.86421608778078,21.36502030174987,20.358925032965466
SMU1,22.48812537421321,21.967455238835083,22.16131937940151,21.2879864871627,22.31848775324724,21.22035449891161,21.83574811297084,21.68327697856597,21.664328421766477
NAPA,20.544293059525188,20.44161257135165,21.130681772410526,20.570812590954013,20.836315925798623,20.676550056804118,20.825795863576026,20.92920306846859,20.705797096672686
SND1,22.742790500723945,23.004994080497088,23.49550897545939,22.855323378657882,21.992449068430275,22.706453587507397,22.943218912000386,22.86183475674547,22.67189295130723
SYNGR2,21.28201475871723,21.067627850897303,21.904653398609113,21.764510338980795,21.470662588667636,21.361496698603393,21.619203779818843,21.27128516257443,20.25108286862643
SNAP23,21.60899181371293,21.067627850897303,21.904653398609113,21.764510338980795,21.470662588667636,21.361496698603393,21.619203779818843,21.627947648583394,20.25108286862643
SNRPA,21.740104812467806,21.422086288655933,21.345084592283673,21.0165799410294,21.200223478173992,21.86823146821954,20.94987920430794,21.55812699680677,21.30613305246719
USP39,19.742100606390746,20.181336487377912,19.833715719591794,19.076355762501567,20.566341831352183,19.629796927143214,20.281604634693835,20.292126250170007,19.428313354703775
SNX12,19.811316180948392,19.141115848243626,19.88131299528181,20.09563727224602,19.785588936044565,19.4277142169296,19.693149653704936,19.164435127012265,19.74375744522221
SNX6,20.337867022953006,20.060991361774946,20.367663138040548,19.96604087444542,20.707592804081756,20.301713888524503,20.31310633300671,20.499199736482588,20.01819153971966
SOAT1,20.833051937975576,20.15548958148856,20.79318882840395,20.465649374314953,20.307704751263397,19.64315547689189,20.825477712524357,20.599505104433483,20.221391188070186
SOD2,21.099031467389764,20.56151797281767,20.62892864945396,20.93117481534768,21.502611367107345,21.031905088691182,21.1064973840134,21.14255452164224,21.07189628937376
SRI,23.632505059469143,23.868323014882336,23.347012901939582,23.384931605297226,23.344643555437678,23.941228279613505,23.295882816600837,23.753214249144158,23.563257413222722
