log2fc,sem,stat
AAAS,0.22780326892537062,0.6325832047239404,0.36011589815253486
AAGAB,-1.0798335614194308,0.7900442696978461,-1.3668013335916165
AARS1,0.04881007488080513,0.12424245567416041,0.3928614789200155
AARSD1,-0.04252259814454007,0.4619480088734785,-0.09205061463136743
AASDHPPT,0.05030994874552874,0.4059666528422051,0.12392630870862115
ABCB7,0.030562532885209492,0.11826955661189988,0.25841420024512374
ABCC1,0.03410711010856815,0.5091538548196165,0.06698782653948805
ABCC10,-0.1970389216002566,0.5660656894784384,-0.348084904742777
ABCC9,0.703016064120149,0.690479552186883,1.0181562392304893
ABCD3,0.1725351588213826,0.26829020964491956,0.6430915203716595
ABCD4,0.45439258856067255,0.8602429954819006,0.5282142266164292
ABCE1,0.2806204896863065,0.20306502587861916,1.3819242800286329
ABCF1,0.34649672499222817,0.3735622560651889,0.927547468638701
ABHD11,0.4821938340630574,0.2625768795941427,1.836391059290407
ABHD14B,0.13692503422229052,0.20213495222507466,0.6773941503685432
ABI1,-0.11210333501494674,0.21700838824170907,-0.5165852616263081
ABRACL,0.6542721718237523,0.19616631656964534,3.3352931495324514
ACAA1,0.8261443366985297,0.4002373204504282,2.064136187421964
ACAA2,0.1650604521061254,0.12590716068898314,1.3109695366243628
ACACA,0.07337667015237415,0.0771722900625848,0.950816285131198
ACACB,0.043879681185391206,0.1547911052075533,0.28347676132006855
ACAD8,0.2410873280790078,0.21789859901629996,1.1064198171415192
ACAD9,-0.10786540446217785,0.12517940546533102,-0.8616865055494424
ACADM,0.1486875055477732,0.29042103382956075,0.5119722341978624
ACADS,-0.14117204089112434,0.24141949156944686,-0.5847582561514704
ACADVL,0.4339430396742472,0.33682055835733893,1.288350811454535
ACAP2,0.04702321610471927,0.24454384938665397,0.19228950645317505
ACAT1,0.08400679962137403,0.12607383613121204,0.66633016174699
ACAT2,0.20688081669693403,0.09554305405343204,2.165315090108349
ACBD7,-0.3599107034822815,0.5255502966183597,-0.684826373038162
ACIN1,-0.005810448785680933,0.5851970686922866,-0.009929046293183388
ACLY,-0.11364506816612874,0.13793309100148438,-0.823914459836949
ACO1,-0.2551498379969921,0.21155362052933016,-1.206076442268298
ACO2,-0.11468642617537839,0.15708655499923696,-0.7300842912745491
