log2fc,sem,stat
AAAS,-0.07835853523146596,0.5552210746906662,-0.14113033312923567
AAGAB,0.6758712189899505,1.334246508285855,0.5065564832230753
AAMP,-0.0638775826514042,0.4001156820023413,-0.15964778568971563
AARS1,0.017280705159350873,0.13595254595608705,0.12710836003713072
AARS2,0.4302472371806694,0.39942063958297164,1.0771782790941482
AARSD1,-0.25226507769294315,0.35418487779426394,-0.7122412432285629
AASDHPPT,0.7813143668672708,0.557367527978544,1.4017938391584013
ABCA1,0.6992627029847327,0.42979260132759384,1.626977060155917
ABCB7,-0.3085834346487317,0.18407131002576818,-1.6764341743726008
ABCC1,-0.2472888352367022,0.4446141460212428,-0.5561875110129475
ABCC10,0.0899129350029888,0.41168071384948685,0.2184045353066055
ABCD3,0.13927026789689734,0.3054183733039638,0.455998329079863
ABCD4,0.08861537114573537,0.7872795630181117,0.11255896292546937
ABCE1,0.2522815189111043,0.14336592220434544,1.7597035266966503
ABCF1,0.03775873808410779,0.23044763668976262,0.1638495348726012
ABCF3,-0.06558823843147366,0.013516651495935597,-4.852402864067019
ABHD11,-0.37931433551468174,0.3112334723856987,-1.218745312344211
ABHD14B,-0.8153280223953985,0.43495981388288063,-1.8744904618129563
ABI1,-0.29445469972090876,0.401660493472769,-0.7330935068446597
ABRACL,0.500958544126334,1.0514560556977568,0.4764426828983289
ACAA1,-0.180729395157595,0.35267434093290106,-0.5124540523121871
ACAA2,0.07197068428463638,0.14605749522874933,0.4927558436622428
ACACA,0.1210912577778096,0.10482702250302171,1.1551530787237523
ACACB,0.23433895739641386,0.27186421787945636,0.8619705793732625
ACAD8,0.03158480129769714,0.2504241390727168,0.12612522664408848
ACAD9,-0.12344534090903991,0.2619451327295888,-0.47126411406344015
ACADM,0.19294060508972422,0.5116252651835068,0.37711312990088824
ACADS,-0.49005547327113774,0.30783313978563803,-1.5919516450125923
ACADVL,0.23488446061991297,0.5281185985546799,0.4447570323460095
ACAP2,-0.04003353664635512,0.3853677546520992,-0.10388398137383455
ACAT1,0.018927508205116794,0.14964504667340436,0.12648269104707147
ACAT2,-0.13559789278937018,0.18502162607606717,-0.7328759111306393
ACIN1,0.0062275795862518635,0.4076245878018368,0.015277732925373353
ACLY,0.03716667212194125,0.09040325804780053,0.4111209366181189
ACO1,-0.2672441991340335,0.2081686118862344,-1.283787198812107
ACO2,-0.08083591241965493,0.31552320112622395,-0.25619641323085085
ACOT1,-0.6125488364732625,0.34419961382061975,-1.7796325500600167
ACOT13,0.1290214186334211,0.2543707554732246,0.5072179716311849
ACOT2,-0.15555489631545427,0.7421515254404144,-0.20959991454998822
ACOT7,-0.14477901501050994,0.3309790087065317,-0.4374265775231709
ACOT9,0.21667538656052088,0.2842998202833776,0.7621369100569545
ACP1,0.022351620482083945,0.18624253077322792,0.12001351350460147
ACP2,0.1916968204411944,1.0600874098044994,0.18083114530767513
ACP6,0.35681908844886223,0.6149780696389628,0.5802143296887663
ACSF2,0.08756894844722041,0.4893502149432208,0.17894944310463012
ACSL1,-0.011405405947908065,0.40981548269374235,-0.027830588227022637
ACSL3,0.006295878691126688,0.2510013395838788,0.02508304816844514
ACSL4,-0.01306796769945251,0.17322382534938544,-0.07543978244964253
ACTA1,0.1707204525905155,0.2662056320204647,0.6413104459690442
ACTA2,0.1707204525905155,0.2662056320204647,0.6413104459690442
ACTB,0.2891888605164148,0.7166569299914491,0.4035248225672851
ACTBL2,-0.24789999272941898,0.2556662379875897,-0.9696235008607288
ACTC1,0.1707204525905155,0.2662056320204647,0.6413104459690442
ACTG1,0.2891888605164148,0.7166569299914491,0.4035248225672851
ACTG2,0.1707204525905155,0.2662056320204647,0.6413104459690442
ACTL6A,0.06352899252208388,0.09302847094440772,0.6828983845176576
ACTL6B,-0.35294266130402363,0.3850062240524006,-0.9167193651809301
ACTN1,1.7323118906035688,0.6304345723242921,2.7478059843971834
ACTN2,-0.29223668911879486,0.4350243462672836,-0.6717708827708726
ACTN3,0.09151512970925069,0.0677458438334426,1.350859691618077
ACTN4,-0.012906832812177527,0.15418449687126434,-0.08371031507113215
ACTR10,1.3016639815189102,1.2782613833465895,1.0183081476740312
ACTR1A,0.06426526449261516,0.14868729780082582,0.4322175830964508
ACTR1B,0.18485284811750446,0.2013684352252382,0.9179832375950062
ACTR2,0.11451927129576234,0.12971347641851333,0.8828633266004857
ACTR3,0.12906408717748974,0.09715003431102613,1.3285027441605493
ACTR3B,0.4749290309039047,0.2466259377906516,1.925705930035016
ACTR5,0.12691579250694573,0.49791977181170405,0.2548920522781346
ACY1,0.2949037124393108,0.3977536831292996,0.7414229583474281
ADA,-0.9133482543820719,0.4315742315208182,-2.1163178606923245
ADAM10,0.1969461764152456,0.2409637773301286,0.8173268970025424
ADAM9,0.008952796192222223,0.3669851102956878,0.024395529794134597
ADAP1,-0.3932111044753839,0.1662413256648147,-2.3653029889102224
ADAR,0.08913874589870119,0.17863732339282312,0.4989928431847653
ADH5,-0.13860600770320275,0.39190597951185635,-0.3536715818315538
ADK,-0.35257755171633676,0.4631969945007453,-0.7611827276564279
ADPGK,-0.0012260538962074463,0.4917970817376508,-0.0024930076686821108
ADRM1,-0.3198771775199667,0.3871072572263941,-0.8263269973595229
ADSL,-0.04068330694553879,0.41604898762300274,-0.09778489590366081
ADSS2,-0.3103209927238524,0.21569093063140243,-1.4387299077222895
AFDN,0.7502437551317378,0.47225488042264036,1.588641613317609
AFG3L2,0.4847890706510931,0.4161710164103821,1.1648794642946674
AGK,0.16935223663611154,0.9911396482386733,0.17086617101541915
AGPAT2,1.0578632712634466,0.5574914871191706,1.8975415691635762
AGPS,0.1819172974675638,0.1155408293005153,1.5744849553953517
AGR2,0.4060202538825095,0.41118618340992885,0.98743651966956
AGR3,0.2315542633614598,0.5254338507754895,0.44069155997412063
AGRN,-0.3262842226195275,0.2931934975595399,-1.112863093265797
AHCY,-0.03916864558392419,0.24331577794015352,-0.16097865052367544
AHCYL1,0.027002000248163682,0.4359707155522874,0.0619353531898526
AHCYL2,0.619187706771644,0.23528190306266092,2.6316843697355687
AHNAK,-0.05276085526509888,0.2013767295370585,-0.2620007554318213
AHSA1,0.13790111943374583,0.18216620783924184,0.7570071368858977
AIFM1,-0.0017071781365949334,0.23884345593710243,-0.0071476864622345175
AIMP1,0.019459549989811364,0.19751292056854264,0.09852292160835292
AIMP2,0.5401306577017415,0.3865842312218889,1.3971875055393066
AIP,-0.30180601242592786,0.15383059818036404,-1.9619374558503953
AK2,-0.28057824522630526,0.26319566915884673,-1.066044308871084
AK3,-0.1705412665575885,0.35392138982312593,-0.4818619938252881
AK4,-0.2610069464851179,0.35630610195696505,-0.7325357187305273
AKAP12,0.21761183452395727,0.3017014194098679,0.7212821038416359
AKAP8,0.04708266620914259,0.552211526578047,0.08526201273071063
AKR1A1,-0.5098409765159495,0.23635993792688975,-2.157053267942777
AKR1B1,-0.342805029419214,0.3076279199689538,-1.1143495345084748
AKR1B10,0.9380032225918953,1.30170584842319,0.7205953816126257
AKR1C1,-0.2749815418566577,0.1785525383731273,-1.540059549766912
AKR1C2,-0.25268643460019646,0.2996254115263627,-0.8433411348955752
AKR1C3,-0.14670633530922572,0.1561004076821389,-0.9398203213405953
AKR1C4,-0.09726450665421282,0.11092523761342105,-0.876847404133436
AKR7A2,-0.6201246791971435,0.5601614800706617,-1.1070462737261366
ALB,-1.1973493452398358,0.35540467446546986,-3.3689746682163206
ALCAM,0.027748890975548335,0.13592699553979418,0.20414554787554715
ALDH18A1,-0.09508525573772886,0.28490808083176683,-0.33374011526852765
ALDH1A2,0.06905996483086696,0.1692274811129754,0.4080895394570276
ALDH1A3,0.06904663908626318,0.261646250968135,0.26389309547061746
ALDH1B1,0.4624950202791318,0.2828633725453952,1.6350473944975275
ALDH2,-0.027987552271046212,0.24812402709447456,-0.11279662271638773
ALDH3A2,0.4741735323028351,0.44643896066001926,1.0621239947378536
ALDH3B1,0.4741735323028351,0.44643896066001926,1.0621239947378536
ALDH3B2,0.4741735323028351,0.44643896066001926,1.0621239947378536
ALDH4A1,0.4741735323028351,0.44643896066001926,1.0621239947378536
ALDH5A1,-0.2902349727284488,0.16957501765729488,-1.7115432257539458
ALDH7A1,0.03269553573710482,0.11238817699937684,0.290916149812503
ALDH9A1,0.11291080727845682,0.22858679701304926,0.4939515700550768
ALDOA,0.16555610358060946,0.24092178744959575,0.6871777987918429
ALDOB,-0.16922159973643147,0.25892200321355785,-0.6535620674804457
ALDOC,0.033457720357152,0.29968387324227214,0.11164337938900008
ALG12,0.2629719625538982,0.5030211902555861,0.5227850588566291
ALG5,0.2327518650262803,0.27796329277781756,0.8373474882250881
ALMS1,-0.13411417658973335,0.17838346102974212,-0.7518307796896726
ALYREF,-0.6403801339541069,0.5508781516567055,-1.1624714685602142
ANKHD1,-0.6615299370127339,0.5623258784509508,-1.1764173806744627
ANKLE2,-1.0986235071993953,0.3948582808301412,-2.7823235842735117
ANKRD17,-1.760398525497287,0.35395393633468764,-4.973524362313377
ANKRD36,-0.1829582762852553,0.443543490665312,-0.4124923037666931
ANLN,1.1742040245119547,0.5803541491178071,2.0232542944628813
ANP32A,-0.1465981651069157,0.23260349721975293,-0.6302491873904054
ANP32B,0.029540710002223136,0.25076999652211945,0.11780001759348217
ANP32C,-0.7709029534415883,0.733398233970343,-1.0511382734973451
ANP32E,-0.32520980050055215,0.30417223903766244,-1.0691633185508584
ANXA1,0.23647928554055042,0.0680124945421313,3.476997677155629
ANXA10,0.3389451532133627,0.3214865725903983,1.0543057847868755
ANXA11,0.47794159001761827,0.6561883218026092,0.7283604022465214
ANXA2,0.21317132640365344,0.22105181841427124,0.9643500240479858
ANXA2P2,0.13115456903864953,0.12360487458892236,1.0610792614355662
ANXA3,0.15161545063884319,0.22235918103977384,0.6818492941459585
ANXA4,0.015390625012265957,0.12375878971095172,0.12435985394016828
ANXA5,0.34381960963538916,0.0737712112267475,4.6606203682708305
ANXA6,-0.45658608930820677,0.385136510646585,-1.1855175416676775
ANXA7,0.0861215466621168,0.09241343162359734,0.9319159038795618
AP1B1,0.10504093980581075,0.11361444916391929,0.9245385651103325
AP1G1,0.6843727719908834,0.22240046721303458,3.077209236864289
AP1M2,0.20755913873260567,0.2854037571185891,0.727247394456556
AP2A1,0.3411778612188101,0.21618758504211397,1.578156586338423
AP2A2,0.3426106148625294,0.2358956695586052,1.452381959802837
AP2B1,0.052403627807080966,0.40449015163635466,0.12955476813238448
AP2M1,0.17811121734080615,0.20728233010536715,0.859268695263448
AP3B1,0.3124270857235416,0.6236410927329828,0.500972577599709
AP3D1,0.2135384506337843,0.5197038441958434,0.41088487802933243
AP3S1,0.10591219226337145,0.3755744839510905,0.2820005000051174
APEH,-0.7563062192192582,0.4700691897428658,-1.608925315085994
APEX1,0.21918117795920367,0.09707094363035842,2.257948359849424
API5,0.11605284012937034,0.1599018581715492,0.7257754316079563
APLP2,-0.03517839189855465,0.768305918428099,-0.0457869594061272
APMAP,-0.09490415542776631,0.41135363073407605,-0.2307118458111243
APOBEC3C,0.017970802202963654,0.4471561035058383,0.04018910188649369
APOL2,0.04260684584308905,0.40089373625474084,0.1062796496675999
APPL1,0.3168687137787778,1.0221766176780664,0.30999409328943905
APPL2,-1.4978425313541628,1.1215771101201424,-1.3354788697441544
APRT,-0.5730127534402243,0.2913481651140469,-1.9667628701760353
AQR,1.0285500685639555,0.8917636210960964,1.1533886830904028
ARCN1,0.13630954190020006,0.15779853992784426,0.8638200452458535
ARF1,0.04287580530138868,0.45718594029879733,0.0937819856694781
ARF3,0.131049490949259,0.4238337535180752,0.3092002226379314
ARF4,-0.005160239284506929,0.39442409442106013,-0.013082971749180746
ARF5,0.060219289856167535,0.40513368844123726,0.14864053909676794
ARF6,-0.46624297630902944,0.3649318667512321,-1.2776165054033481
ARFGAP1,-0.31045097331006843,1.186184140546141,-0.2617224111318257
ARFIP1,0.26826058338667025,0.3532882457399592,0.7593249609106036
ARFIP2,0.13527293246060523,0.6734563392931406,0.20086370053712407
ARHGAP1,-0.25340647179489295,0.19385551069767085,-1.3071925109732647
ARHGAP17,0.5827621323803243,1.0008012678843075,0.5822955576508038
ARHGAP18,0.1840806185417918,0.34518288058387575,0.5332843223001674
ARHGDIA,-0.12363611033614319,0.14565532792464955,-0.8488265557996111
ARHGDIB,-0.7716467254025083,0.23777652470866328,-3.245260339926205
ARHGEF1,-0.4399472172333496,0.26918010593510244,-1.6343972215369362
ARHGEF6,0.6212982232581901,0.6193904849643687,1.0030800251862622
ARL1,-0.20626536482771485,0.596666923728933,-0.3456959932329375
ARL6IP1,0.7100799200199681,0.992218383837799,0.715648824478994
ARL6IP4,-0.4771301322453354,0.5159524298623008,-0.9247560523606285
