ICL103_Mock_0hr_41,ICL103_Mock_0hr_42,ICL103_Mock_0hr_43,ICL103_Mock_0hr_44,ICL103_Mock_0hr_45,ICL103_VN1203_0hr_46,ICL103_VN1203_0hr_47,ICL103_VN1203_0hr_48,ICL103_VN1203_0hr_49,ICL103_VN1203_0hr_50
AKAP14,6.61287913373617,6.57676866060766,6.5580342118125,6.73168518029444,6.67999163037018,6.69036019762146,6.7782149630296,6.55669385844661,6.58009405661224,6.71668923262825
AKAP17A,13.1154874864939,13.0925556245911,13.3339107272269,13.3633466408561,13.4589190258732,13.5417498662653,13.5459250750823,13.4147416096776,13.7372465334225,13.6312543547739
AKAP3,6.65921505563034,6.69919463804671,6.63346627497071,6.52864437453911,6.69741464724161,6.67221021824825,6.76180717925324,6.61906097456603,6.48316445389869,6.64375114319071
AKAP4,6.723839744295635,6.76334323254505,6.758658670923905,6.96636543526917,6.89516142333083,7.0006917005767395,7.020899785510331,6.7875759868192755,6.94762312186388,6.900235323620595
AKAP5,7.07016512096068,7.0971123953293045,7.076230052997225,7.04562972258005,6.99971579195461,7.06720011597379,7.11430485053538,7.028329693563,7.128646977302755,6.9714667532094055
AKAP6,6.47270508130638,6.49541833268659,6.4931200514907,6.44477539343706,6.37343714386513,6.30696191065615,6.40139711691854,6.45359696624908,6.30422419457813,6.28827883584325
AKAP8,12.097502933005,12.1029163769917,12.384788426864,12.6074715907408,12.5136655712125,12.7408753636388,12.7611132749115,12.6836235056215,12.9893654197353,12.8348657592596
AKAP8L,7.46645000179024,7.18788021760494,7.50991080088616,7.34917092143195,7.23891354117155,6.85349491945545,6.62208494377861,6.76512048513054,6.47341543144706,6.71668923262825
AKAP9,9.96700629602189,9.84592471940337,9.953307755756574,10.075154661868146,9.967722873830429,10.298334576892849,10.405557931137071,10.128369159316058,10.032957050639055,10.32303058624105
AKIP1,10.38471118707,10.2453904690968,10.3608078080976,10.4298210385132,10.4785968924297,10.7569464689301,10.1701155930844,10.3732034209055,10.8942652282396,10.6961046200927
A1BG-AS1,6.43289876871241,6.54784148900799,6.47351690337475,6.4885344827323,6.52116454736656,6.5101148298102,6.5557603007811,6.39548149088226,6.50084502000337,6.49003996479315
TNIP2P1,6.90508796517512,6.73558268332673,7.02822388137972,6.8397102795758,6.89760575174858,6.52903497969053,6.50466360723133,6.47361836843529,6.51839709082042,6.53066875807326
A2M-AS1,7.94679885607588,7.99266027268343,8.2098936161702,7.89102577272501,8.16203847893199,8.24744221193823,8.6232965586666,8.22589534295138,8.72398580849896,8.59743149981801
AAR2,12.2168136228353,12.3289602230773,12.3920184637259,12.5130193560437,12.4986572257327,12.4126620859955,12.1131902545718,12.3627567972224,12.4184361745987,12.4054585702603
ABI3,7.30727474274359,7.30974910024578,7.77093521216094,8.0610507031428,7.98063186176063,8.24546776321938,8.23717558776977,8.27197419735352,8.38540508951653,8.82301657013826
ABO,6.59414390586017,6.67902398766587,6.5894937193342,6.63046609268074,6.55088980126824,6.61818926200575,6.73937854548842,6.49322014722949,6.72548534453733,6.63423747872103
ABRACL,13.9779103016894,13.9921045315348,14.3983812084543,14.4163607901045,14.4682675622463,14.7144503860273,14.7114988636985,14.490672194724,14.9661955558209,14.7406163944642
SDHAF3,11.4114837660021,11.4698366231387,11.3528840836009,11.419475608968,11.4563023512072,11.4774935377912,12.162491198756,11.5644584775665,11.579444919889,11.4948580044306
ACTR3BP2,7.48060937462184,7.70826566421775,7.84474116914018,7.06372667534137,7.26331538292379,7.27248483916773,7.42786607273291,8.03739352985186,8.31969943681992,8.36340752800797
ACTR3BP5,8.92651972755776,8.83408697308541,8.99862696636259,10.0399302042289,9.88462415913351,10.0025792422003,9.94554568844954,9.35519827827371,9.9023570806324,9.60991470398464
ACVR2B-AS1,6.74961025372412,6.81673534493656,6.9928664291334,7.30306912309043,7.30730320775695,7.31364162069627,7.39219088169065,6.82375111477475,7.18054922914204,6.90258336604464
ADAM10,12.79738891562695,12.61996698880965,12.57502660626465,12.489512108686249,12.615701411505999,12.6710595914663,12.667644164515401,12.684276555755101,12.7299565647903,12.644986194789901
ADAM11,7.130481541054911,7.151664925717835,7.274663171291349,7.080612300142255,7.07517272132481,7.155886152047745,7.0353389274244655,7.30618348658562,7.511087024685765,7.425478857163904
ADAM18,6.39208964138622,6.35206636875746,6.36046712318668,6.34147842842294,6.36052199191711,6.32246495103827,6.41456824846455,6.40437452782659,6.42848757848295,6.33392945151896
ADAM19,9.933053485574419,9.936196894555685,10.00891280497587,10.122232169910035,10.129636165682886,10.204162364884649,10.044954878698706,10.20263941276826,10.071212277568675,10.060459673828065
ADAM2,6.36803525883502,6.33577561700329,6.39585631663054,6.38819947030832,6.41435683194408,6.35305806904092,6.35620757172318,6.34057416654569,6.37300214023288,6.33392945151896
ADAM20,6.6060545890181,6.60623970167112,6.61915270318463,6.65629048999033,6.59442386752054,6.65172414518422,6.65655864897409,6.58354437534505,6.62043629182062,6.68093661311601
ADAM21,7.212419776064214,7.296812234520965,7.303511139196365,7.337933926490425,7.2804514946298795,7.30054814095094,7.47068622772902,7.21610411528579,7.239547197958525,7.27725368301552
ADAM23,7.507330839068469,7.458502127401065,7.290451207491575,7.274332187933025,7.308448657189535,7.162541565551435,7.3225768348530345,7.1817660197668705,7.08918502801868,7.082926720312665
ADAM30,6.4077754260095,6.36008303711701,6.45405984914207,6.36074140509594,6.32531875719065,6.36923517411432,6.37162908600687,6.34057416654569,6.38340415117471,6.33392945151896
ADAM32,7.011307657176655,7.03549452648848,6.957138216372665,6.94679168679388,6.960972025821819,6.980586472843266,7.024125689420555,6.960237136635345,7.14656513473888,7.00772617643819
ADAM33,8.56098240575122,8.70830024963509,8.73072961991194,7.85510314209681,9.37026002282604,9.64283127765712,9.62792752678373,8.93033708568593,9.36753428713661,9.28088776968898
ADAM5,6.33702420036523,6.31997197497675,6.37698245633175,6.40907441713174,6.30640049737929,6.43138714548607,6.35620757172318,6.40437452782659,6.42848757848295,6.39696614975456
ADAM6,6.54673276725062,6.38513075959559,6.39585631663054,6.32733222474951,6.41435683194408,6.30696191065615,6.35620757172318,6.36629281057067,6.42848757848295,6.406926766084
ADAM7,6.67884798287845,7.19749712208667,6.75619423180643,6.52864437453911,6.67243123535279,6.57030890056307,6.66736186766545,7.52919496487331,7.54759911178093,7.69952085315408
ADAM8,11.5202343066131,11.5805832610678,11.8840650178285,11.7490098322463,11.8142476719858,11.9416294420135,11.5667639520341,11.8506099563394,12.0418917697125,11.955306567944
ADAM9,11.6954044133968,11.6973796725689,11.7386748947219,11.9590709183719,11.8881171982365,12.0849116997309,12.2956734794221,12.172266880048,12.4830296964782,12.2442537664292
ADAMTS1,8.01622896192345,7.90156006799363,7.443880016349896,7.109226434654065,7.29117551171427,6.911771584016905,7.007190641014625,7.25439766098646,6.817881151211595,6.798468094105974
ADAMTS10,7.84841923416905,7.41452589242959,8.15360997118479,8.28640524889877,8.35383066722837,8.74410734279806,8.55570608171094,7.54990156858925,7.96591871604407,7.72655664850394
ADAMTS12,6.59414390586017,6.61805157496868,6.59815150153761,6.58673744536565,6.57494968700624,6.55225889734222,6.56185693946435,6.54809817619226,6.48316445389869,6.53066875807326
ADAMTS13,9.08332595361955,8.98064842792994,9.42701859811399,9.28114866254524,9.29316207699146,9.52277020433843,9.26652551580449,9.2711821415008,9.56881256113111,9.58365929548989
ADAMTS15,6.66366086398214,6.63355709226584,6.68327816840828,6.53436996150955,6.64030592841807,6.62946464379727,6.62794609135395,6.65235175434489,6.88003841333983,6.84736659658925
ADAMTS16,6.69715397647198,6.7604771293676,6.75619423180643,6.9279522174477,6.84881452001781,6.94374209911706,6.99936728221623,6.74142381272326,6.78560407718379,6.80688905338985
ADAMTS17,6.93638414213914,6.98488851912238,7.04487450108798,7.06372667534137,6.99180413900599,7.18225754980359,7.21263234963345,6.96778028433285,7.21416854063625,7.17179076696961
ADAMTS19,7.44661493225796,6.90535126124089,7.50991080088616,8.31465143782326,8.23798219103814,8.34997957554055,8.51316162525022,7.23567140577951,7.44090779886393,7.17179076696961
ADAMTS20,6.35250744013954,6.36008303711701,6.42513388437908,6.38221602767998,6.38674576514135,6.36074140509594,6.43624858605238,6.39548149088226,6.44643021831041,6.42607791241531
ADAMTS3,7.32946442132987,7.42688120654852,7.31811100617774,7.22785769335387,7.2418165534279,7.30901008159811,7.55972369619646,7.2510000803876,7.42810169759472,7.33286856751904
ADAMTS4,6.68900628411246,6.63355709226584,6.5817894331609,6.68448404413896,6.7615578882837,6.62946464379727,6.65158962186567,6.64406672119308,6.58009405661224,6.56954962619834
ADAMTS5,6.59998806838405,6.50193975899905,6.573247298679,6.73168518029444,6.67999163037018,6.71576721949731,6.69923802503428,6.51130146533059,6.45518750233141,6.46876707976821
ADAMTS6,7.650911942311847,7.694537219285093,7.823302762685203,7.823065116101277,7.835798518044584,7.934589303688882,7.903667658756277,7.805777421806574,8.14145810759477,7.991333946328304
ADAMTS7,7.459123378787885,7.628884557680467,7.713494064677258,7.726080540116637,7.668157613872189,7.895334265628099,7.7465897997354345,7.842298145079657,7.930634875363772,7.9594734704823455
ADAMTS8,6.8440347718962,6.84205098356985,6.9879585931415,6.87453456626916,6.78051325652625,6.92969137608047,6.91340992386085,6.80408731468649,6.98767442710282,6.85563207983161
ADAMTSL1,6.95049075448906,6.854039764588345,6.990021564575844,7.280152701438215,7.2033397676856605,7.240700519077389,7.3019821323573755,6.9563288182658045,7.12772397805825,7.04906893357739
ADAMTSL2,6.792554760288837,6.8166678040849,6.81198471436002,6.939260783927107,6.915477148321137,6.964325282148553,6.944356312593816,6.800610151066462,6.822332815445453,6.805206957071737
ADAMTSL3,6.79256072843231,6.7370912683540105,6.75890778086731,7.11694732160378,7.04838334345376,7.067200646232475,7.11488952902997,6.733046339809195,6.769333834265909,6.747472635082325
ADAMTSL4,6.87073969922874,6.87737739326235,6.68725524017052,6.6016717380284,6.56440631911125,6.48869279970752,6.44723688237814,6.58046230900997,6.4884450690119,6.46630853984694
ADAMTSL5,10.00285271119047,10.078569574199905,10.029655788084394,10.175484056370724,10.131621176689995,10.13364019174061,9.61719554928095,10.308295934085251,10.282065309398686,10.362518707525675
ADARB2-AS1,7.01151898185103,6.95275508471374,6.97878684891879,7.1511790301447,7.12847903614395,7.20267647655267,7.06803038927539,7.35048011956069,7.53521856685376,7.47320437001153
ADD3-AS1,7.22169397683581,7.2502366574773,7.34818651792344,7.3341428302421,7.21730346636269,7.45848499312032,7.45770022363036,7.3750284709051,7.62130690869091,7.47877530750658
ADNP2,8.73128135849735,8.63648603381437,7.92841988801643,7.97164643422361,8.00720298494953,8.04372470838013,8.24388392116274,7.8934650793903,8.11047114523204,7.94606006482882
ADPGK,10.255629034163317,9.953045851373574,8.813173959542436,8.75460918125063,8.63293918194853,8.41357409887279,8.791846194940486,8.768609255369526,8.34430368900767,8.312986446459744
ADPRM,8.89921862143559,9.07100946830126,8.6100427111937,8.46087142643351,8.45397597672723,8.39033406338917,9.14933461259472,8.7219608389695,8.25590552380233,8.34836089490608
ADPRH,8.80327847320866,8.84433721521487,9.39584509561056,9.2162400078605,9.35976528582857,9.64606504123815,9.34861852216257,9.3984485663763,10.042631765575,9.81008813648139
ARF1,8.58663205140795,8.05601753069662,8.09451278768206,7.38941870905144,7.78190690562379,6.80986566737163,6.77225311594556,7.27004568568217,6.58762836325863,6.69863048843923
ARF3,12.5510740204135,12.8155994109924,12.2127980053847,12.0654682527221,12.0717823870062,11.6643188704225,11.8407798259184,12.1029163769917,11.5715268316564,11.6588663215784
ARF4,15.340008009434,15.4517555970361,15.2202256865435,15.243939545709,15.1646530537349,15.2476206258358,15.5266204979562,15.354218335377,14.8914199504612,15.2163024715
ARF5,13.9398332921675,13.6535866934453,14.2784588842465,14.0930754067292,14.0748432622508,14.2388524208475,13.781705343756,14.1610795990355,14.0632206189594,14.2195990511074
ARF6,12.2779970456498,12.3079919214098,11.5332225672777,11.4081166662684,11.4233088953044,10.4034081913021,12.2222510995137,11.847012735654,9.76660928661287,9.99513884898968
ARFGAP2,13.0382328923254,12.967391513725,13.0491580574829,13.0674603835854,13.025122010753,12.9778766447658,12.8514370700843,13.1480929914397,12.906548635719,12.9652654679652
ARFGAP3,13.1241018942301,13.0940475472512,12.9406517165361,12.9245315972256,12.9581480038424,12.8324138495104,13.273987480129,13.1957747118586,12.8206224724093,12.8516706955201
ARFGEF1,10.6487228975849,10.659287149517,10.4398568237537,10.0776298555891,10.1802996544476,10.2670456542513,11.2470811714872,10.5889442329366,10.1609756177059,10.3086505310166
ARFGEF2,13.0517185170271,13.1119382536821,13.0753885539502,13.1245552971527,13.1407337028993,13.1897452094879,13.4617418342516,13.2820357391091,13.3285616635508,13.3192353004311
ARFIP2,11.5290881854103,11.6552547519499,11.7336410509931,11.7802597871791,11.596040556811,11.2049600635907,9.9221101242157,11.1241529963777,10.8142460859279,11.0798925689647
ARFRP1,9.18053360763661,9.093959192764785,9.613610230092846,9.530912211508594,9.556175538953351,9.78534664610722,9.149765377547055,9.467149936156034,9.79930399466308,9.71930990672272
ARL1,13.0401899305833,13.1543125768059,13.0881668761018,12.9639027914535,12.8497749809827,12.7676009735159,13.4144455708571,12.9700865328714,12.9114151311882,12.8563085260189
ARL10,6.67338115696333,6.61251124580279,6.66237107284532,6.62162717385197,6.64855969467182,6.6781437489292,6.6617775525286,6.62730777189158,6.85193463542588,6.73473629528609
ARL11,6.41594002011338,6.43583302952111,6.35063999919335,6.3548888618101,6.36052199191711,6.26003994587792,6.34131167701379,6.35653771588132,6.37300214023288,6.36074140509594
ARL13B,9.9199383036836,9.90910938160548,8.89728444261796,8.87106935818204,9.02377283847572,8.72241309516142,9.82447254510001,9.19632284585976,8.33276308616468,8.47219255234358
ARL14,11.5858421203048,11.6162236664016,11.6911212932897,11.5215721447639,11.8262226669995,11.9884356678288,11.5803933545268,11.7573581657971,11.8344655535869,11.8690269233528
ARL14EP,11.2346295887835,9.95850964911811,9.94930892290237,10.0067231517122,10.0474239666168,10.3517588007716,10.1276670157386,10.0908626198442,10.2476236152895,10.2648756770318
ARL14EPL,7.58222328725811,7.62376112620828,7.18259897132765,7.18936367454823,7.15029338740648,7.10453582301586,7.54060267007395,7.17278844508868,6.83682068720588,7.04879201037632
ARL15,7.47618537845046,7.34707931649835,7.07914230035223,7.02443543559168,7.02986498104894,6.99922632534046,7.27785709880085,7.11145812013966,6.86673761297108,6.98109167490502
