Gene names  (primary ),log2fc,sem,stat
AAAS,0.7878693231186737,0.49419409183467033,1.5942507936380808
AAGAB,0.1603256491376186,,
AAMP,1.2864438096753652,0.5078197575464082,2.533268527973335
AAR2,0.45812179945867726,,
AARS1,0.13885342815709478,0.1262471854368787,1.0998536535812038
AARS2,0.6143408963933865,0.24188883147704685,2.5397654477969653
AARSD1,0.3333246290336547,0.2429625017523824,1.371917998166506
AASDH,-0.6776170989883106,,
AASDHPPT,0.07981665309747754,0.5530896394232478,0.1443105193232492
ABCA1,,,
ABCB10,2.222519467937353,,
ABCB7,0.5333084659548284,0.2520331407344448,2.1160251560597336
ABCC1,0.5407526416623263,0.2586063108114384,2.0910264717268
ABCC10,0.02490099600930762,0.2599043001290492,0.09580832636067826
ABCC9,-1.5008243798387646,,
ABCD3,0.5873648407126915,0.44590335397484565,1.3172469672561062
ABCD4,0.49038772459838853,1.3116267629313394,0.3738774920255719
ABCE1,0.07753205729919443,0.17554006711604783,0.4416772681756966
ABCF1,0.11703120432840208,0.3439717185457849,0.3402349612438398
ABCF3,-0.2050831415888119,,
ABCG4,-0.4025061587377614,,
ABHD10,,,
ABHD11,-0.01129417838152591,0.4073663596346649,-0.027724867590084704
ABHD14B,0.09025238979691252,0.13804449079478298,0.6537920439800946
ABHD2,,,
ABI1,-0.1734377282749371,0.2235081391009462,-0.7759794742714264
ABRACL,0.37338545107269994,0.21470271536622146,1.7390811775985744
ACAA1,0.9007795208767,0.4160450540742324,2.165100899663572
ACAA2,-0.09521872721377989,0.14177724909999975,-0.6716079471017191
ACACA,0.04220346543036513,0.06622170952416234,0.6373055865458491
ACACB,-0.28884582289392924,0.2121049831505699,-1.361805925553773
ACAD8,,,
ACAD9,0.09882657545474416,0.1827589249219543,0.5407482862844988
ACADM,0.5720457224146358,0.33857952687508924,1.6895461095782034
ACADS,-0.07059871641744664,0.5719068138198599,-0.12344444009314416
ACADVL,0.8839332422084958,0.5362070562138942,1.6484923724239333
ACAP2,-0.2893309885773192,0.38250729827550517,-0.7564064525872793
ACAT1,-0.006647911361792325,0.14254157587971378,-0.04663840231009009
ACAT2,0.1812757178913884,0.13078153732433834,1.386095633987116
ACBD7,0.7331779122457753,,
ACIN1,0.6833844819243851,0.35320463824337667,1.9348117434785697
ACLY,-0.2550556244584179,0.17432145699902624,-1.4631338496662671
ACO1,0.08141076764957589,0.19562314982904735,0.4161612146656454
ACO2,0.19490537378798223,0.2318825608411475,0.8405348512668156
