Approved symbol,log2fc,sem,stat
ADAMTS19,-0.1042329305793217,0.051223610744480175,-2.0348610545880694
ADAMTS20,-0.008158851824973556,0.005978352554128583,-1.3647324661940765
ADAMTS3,0.24290331177152957,0.024586621401925593,9.879491281079623
ADAMTS4,-0.011259228263139853,0.00861879187995784,-1.3063580627027427
ADAMTS5,-0.03396727145165368,0.009407609796717157,-3.610616531258213
ADAMTS6,0.2381459586472685,0.019107304778807555,12.463608101934023
ADAMTS7,0.03008717275709838,0.022646145514201514,1.3285780901756794
ADAMTS8,-0.0710034814480367,0.011744023402121297,-6.045924724163228
ADAMTSL1,-0.02627132970456536,0.01816441958378721,-1.4463071381600343
ADAMTSL2,-0.020180773180998646,0.010323847247478424,-1.9547725472137099
ADAMTSL3,-0.05158898664681244,0.011142120489936132,-4.630086947400096
ADAMTSL4,-0.06072041039919007,0.012373718047009277,-4.907208178536618
ADAMTSL5,0.08388479497424006,0.019306598704631212,4.344876912685714
ADARB2-AS1,0.017285531258222075,0.023532385403654862,0.7345422472784007
ADD3-AS1,-0.10564699321749416,0.03470108533161406,-3.0444867129629967
ADNP2,-0.19967071384135116,0.023004992624289206,-8.679451330513976
ADPGK,-0.04072935895203322,0.027386153912202667,-1.4872244960941783
ADPRM,-0.008550354146402928,0.05817684936421602,-0.14697176350808303
ADPRH,-0.24425628330364813,0.04002442623356247,-6.102680445143449
ARF1,0.12252427646009156,0.09379894708645335,1.3062436228325935
ARF3,-0.041089789533217846,0.03428926999660862,-1.1983279182461988
ARF4,0.04896259715342932,0.015338810369281239,3.192072655874659
ARF5,0.06683541190322906,0.013346668887122493,5.007647411386303
ARF6,-0.04562408519000849,0.08387454473512328,-0.5439562782020438
ARFGAP2,-0.3850174891812892,0.011518500347520742,-33.4260083834751
ARFGAP3,-0.20243694042710558,0.017660344466288794,-11.462796822198474
ARFGEF1,-0.34418350641247164,0.021525790368089756,-15.989355118996972
ARFGEF2,-0.045688881718865204,0.015701618962181044,-2.9098197981311067
ARFIP2,-0.12635638451093278,0.06395163753041766,-1.9758115568320391
ARFRP1,-0.3643493614892832,0.027401594769784775,-13.296648043676802
ARL1,0.08201096517522855,0.009112793316235624,8.99954188899636
ARL10,0.02134173616524704,0.012168792258491755,1.7538089000043635
ARL11,-0.0018004505611446397,0.008114748191949978,-0.2218738670080643
ARL13B,0.08795404162411424,0.10176920918304717,0.8642500254268038
ARL14,-0.03680058355393223,0.013522497557063098,-2.7214339214068097
ARL14EP,0.030275805051310556,0.039956780964879014,0.7577138177853269
ARL14EPL,0.07478177822380916,0.024326392288527076,3.074100644964033
ARL15,-0.07809975177932049,0.016710071842656486,-4.673813046090685
ARL16,0.22248517465259532,0.07047746016511044,3.1568273619873666
ARL17A,0.14434458040057763,0.029234654820399605,4.937447740954877
ARL17B,0.08542054151235057,0.01401418382918804,6.095291923775179
ARL2,0.1597269010918736,0.03715246009764757,4.299228117655316
ARL2BP,0.08488662962112503,0.0135231717661085,6.2771242641364795
ARL3,0.12125463640182588,0.029765823519772833,4.073619408556893
ARL4A,-0.0852138316407629,0.029346374974875557,-2.903725987067139
ARL4C,-0.17675345791503672,0.02326188444393273,-7.598415267733752
ARL4D,0.1421768937731347,0.028672582562104164,4.958635779151835
ARL5A,0.19440301631507406,0.04769737634343028,4.075759113359506
ARL5B,-0.012381169591385799,0.037446293978461394,-0.3306380492154252
ARL5C,-0.00389901420775729,0.028311758894158823,-0.13771713097492222
ARL6,-0.03053264468481709,0.045422734845174347,-0.6721886031056723
ARL6IP1,0.14299416458664727,0.07189964348945263,1.9888021365171844
ARL8A,-0.43363589821624515,0.029687254612077562,-14.606803622717965
ARL8B,0.15002992301280926,0.014520942429914785,10.331968722892988
ARL9,0.2003362551595047,0.013468921130579601,14.873964530437766
ARL6IP5,-0.003942893944620884,0.008528936428969867,-0.4622960878484483
ARL6IP6,0.1984380588742436,0.032603010016838276,6.086495043609701
ADPRHL1,0.04683810547328493,0.01356346587947114,3.4532549342109022
ADPRS,-0.012571807339270435,0.025808359101851617,-0.48712152871309333
ART1,0.016467274601968285,0.0203555500967467,0.8089820478298027
ART4,-0.023243754333443167,0.028369831152660886,-0.819312395916853
ART5,-0.030490596921841195,0.018331675561002823,-1.6632738682493478
AEBP1,0.003568521338438213,0.006178224611022192,0.5775965690971857
AEBP2,-0.33298113284388364,0.03229721429095052,-10.309902576866603
AFF1,-0.02551196699417657,0.018422440766675856,-1.3848309959191119
AFF2,-0.02968438826649189,0.005514071984534681,-5.383387875556885
AFF3,-0.05345955252187462,0.009926150890751615,-5.385728376513389
AFF4,0.2602880134555017,0.05757774669952312,4.520635634003675
AFAP1-AS1,0.022662080592969147,0.03301003368251125,0.6865209775588791
AFG3L1P,0.11161580842579477,0.04195385102144819,2.660442503090672
AFG3L2,0.0030810260346050278,0.05877517998610083,0.052420529130385134
AGAP2-AS1,-0.006929474216946563,0.017251801914008668,-0.40166669264384186
AGPAT4-IT1,-0.07731816349438159,0.0216704556140437,-3.567906686939936
AHSA1,0.4677504571735711,0.11007638185165687,4.249326234250045
AHNAK,0.11510406821025398,0.015105692136566613,7.6199135511056495
AHNAK2,0.04977653755679867,0.024088023178859944,2.066443443166536
AKNAD1,0.08433942602841649,0.02178131545276755,3.872099745825969
AKT1S1,-0.005373642501716791,0.015531464073356384,-0.34598428559835925
ALG1,-0.30372710790122914,0.022878881742098824,-13.275435020163112
ALG1L,-0.24333889814189869,0.058962446577501236,-4.1270149436904715
ALG1L2,-0.05852412996011225,0.03430573441510012,-1.7059576469627213
ALG10,-0.16398318963019465,0.03469818490324711,-4.725987543367113
ALG10B,-0.09301023739298708,0.03366809865935895,-2.7625628145512278
ALG11,0.09386004361644762,0.06719598528657304,1.3968102888313854
ALG12,0.0907850744073051,0.036448627891718495,2.4907679563963065
ALG13,0.1427610100342931,0.025615859032679655,5.573149424821728
ALG14,0.13980586048333166,0.004430729386571472,31.553689762017797
ALG2,0.10606858875673275,0.019309023877585988,5.493213402664943
ALG3,-0.06119296877428804,0.01706099888708988,-3.586716650019418
ALG5,0.03693600719603607,0.008489997972656278,4.3505319217973675
ALG6,-0.16028756864819638,0.019774084782768108,-8.105941205829009
ALS2CL,-0.04783943553936698,0.03727831286272778,-1.2833047384823737
ALX1,-0.03513053402772526,0.014807204146954672,-2.3725298631038587
ALX3,0.11281183681770868,0.03713005920886066,3.038288632483178
ALX4,-0.019164655843691758,0.029828284738306277,-0.6424994266961652
AMMECR1L,0.024236168723678286,0.010672234083269637,2.270955503278568
ANKH,0.041504358089635485,0.023588540860252905,1.7595135848174075
ANKHD1-EIF4EBP3,-0.33793180782420995,0.06145283256254645,-5.499043636113344
ANKRD62P1-PARP4P3,-0.0008758253294716134,0.003194345638829847,-0.27417988799497783
AAK1,-0.10257043438330626,0.012968228460975149,-7.909363618320575
APIP,0.28597359714766935,0.04367001588911504,6.548511405945003
AMER1,-0.2983745108753233,0.016359909502393823,-18.23815167386252
AMER2,0.021199424457227334,0.007568624183395503,2.8009614354661565
AMER3,-0.039778091285462835,0.03695356490204813,-1.0764344763732971
APH1A,0.0939603982053776,0.03834883285119731,2.4501501406826782
APH1B,-0.1056967626095382,0.022708128428436808,-4.654578334918031
AQP4-AS1,-0.037169606187601456,0.018790503851022034,-1.978105881688732
ARHGAP5-AS1,-0.09201929079422655,0.016531219824087187,-5.566394481074395
ACTR1A,-0.16102069288132093,0.09500665441242637,-1.6948359446731582
ACTR1B,0.091518336262709,0.052100338993314385,1.756578518125435
ACTR2,0.12405187720139033,0.025843957776100795,4.800034045718312
ACTR3,-0.0374195344931767,0.015834717839780774,-2.363132382388871
ACTR3B,-0.019086555986951748,0.020401287452987034,-0.9355564461769891
ACTR3C,0.06137451994792853,0.019542802745812885,3.1405178032141903
ACTR5,-0.016815046390476596,0.025901388060311288,-0.6491947980286933
ACTR6,-0.06653533211914997,0.015490696193384886,-4.2951802351893695
ACTR8,0.16750393423574206,0.018727714056976492,8.944174058090294
ARRDC3-AS1,-0.027690574587012406,0.026449566036317197,-1.0469198076441486
ARV1,0.023170870991808812,0.01193421214277537,1.941550117812829
ASH1L-AS1,-0.12209644413352327,0.027105604090322293,-4.504472349211219
AHCTF1,0.019299875292633217,0.01483561919108963,1.3009147137063783
AHDC1,0.07675360511805396,0.03506435401129374,2.188935381308684
ARID1B,-0.016533581741842163,0.030056388518420556,-0.5500854412934303
ARID2,-0.05963190506446603,0.0300939226965532,-1.9815264917689164
ARID3A,0.008013011269131454,0.034398950237156216,0.2329434826902408
ARID3B,-0.22563215516220714,0.025281693167141964,-8.924724846176682
ARID3C,-0.01658570753313704,0.00996034501542826,-1.6651739982346296
ARID4B,0.11274397268527858,0.05760933249554808,1.9570435518236768
ARID5A,-0.04936255955061242,0.02221551553823627,-2.2219857768167466
ARID5B,-0.10369571484643991,0.009262208415302084,-11.195571314841539
AKNA,-0.05325269214821482,0.06019282523204822,-0.8847016557691282
PGGHG,-0.03734368109935016,0.006637146836194438,-5.626466013333226
ATMIN,0.10363167385617578,0.017912322233266397,5.785496291693165
ACLY,-0.07921141609166638,0.021471640262122265,-3.689118070378713
ATPAF2,-0.004814403184074223,0.024171197334224636,-0.19917934215271094
ATP5PO,0.017324440411524922,0.011694577803022828,1.4814079399298092
ATP5F1B,0.07658648917472055,0.07702828840654494,0.9942644547741651
ATP5F1C,0.12296390464865325,0.04092757545760159,3.0044268020722646
ATP5PB,0.007899900509579894,0.00611842975144479,1.291164699196625
ATP5MC1,0.2519981241442757,0.03928275473064206,6.414980972495482
ATP5ME,0.2001115815274761,0.025055383052335574,7.9867699930782905
ATP5MF,0.18994590795369026,0.03150598164359841,6.028883978363032
ATP5MG,0.04115362845591619,0.012830691065018067,3.207436625772911
ATP5MGL,0.06478790039219717,0.01842999138600252,3.515351637190847
ATP5PD,0.0158101952984655,0.012466862900475089,1.2681775218578046
DMAC2L,0.25540669671280414,0.025469565442239658,10.027917331060086
ABCA1,-0.20506111372506464,0.01501095130533566,-13.660767366034651
ABCA10,-0.08296883363987773,0.040682267333400746,-2.0394348466354795
ABCA12,-0.21906257243532856,0.02309054006834597,-9.487113414711072
ABCA13,-0.21215505927519596,0.024502751111468563,-8.658417918463709
ABCA17P,-0.0056196233773495585,0.005605305271686108,-1.00255438463553
ABCA2,0.04255474853530705,0.017024651268598933,2.4995959014912117
ABCA3,-0.007845386155600043,0.03791730087968874,-0.2069078223814871
ABCA4,0.21763814174754792,0.02434064529063936,8.941346424831417
ABCA5,-0.4113632408786958,0.029572837466635863,-13.910171499194037
ABCA6,-0.012300778615498054,0.007674940609838509,-1.6027197135219107
ABCA7,-0.04513364067601788,0.021004584497839967,-2.1487518917910164
ABCA8,0.017688492115327303,0.022230030638954734,0.7957025522192004
ABCB1,0.013627586840747608,0.005871834464119146,2.3208397518733404
ABCB10,-0.00131803093889582,0.025987799866681188,-0.05071729602572706
ABCB11,0.03252689337220982,0.014179803780461409,2.293888820734542
ABCB5,-0.0035463371798001297,0.004120489033321488,-0.8606592933803929
ABCB6,-0.4917966874433706,0.033171276047203345,-14.825980367578707
ABCB7,-0.03936205707632556,0.014282078323152569,-2.7560454568097437
ABCB8,-0.3780113186706173,0.017931791110617015,-21.08051093941225
ABCC10,0.03348261601240665,0.03577690442244355,0.9358723610364219
ABCC12,-0.012972533087310278,0.005736611759410976,-2.2613580335166823
ABCC13,0.03649566687533934,0.008115002164414228,4.4973083353421055
ABCC2,0.0210457040402261,0.021656197099612893,0.9718097754384722
ABCC4,-0.1393745433355007,0.03401751425830561,-4.097140733952112
ABCC5,-0.1644969976895716,0.02797575663401503,-5.87998386751634
ABCC6,0.03347639423605875,0.022356011714341116,1.4974224680059565
ABCC8,-0.04443641981813551,0.02464979182196768,-1.8027097404747314
ABCC9,0.004668520387749453,0.006795608992284256,0.6869907307866149
ABCC6P1,-0.24144056091595578,0.03960753838243683,-6.095823441100742
ABCD1,-0.032657192009302616,0.012149764962633128,-2.6878867294750584
ABCD2,-0.001559589340371037,0.012907808682584305,-0.12082526002072629
ABCD4,-0.15851579948743888,0.023098136264201322,-6.862709513629237
ABCE1,-0.05570527750736298,0.02732158177659755,-2.0388745411174414
ABCF1,-0.17909095670221964,0.08670608864775403,-2.0654945863119463
ABCF2,-0.031056845565384794,0.05198934421815366,-0.5973694423816246
ABCF2-H2BE1,-0.031056845565384794,0.05198934421815366,-0.5973694423816246
ABCF3,-0.12260457755841614,0.058638531857411594,-2.0908534657134257
ABCG2,0.003505179418658244,0.05194386623230802,0.06748014102342838
ABCG4,0.0026333577826536114,0.00891322057900117,0.29544402714071616
ABCG5,0.166614566171023,0.03412020440476298,4.883164361927579
ABCG8,-0.03373669921427336,0.009311625400078138,-3.6230730688532917
AGTPBP1,0.04593857294889547,0.013544968316773305,3.39156001509489
AGBL1,0.04882318571841893,0.020681707750074305,2.3606941123246226
AGBL2,0.24341752128746075,0.043992219385105245,5.5331948396737705
AGBL3,0.11506841786969035,0.027065143595208455,4.251535465345241
AGBL4,0.053397393630389534,0.03230119156687619,1.6531090972243514
DMAC2,0.023928895018908936,0.007447592883116591,3.212970337456929
ATP6V0E2-AS1,-0.41545801392416015,0.028300830414997587,-14.680064430335394
ATAD1,-0.20388232283095187,0.021796977653345775,-9.35369692410803
ATAD2,-0.3534165269199292,0.01797662600095995,-19.659780812097708
ATAD2B,-0.2879394100311812,0.030280840825551148,-9.508963495763178
ATAD3A,-0.0060464986169184165,0.03410434006587928,-0.17729410993552167
ATAD3B,-0.0029860179730660796,0.026642784499206876,-0.11207604719975758
ATAD3C,-0.006983851341953784,0.022474092631193703,-0.3107512039111338
ATAD5,-0.2425825850211325,0.028725038498934187,-8.444987289751875
ATP5IF1,0.16892999333632597,0.022501503334875324,7.507498091227511
ATP13A1,-0.03041447138138409,0.02834127339189745,-1.0731511940490066
ATP13A2,0.07891185544529344,0.040855194898161834,1.9315011381537641
ATP13A3,0.016351511825176246,0.016701782243897678,0.9790279615907811
ATP13A4,-0.008476857482171418,0.007977959935051985,-1.0625344763800424
ATP13A5,0.02411595496990504,0.009884284517106654,2.4398280854995367
ATP2A2,-0.02613862010203638,0.01783081670099446,-1.465923885616444
ATP2B1,-0.0066225423422316965,0.008122133492723982,-0.8153697976232898
ATP2B3,0.11925472732422282,0.03463183602774947,3.4434999989220185
ATP2B4,-0.3439339291118695,0.026649796193119434,-12.90568703113264
ATP2C2,-0.13297040137868432,0.01950303826371409,-6.817932651348955
ATP2A3,0.0010466026821527308,0.007533952301161068,0.1389181455252162
ATP7A,-0.022629877663947973,0.011679787822242004,-1.9375247229109367
ATP7B,-0.26909258151010995,0.035714086446288026,-7.534634321804928
ATP6V0E2,0.1228944371587204,0.03891603692064975,3.1579381376706874
ATP6V1G1,0.1790062645368593,0.019991285623888577,8.95421474659718
ATP6V1G2,0.07371480337765934,0.037163322317053694,1.9835364219800315
ATP6V1G3,0.1288811214295622,0.026718158067794453,4.823727784772447
ATP6V1F,0.1161705280428853,0.016826953749766893,6.903835939080455
ATP6V0C,0.014278142867494292,0.009050986230182944,1.5775234327370857
ATP6V0B,0.20387659882796605,0.024037652609925783,8.481551927569667
ATP6V1E1,0.15975320256245595,0.0956373649072626,1.670405732292656
ATP6V1E2,0.140249964551439,0.016011168241584297,8.759508515261304
ATP6V1D,0.03701136724486265,0.02051803703842047,1.8038454251524187
ATP6V0D1,0.04389308621779353,0.019130645900472577,2.29438600485043
ATP6V0D2,-0.026089806910484903,0.010343540436577574,-2.5223285073865274
ATP6V1C1,-0.0911105993637924,0.016108780156874745,-5.655958953844753
ATP6V1H,-0.08710406329481568,0.07700112504766692,-1.1312050731842505
ATP6V1B1,0.0038958871994294597,0.02733756641985976,0.14251038807167699
ATP6V1B2,0.033883553566051106,0.06987214270710064,0.484936517663251
ATP6V1A,-0.023183772700063887,0.00584600450332374,-3.9657466371917396
ATP6V0E1,0.15265885619581443,0.04338842249233759,3.5184237505471425
ATP6V0A4,-0.1563539163749823,0.020500056111751604,-7.626999434667539
ATP6AP1,-0.1423528797679623,0.04981887744450054,-2.8574084176534673
ATP6AP1L,0.15665151866038585,0.026163959394518203,5.9873017037783285
ATP6AP2,0.032831117957607514,0.029477677900805906,1.1137620157220705
ATP4A,0.007169864229011225,0.009196198090672117,0.7796552616981748
ATP4B,-0.00023758757384184648,0.01521545792993682,-0.01561488158528483
ATP12A,-0.05786216081108009,0.018606167659654293,-3.1098376554215776
ATP1A2,0.005137730805030216,0.00909472725992875,0.5649131258357786
ATP1A3,0.283078328480471,0.04064548208977992,6.964570572817721
ATP1A4,-0.08198473738686385,0.04471876361993471,-1.833340878644434
ATP1B1,-0.10571590735241498,0.007486735092005042,-14.120428471592005
ATP1B2,0.2949816860813499,0.06340525736555294,4.652322194367572
ATP1B3,-0.041297586849678325,0.009962089983123345,-4.145474184597816
ATP8A1,-0.3179042983118694,0.03255827892748835,-9.764161644412619
ATP8A2,-0.005125078133326966,0.006514842124716589,-0.7866772571330604
ATP8B1,-0.0840110562214651,0.014673043334290628,-5.725537252734259
ATP8B3,0.010919838373844915,0.012883136795088963,0.8476071121132195
ATP8B4,-0.008575847311351303,0.007653666801616459,-1.1204887191509407
ATP9A,-0.1237377270532023,0.0247422155259858,-5.001077083143395
ATP9B,-0.12452657079697049,0.012408670370565773,-10.035448366196926
ATP10A,-0.04720731038535231,0.032609270384851036,-1.4476653365198549
ATP10B,-0.00749803134970195,0.003602034414644924,-2.081610136543096
ATP10D,-0.20524601068125792,0.0606646231772617,-3.3832899626118205
ATP11A,-0.09625539935831862,0.025325785842708778,-3.800687566266785
ATP11B,0.02762809261878818,0.08236301764811847,0.3354429379557747
ATP11C,-0.12125836156419334,0.015744641685129065,-7.701563743982995
ATXN8OS,-0.03667125149471406,0.025614426689934026,-1.4316639579181039
AVL9,-0.13969492945029627,0.04737455802441822,-2.948733144450518
AHI1,-0.003491241962763958,0.028969009399856197,-0.12051644274661627
PRXL2C,0.005635080412049298,0.037278538656012605,0.15116151585358412
ALMS1,-0.07042872518199772,0.015524352118242412,-4.536661153107837
ALMS1P1,0.012126584529498885,0.018386448809111472,0.6595392430260656
ALYREF,0.13270805400079677,0.0230485570169129,5.757759754912915
AGFG2,-0.2612787269037038,0.01832751596286958,-14.256090538021544
AGAP3,-0.17205896054207725,0.0187933300728606,-9.155320524623104
AGAP7P,0.12161773949662447,0.030545181074430813,3.9815687849508263
ARAP1,0.03453517086062874,0.03246218566820335,1.063858460228569
ARAP2,-0.11581350963853243,0.030998712133010982,-3.736074877614058
ARAP3,-0.4483438123494752,0.016319749265693174,-27.472469401963693
ASAP2,0.029499209668295112,0.030482680707545246,0.967736727334263
ASAP3,-0.05341268597452764,0.03220308559937509,-1.6586201284874431
ACAP1,0.004746858762291861,0.016869198148589136,0.28139208043441394
ACAP2,-0.04260655821124981,0.13405186380194706,-0.31783637319804997
ACAP3,-0.002007308305493005,0.020311840076307,-0.09882454262892977
ADAP1,-0.043875350606089825,0.020615740818911082,-2.1282451594386753
ADAP2,0.6564077310610923,0.10806414153584816,6.074241850552636
BTLA,0.031556127399967604,0.017445384270677624,1.8088525257083305
BDP1,-0.09644095506570771,0.07262815268283201,-1.3278728909279365
BSPRY,0.06476796762482806,0.028060447075507162,2.308158792001622
BCL10,-0.2613392059649975,0.13599833415627535,-1.9216353463910318
BCL11A,-0.12317579928489275,0.01655653585715761,-7.439708423766812
BCL11B,-0.021883709848227628,0.013141985914072752,-1.6651752628036247
BCL2,0.09033096692218479,0.02510949434413976,3.5974825173357936
BCL3,0.09224277737086695,0.03534584581350717,2.6097204706194073
BCL6B,-0.006775319648609113,0.006532064710016435,-1.0372401299423235
BCL7B,0.09826960540563956,0.022146398479387965,4.437272520726148
BCL7C,0.14934035202378126,0.050877513229405036,2.9352918911427635
BCL9,-0.023130648205508475,0.011328762770359989,-2.041762959855277
