OMICS_ICL103_Mock_3hr_Protein_1_079,OMICS_ICL103_Mock_3hr_Protein_2_027,OMICS_ICL103_Mock_3hr_Protein_3_025,OMICS_ICL103_Mock_3hr_Protein_4_007,OMICS_ICL103_Mock_3hr_Protein_5_063,OMICS_ICL103_NS1_3hr_Protein_1_059,OMICS_ICL103_NS1_3hr_Protein_2_044,OMICS_ICL103_NS1_3hr_Protein_3_014,OMICS_ICL103_NS1_3hr_Protein_4_033,OMICS_ICL103_NS1_3hr_Protein_5_081,OMICS_ICL103_VN1203_3hr_Protein_1_085,OMICS_ICL103_VN1203_3hr_Protein_2_058,OMICS_ICL103_VN1203_3hr_Protein_3_076,OMICS_ICL103_VN1203_3hr_Protein_4_087,OMICS_ICL103_VN1203_3hr_Protein_5_008
KRT20,24.803213683589583,24.95646386858587,25.32956846756693,25.274497366303457,24.31532504656316,25.057773243251376,25.102727840021934,24.563136770030518,24.90045389823326,25.46638251685032,24.5340680068155,24.727308270167143,25.009932744925077,24.98010229859903,25.24899627498835
KRT23,25.076003082172313,25.034832424534695,24.798118147708763,25.13606082331141,25.115965432632272,24.77604929416792,24.735218274791507,24.980997165977,24.907307122077356,25.02575253843192,24.999479473885756,25.29269238347228,25.041097145252458,25.200831199460946,24.89528597671534
KRT25,29.404286689495425,29.16700320314966,29.265665772806212,29.602599654894544,28.703504391178562,29.68521135400267,28.926508780946104,29.230313497404968,29.48741209896937,29.45609673308926,29.033372495864107,29.195780160848887,29.30824332622897,28.842151340230483,29.071991322430407
KRT9,20.4494581719955,21.210787855013546,20.24584866361657,22.306128514446243,22.090493871879616,22.035816460940723,21.356246616883848,21.40286103676072,22.910251346035352,21.957408864175907,22.86467657904571,22.132702614118813,21.583659183782746,20.726264131954238,20.471698654533338
KRT31,29.404286689495425,29.16700320314966,29.265665772806212,29.602599654894544,28.703504391178562,29.68521135400267,28.926508780946104,29.230313497404968,29.361279578982057,29.45609673308926,29.033372495864107,29.195780160848887,29.30824332622897,28.842151340230483,29.071991322430407
KRT2,29.38418979449924,28.473908749606057,28.99845466791795,29.51671784447339,29.110458066489137,29.24132954683177,28.93832446354736,29.121327575400834,29.32245845458069,28.75075899730851,29.003192340344107,29.11098747112817,29.230743134626813,28.89779563434095,28.408731777113218
KRT76,29.319347370215247,29.14153552972689,29.020750431513004,29.446640651614644,28.865747009309494,29.598073195265854,29.183660051809102,29.302660096335387,29.134130868914376,29.105495653972987,29.05643898258171,28.890971444242812,29.371629941726667,29.68297294559634,29.191938326862612
KRT77,29.39816577932606,28.886268076490584,29.079573822689106,29.375877289903894,29.169351768932792,29.32892352007515,29.166710437136334,29.20037172177607,29.04094531059966,29.1084833315965,28.87579878073568,29.237523610772364,29.250809104499048,29.193288541053175,29.306214705276002
KRT1,22.032169573838782,23.05390135086855,21.75099587354709,23.83291191563101,23.655263250573967,23.53368478523182,22.363876030751282,22.847160330567107,24.679556500950035,23.326005805662547,23.685195905968232,23.87933576879564,23.28904277509299,22.600138634402082,22.014817908361554
KRT3,29.319347370215247,29.14153552972689,29.020750431513004,29.446640651614644,28.75323263442101,29.598073195265854,29.183660051809102,29.302660096335387,29.43547243275654,29.105495653972987,29.05643898258171,28.890971444242812,29.371629941726667,29.68297294559634,29.191938326862612
KRT4,27.4537382317569,27.52890066103468,27.74361757515232,27.91731385401951,27.252505928891296,27.877244221192974,27.636324820854185,27.24431899580564,27.30790141261353,27.54734208198748,27.185578032345497,26.98595908291062,27.87148767836199,27.672571997754318,27.650063280361152
KRT5,28.97689618236835,29.14153552972689,28.9900832079544,29.523333283592557,28.865747009309494,29.375904384427123,29.078710544114163,29.121327575400834,29.134130868914376,29.36201461439034,28.95794955177583,29.121101654494534,29.29351322817069,29.025687449759847,28.408731777113218
KRT6A,28.97689618236835,29.16974558828862,29.079573822689106,29.523333283592557,28.996635831734025,29.331638463892332,29.142866387669308,29.11372586787922,29.134130868914376,29.421326347997027,29.011290331908313,29.15903074770194,29.259137336399128,29.17121834368646,28.621101394833385
KRT6B,28.97689618236835,29.14153552972689,29.259211604135075,29.523333283592557,28.951858503948756,29.331638463892332,29.02704891359046,29.1056024852929,29.134130868914376,29.421326347997027,29.003192340344107,29.196959840909347,29.250809104499048,29.088890103742603,28.712645247394182
KRT6C,28.898772580539365,29.155640559007757,29.16939271341209,29.51671784447339,28.978261384197978,29.242687018740362,29.10207272352951,29.10612416035761,29.00056406539209,29.371874367407067,29.003192340344107,29.15903074770194,29.254973220449088,29.088890103742603,28.671434223504413
KRT71,29.66179855806214,29.140479537114572,29.079573822689106,29.363332580517564,28.978261384197978,29.598073195265854,29.294465090887922,29.121327575400834,28.870297975023767,29.105495653972987,29.003192340344107,29.196959840909347,29.259137336399128,29.250202107494466,29.306214705276002
KRT72,29.66179855806214,29.86327701906542,29.463089915843916,29.879839858115368,28.761635171726766,29.598073195265854,29.636905078124435,29.03991943204492,28.60646508113316,29.520669924913896,28.844942617351187,29.217241725840857,29.254973220449088,28.901490479757648,29.191938326862612
KRT73,29.727660221279287,29.140479537114572,29.079573822689106,29.363332580517564,28.978261384197978,29.69703768090585,29.294465090887922,29.121327575400834,28.870297975023767,29.105495653972987,29.003192340344107,29.196959840909347,29.259137336399128,29.250202107494466,29.306214705276002
KRT74,29.66179855806214,29.140479537114572,29.651244949747614,29.77477944814141,28.949672862676458,29.79600216654585,29.294465090887922,29.1305856925122,28.870297975023767,29.105495653972987,28.894140263806683,28.94855560835167,29.514803651817843,28.89779563434095,29.306214705276002
KRT75,29.20669912539417,28.62568186336216,29.020750431513004,29.440025212495478,28.773263000115257,29.2399474974726,29.015367823882784,29.263710051097963,29.43547243275654,29.298985492586876,29.003192340344107,29.04396564257608,29.371629941726667,29.250865847737032,28.408731777113218
KRT78,29.319347370215247,28.76349215854414,29.020750431513004,29.341580241640685,28.75323263442101,29.47486887006712,29.183660051809102,29.302660096335387,29.134130868914376,29.105495653972987,29.101587633255104,28.890971444242812,29.484122547054202,29.551957513216973,29.42049108368939
KRT79,29.28903622909076,29.14153552972689,29.079573822689106,29.557351938356213,28.865747009309494,29.15373557358839,29.21478070098638,29.18086628171457,29.34315400980801,29.470998136455464,29.011290331908313,29.217241725840857,29.20268975589657,29.24604761000881,29.101775431540844
KRT7,27.188773458587615,26.453804068935888,27.112120759016605,26.906622054840398,27.02300934473245,27.000419111435562,26.732222387765404,26.846595299867886,26.69644146612437,26.682462629618215,27.031848245419155,27.087726992240857,26.674202488255002,26.957050837680807,26.863295315430904
KRT80,20.127487274036238,20.471368763599934,20.00710908770337,20.547852567142627,20.69339661632333,20.220733446885472,20.354705499006528,20.295072803341057,20.347909956286536,20.554950252836456,20.621693026381998,20.74593491003039,20.446862691233736,20.64894913479544,20.202501349919892
KRT8,26.05284773641166,26.151224266787167,25.708318908583983,26.024324146466356,26.464442945458156,26.308137290148615,26.154876868200706,26.194319866302337,26.3818439401242,26.222259931891394,26.426828136405554,26.18783500135826,26.084466505684027,26.436107011887668,26.170540451721656
AK2,23.30668663296875,23.536278060588003,22.63303951100059,23.114668586049312,23.31921948600022,23.01585630265206,23.60491638341528,23.326227407287195,24.039879194730975,24.183010988924515,23.4263031267771,23.295327677077612,23.00345711026857,23.896267929013405,23.71503358416416
AK4,21.273875036033253,21.6708284418739,21.135735873111976,21.036391169139357,21.264287898414256,20.639520935738545,21.70869148980444,22.09508514430693,22.096754571683206,21.614802531974853,21.720568893744527,21.179483543086356,21.687528155728476,21.352175845323767,21.740425232336275
KANSL1,24.108031668664378,24.847166512079355,24.690208226587064,24.9372677619089,23.86659831299739,24.04902304567219,24.409050335372207,23.4992908720766,24.366424519398265,24.123721262766377,24.287306186378306,24.036950381853675,24.562631279510075,23.93065255930497,23.453215449792836
PRKAR1A,20.868188892666055,20.56347299761582,20.60082531610099,20.76892977652719,21.140278457971647,20.75611473417476,20.81934073395918,21.005778062930332,20.316321485886036,20.539868391597874,20.88979873055659,20.719095384379752,20.451640916490863,20.875055659692855,20.144112909348827
PRKAR2A,22.723567810735766,22.79388188576314,22.804147023351835,22.653634233876687,22.67296846760278,22.85979720126542,22.575857717225098,22.507957807359656,22.797524578730158,22.26757931823265,22.822531583990482,22.153038044774803,22.040486554098415,22.58873327784828,23.357851616833152
CAMK2G,18.716692538979267,18.678877977067962,18.014212676375266,18.451862133651858,19.137249109974704,18.268598424633918,18.441161036047767,17.694312350136165,17.980369917462546,17.444309818640086,18.561140876908773,17.86611409143431,18.96340054170461,17.75772720620468,18.178786240416805
KCMF1,18.654990385478108,17.603139848700597,17.85596356633972,18.453831002441117,18.98926336388057,17.16896765417719,17.90410100361941,17.570696206585172,17.840665740186015,17.86095731146404,17.702460629117954,17.869747643700954,17.792105274191172,18.50166700913363,18.562843165432994
CMPK1,21.81619145057364,21.541999272686976,22.0153283736239,20.745799096608657,21.675506802893054,21.470184003863285,21.655006800366987,21.17716068188072,21.643127573757724,22.18370215009069,21.28023327571591,21.765567177500003,21.526404660625317,21.976179576395115,22.667118048943678
GUK1,20.361869999037815,21.62133189088985,21.272893193610845,21.871209732852417,20.578817827581886,21.391809869075107,21.838972153943402,20.560246029437657,20.42467810561495,21.77780999363517,20.485750807393458,19.73829669618333,21.397137154201083,19.72587691070743,20.035598561801756
KHDRBS1,22.417954760314924,21.870264297604738,22.39237390192111,22.57390015515436,22.495779053442575,22.35337759738445,22.2633817541148,22.834059071906786,22.318137557532513,22.4393605198346,22.20415636457517,22.586881416073837,22.423870151289083,22.604597106605144,22.435883659731232
KIF1A,21.582473979273335,20.786638364888645,21.158739005633553,21.702293507653273,21.360010342936707,21.624330945774055,21.2012800107776,21.46319466235282,20.877734901564352,20.92785559492126,21.566176423690624,21.693324489859673,21.40630130450442,21.079378633107023,21.646724681668598
KIF5A,21.769163192138166,21.43476474498673,21.942148929064285,21.67528117159577,21.636653750135142,21.59878885719668,21.653256491351332,22.00610097522774,21.638507764316365,21.55039337453607,21.596263754926582,21.782407504680652,21.80609087739823,21.41001065781794,21.441591909701245
KIF5C,21.769163192138166,21.43476474498673,21.942148929064285,21.67528117159577,21.636653750135142,21.59878885719668,21.653256491351332,22.00610097522774,21.638507764316365,21.55039337453607,21.596263754926582,21.782407504680652,21.80609087739823,21.41001065781794,21.485826745209806
KIFC1,18.545832768021068,18.808644534508296,18.912661246754258,18.47636242489165,19.31409261074728,18.164154338384336,18.807973396769817,18.723578376892135,18.380203426482172,17.992260826010288,19.14496169707236,19.25643997119117,19.31767073597936,19.080738468473545,18.635265996770052
MVK,18.793362644207697,19.614967932509572,18.482820196821965,18.915393325579146,19.89808599124167,19.098789828358868,19.65045339886301,19.695734607478173,20.099797152772148,19.842462828338476,20.103299815905768,18.7311729693108,19.851739433559754,19.238072114131015,18.44946870973519
KIF5B,21.565958477437754,21.520419692057985,21.846043022006846,21.69831502623362,21.958527941707914,21.754407400563153,21.56996017106039,21.839718878235555,21.61196773873528,21.426285329012593,21.80283792193643,21.792544826168132,21.888877064343983,21.501335120579597,21.45457186581606
TK1,20.509192393515317,21.459846089003893,21.477018544635907,21.38357066299873,21.298737930109304,20.981533206841636,20.96770993983118,21.139721225344747,21.04682443526598,21.080074308651852,21.210744315051397,21.17731776260976,21.171156161321022,21.197916646811166,20.394628269954442
KLC1,19.394233286380768,19.53052185764238,18.965403762659378,18.606676142621282,19.95428033394667,18.484245798888022,18.71370758219078,19.19331862781861,19.387672368650982,19.518020615208357,19.327533779067682,19.11142425606827,19.169490540017733,19.458600884641605,18.781469900142476
PRKCI,19.1024292124675,19.713825581439963,17.870770785877298,18.790486953581624,19.587092640237024,18.468671035256904,18.72412984308763,19.007501969667217,19.351829268220214,18.628493094990816,19.86947536787473,18.9097350399955,19.103484449155054,18.72870889504729,18.00854122686455
PRPSAP1,18.567682154174967,17.98923670016832,18.33774777092627,18.10189536164397,19.057219547186342,17.975200180237707,18.131805322612234,19.167402760903897,18.846030129036933,18.561040623547317,18.60331811515639,18.174377768493745,18.887361996114862,18.33624737654904,17.940836521617804
PKM,26.72935586711801,26.82948104973842,26.47753553927479,26.854616257388436,26.9983780188226,26.74556617959131,26.92416152931305,27.13976449323949,27.138650814334508,27.0821382950719,27.099619109643815,27.070003090579476,26.87697517267428,27.166480608034757,26.996776982509164
PKLR,27.992030392940343,25.582114939267544,25.73109727628818,24.9684363324277,28.16271893981679,28.687753183247718,25.560656418092627,28.18171394118991,28.74772751157029,27.012205403570654,28.342349268479712,28.07200027676106,26.195629392353844,28.317721914749992,27.731576129111108
KRT35,29.700609027295503,29.173710028566113,29.29635100731597,29.556942643968032,28.804026833794108,29.43816334319061,29.035638031984355,29.14830814364315,29.09419166116126,29.28111458700083,28.880738350065826,29.279240948309084,29.109476484187574,28.842151340230483,29.24014274937491
KRT81,24.771051828312224,29.117371486359133,28.937762996969145,29.505784679343964,28.703504391178562,29.264039963293556,28.926508780946104,29.524586683690103,29.825135890777435,29.45609673308926,29.033372495864107,29.195780160848887,29.30824332622897,30.019925337798938,29.071991322430407
KRT84,29.055714591479166,29.013901803108737,29.079573822689106,29.375877289903894,28.865747009309494,29.19536652490845,29.17518524447272,29.291037982243346,29.134130868914376,29.40577005160806,29.00724133612621,29.196959840909347,29.259137336399128,29.250202107494466,29.306214705276002
KRT33A,26.330694101168465,25.353533027266415,26.183069803042244,26.144619020182116,25.368776441633482,26.358415590541117,25.560806265714884,25.324617413605274,24.99176166747245,25.498912418046043,24.931142705556802,25.523491586204536,25.35204451735491,25.353472301946418,25.7091208305081
KTN1,19.833498742104762,20.05255132851402,19.67780755462841,20.136351500604228,19.996938235155568,19.78576258523966,19.811014557670592,19.807255182654803,19.747466674290393,19.650851807129506,20.03097579351735,20.251121312161892,19.724514295185624,20.151544626137344,19.77788429272671
LACTB2,21.07900333988065,20.492703943263713,20.28491618491031,20.686358809681533,21.643547465982557,20.333939295275975,20.701323569450405,20.798406098832366,20.987972815614405,20.776753312047497,20.799840569065125,20.815741403215718,20.48796715477161,20.51495191029786,20.78700570346786
LAD1,20.571663965703504,19.973954121563036,20.381203316339327,20.36010398002744,20.468898387420523,20.553783505528266,20.320310860036876,20.778163522777326,20.355151249371488,20.534884358001428,20.109656838832322,20.48599516237251,20.539900959614705,20.52752467242602,20.65091153075039
LAGE3,22.918854461561427,21.837512454529865,21.834382894516356,22.243552501047752,22.46574475738384,22.23456065046669,21.81489060163459,22.363156185136603,22.458645370003048,22.11486639701499,21.93219739691789,23.040455766779026,22.20876696560194,23.306376893273452,22.067543018066598
LAMA3,17.48614923236892,17.52646237640472,17.727260194267362,17.544363952698895,16.742094373824326,17.083740542616546,16.847849781965394,16.43254290076646,17.50375185926797,17.096754731254883,17.730165782862237,15.259761538169137,17.59307386745554,17.499836789953996,17.002073110137413
LAMB3,20.523511660345882,20.8787219408895,20.672509663924053,20.22157730976315,19.923584632455828,19.60797902098515,20.06982798557057,20.507100867767278,20.0426170155804,20.08993214337027,20.35119065965335,20.07101022676564,20.201460906485714,19.595826189837684,18.91426311107251
LAMP2,23.456513955433472,23.367516924861526,23.34833205861956,23.373539422651433,23.51760246022821,23.864788037441457,23.14887803526824,23.092212965437625,22.78826855452933,23.079238920584842,22.829652206794407,23.23048252872767,23.30323885788008,22.600396854584794,23.266502543624988
LANCL1,18.671558513286236,18.214069147802306,16.456758880220654,18.2540637440133,19.349540412693578,17.6555833949864,18.01443320959754,18.166790842642847,19.185612046335393,17.945517854153202,19.06201481834392,18.205293995990843,18.62141965719334,18.48117276078559,18.221119873879744
TMPO,23.935487751331483,24.4691190676095,24.67404586399154,24.41273533147878,24.507712309460004,24.320445793685792,24.560125515312016,24.08657770012025,24.346620691894227,24.376840537941277,24.31528940642651,24.281195756289403,24.433051763458,24.495107879983337,24.404812869586465
LARP1,20.514592451050497,19.6703610428085,19.084881645502414,20.362620106704785,20.07111757313016,19.830147956424216,19.6254244111542,19.79427505378004,19.499474001575756,20.07141882036571,19.841236495725063,20.149390576899943,19.980801268134417,20.349874739467047,20.26677497917894
LASP1,26.0753278615907,25.84754407023604,25.829684280536853,26.202291780010274,25.938018849371225,26.060894612646095,25.955846649318687,26.29908963130977,25.77750584687919,25.946238913959508,26.042686042771123,26.197445779934114,25.935616423262346,26.25347713389928,25.990486254556416
SLC7A5,21.984956620818355,21.341161236181186,21.941665088544788,21.315903834138616,21.374073625481262,21.34963516074744,21.053772604518333,21.75843426902484,21.701902653437525,21.60003997296771,21.602287786123238,21.908411932823732,21.917813443804203,22.292949646078025,21.689501794301833
SSB,23.11307022600451,23.297846636303774,22.85930955043763,23.267632828284434,23.29861092262644,23.06182020051176,23.18751631601998,23.218141419569594,23.085509700877513,23.371166570941,23.214311930254116,23.162190702961134,23.247115642450865,23.41058793699062,23.035312543025807
LBR,22.358230747730985,22.07934149240907,22.16903545126417,21.866686617532608,22.529166787023733,22.065405410811564,22.206283653450903,22.388078659397635,22.4527192645609,21.99324364003298,22.537600802445493,22.379222036758726,22.147575048134378,22.612444690939803,22.314725058348102
LUC7L2,21.025714809890534,20.650703726495024,20.604267006013224,21.052643146673432,20.632563860251437,20.884163798668467,20.86305586039846,20.75273998464428,20.58334380091772,20.574050286659492,20.55552158222515,20.77378353223728,20.543342006857745,20.99652617027083,20.33850921631398
LUC7L3,18.706775187977726,20.366060699223432,19.593757923366486,19.551148715693408,20.483512984732926,19.433413170399795,19.82660313969391,19.77563700267049,20.49682328659892,20.198589853572095,20.23423994285553,20.063377358119496,19.961586846408814,20.371798580165,19.285998610681915
LDHAL6A,28.351368152689126,27.692018946764406,28.20508837976284,28.264103679864267,27.8298958495523,28.2360960296853,27.425289807659013,28.173522014783245,28.001852977846838,27.93947696757253,27.937918642844572,28.16434936711856,27.88790573525324,28.169914083807434,28.164570188406152
LDHA,26.043344897636075,25.80750155832419,25.677819792510803,25.82169801757103,25.454520943948427,25.528260047826954,25.32624827674389,25.439734356333467,25.628305748824886,25.34941829006248,25.396301546072213,25.717768057528964,25.52672310347488,25.17942319248588,25.463641194439145
LDHB,23.665532050084153,23.98171656716923,22.899450724341513,23.433544578610793,24.113024294645843,23.729866416796618,23.582746799616416,23.919708337795804,23.707000023095837,23.525706407958015,24.15117770889969,23.47966604288498,23.922010053500816,23.51137762216768,23.26530619184789
LDHC,28.0833710694529,27.3687055433257,28.01579466163449,28.256205147192755,27.506582446113594,27.912782626246592,27.827629847539686,27.704655414280225,27.05148964744041,27.648403383879554,27.050194156017827,27.54278342306687,27.499156846106857,27.80432757067801,27.84125678496745
LGALS1,24.235627378177316,24.717996475314457,24.582259573147333,24.661098554847957,24.04169229053757,25.047551942008937,24.8635293632737,24.61859356197321,24.872361174132365,24.786293450211367,24.545754161116164,24.280613540044737,24.61146282435557,24.434057898658917,24.870099667623236
LGALS3,25.861522690559504,25.583310446880024,25.877800270046507,25.915124391943785,25.507677401521676,25.47551254919931,25.6905865091417,25.735461820452482,25.92567554279192,25.693928277767498,25.678042671610612,26.057809580203575,25.54183169477725,25.972753623774324,26.030306364376603
LEMD2,22.384024664596655,22.798769683671274,22.376008778919065,22.21463593244747,22.482507131228672,22.404249156198738,22.485334584084534,22.351675572969967,22.60599259780559,21.98105739713679,22.89689857451702,22.5571955038666,23.157811525306776,22.20713620871279,22.280950256898155
LGALS3BP,21.164042483829324,21.667792331950885,21.626667027386326,21.130525841672195,21.974429575636442,20.836509499567562,21.42076110177863,21.66400079643929,21.331795836293463,21.24019145163958,21.349853263180925,21.236698084852286,21.059434280718968,21.41176594069146,21.05170157509062
LGMN,21.497419528292717,20.141877901697878,21.65981454185333,21.038423543430106,21.296255680064306,21.219520781439385,21.553742485359685,21.336014964019427,20.993630276700443,21.188536389541003,20.527055371160866,21.17536849575228,21.51699759421092,21.058702892258918,22.089579349443493
LIMS1,22.257126965670018,21.627899727690725,22.00907539756945,22.040815791155964,22.09174214734632,22.17542501339935,20.791876937201348,22.38812232767944,21.76373324026471,22.100301889351307,21.522847766183528,21.806463151108993,21.182950534045894,21.913485388440776,22.185949581066343
PAFAH1B1,19.94891307162552,20.785716557631936,20.983983285764715,20.667258488691893,20.449713818540395,20.42175884426606,20.664717309534637,20.543472869581297,20.21772206929129,20.79134111215216,19.818336243346998,20.325988224258953,21.102786910210973,19.77255615210332,20.07617257127814
LTA4H,21.20799535686233,22.0825721415182,21.85528329810034,21.801840065487998,21.187887774492957,21.774238577050333,21.377574636233028,21.624977310005796,22.02258683446422,21.744721943626388,22.051568286672158,21.24780311298603,21.72302185231146,20.769739752101827,21.076797204551177
LMAN1,23.627092969127148,23.4924813305947,23.593357957403306,23.526659088300786,23.763660260283025,23.47156571789495,23.65396611241382,23.376275921271837,23.299108769728274,23.146259122106947,23.51087104455815,23.711330391337533,23.432530973710563,23.729715655114845,23.6720622947254
LMAN2,21.971883133999153,21.911639183345546,22.005293376055583,22.061055001842696,22.197085299593017,21.835469346115588,21.900339870456662,22.05287129240063,21.861686420244578,21.905426407339593,22.212889943337153,22.083196324176313,21.83109290003342,22.130726138507125,21.999286558918456
LMCD1,21.74346162742801,21.934758689814018,22.20376110169831,22.142731315464054,22.424712689288228,21.99246488653705,21.95268430754313,22.2041423549477,22.075016022379,21.797474145037604,21.97148942855039,21.89385472926817,22.099542852977848,22.263054207854264,21.939950994399105
LMNA,24.268558127277405,24.08048828864036,24.60264657448169,24.316996389061057,24.595772651313226,24.535994385140604,24.36049237680678,24.21882989751568,24.235969354183705,24.3338853444089,24.214158864411043,24.068072339916743,24.30659852689176,24.180258387931936,24.296723693754714
LMNB1,23.99103774483962,22.80980275278798,23.421593783456835,23.778291321210688,23.73679581575833,23.182578683522802,23.224054072246723,23.760236847138486,23.60855117486941,23.13925419757879,23.476295462254,24.233368462050628,23.859214459099462,24.83982408486046,23.793379553495164
LMNB2,21.715802178107683,21.217289959976096,22.357156240233525,21.972705688791304,21.80036251395658,22.423668356203837,22.03171741076824,22.14761978205452,21.977064728768585,21.881877039687513,21.569790894992988,22.183378665837765,22.002191172171244,21.508341592929494,22.135314415384997
LONP1,19.933914263369715,19.81230646986632,19.798379393495534,19.704545599474354,20.09696904781567,19.17285111180892,19.691510476603163,19.838583596169137,19.69296676563268,19.455512324833084,19.98545305357186,19.699583499129748,20.059143611397605,19.668416300654293,19.40243304014831
LRPPRC,21.653906953259785,21.25283232892874,21.366599473995592,21.76873609293866,21.483139967624595,21.522584942492937,21.262331472375784,20.932972981858633,21.272655225733217,21.363947384046305,21.445523494659263,21.28365109292833,21.552933882951983,21.37933434698226,21.091081942941557
LPP,21.13258455606179,20.354250719988904,21.028811554068625,20.39843362786894,20.662593214711286,20.908182517607504,21.610917948517635,21.13949124725303,20.99715748354525,21.210898168654097,21.232960395136587,20.715510832784243,20.81550606331326,21.154993145347674,20.857493920813138
LRRC47,19.494949911620303,19.282437117504063,18.91235932609654,19.803388694388584,19.525868824969827,18.95781333271402,19.46931557918493,19.53295239261191,19.70476285645488,18.895057903812422,19.62707678477853,19.855968292932754,19.291341390705337,19.685277727506936,19.153350643803684
LRRC59,23.761013746409112,23.854223678095885,24.076218759164572,23.908072444997828,23.955692260880312,24.232371969848078,23.668207995547434,23.879266193189178,23.796968620225165,23.850063451582827,24.09859135903511,24.066264767267626,24.127247866784174,23.988148026775576,24.334618292996844
LRRFIP1,21.620380290937625,21.47728779247419,21.92942487660056,21.687921708006034,21.72417754662908,21.82626688383207,21.904394540811204,22.226704408952553,21.582311336834877,21.86305483779719,21.66549312153193,21.958049284237404,21.57546424069337,21.82699632843966,21.52810260678381
LSM2,22.192615411325956,23.074210741454618,22.653584743626208,22.188346609334122,22.75620569258011,22.581855877362266,22.80630868486547,22.836613909881372,23.525366476688408,22.9467006209261,22.760386855262013,22.745207799007776,22.78351055770278,23.186003010345793,22.782973994872115
LSM4,22.394318825952844,21.845401634070114,22.099851224655538,22.81375095021521,22.595595580921565,22.127097402843397,22.043383788218712,22.670534322570553,22.404830876804485,22.999808833160905,22.279807355088657,21.294335954538646,22.553499288788817,22.350194814430317,22.944351342238622
LSM6,19.839942804942332,18.922842685806636,17.41987597884183,19.28454606418552,19.846188652200297,19.031343540701766,18.955204125175083,19.21903924979072,19.736296206266864,19.419796508193013,19.396124473037936,19.552769111614463,19.608325405682788,19.52118804424874,18.814042308988217
LUC7L,21.467682545157796,21.42038762024938,21.86644333222468,21.481841702947833,20.702827909202565,22.377613382582865,22.03887882690158,21.383695449453683,20.939848698571787,21.017180451906757,20.91993008017467,20.270320086136415,21.512437459721813,21.165704191631228,21.30937252061659
LY6E,21.60054280694652,21.833070824737156,21.4179972471465,21.609759859537665,21.693711735025712,21.691372599516974,21.979109640090932,21.63921074855354,21.73299241924098,22.45012367198618,21.44188823091125,21.82090472296358,21.234740971619374,22.363270568293817,22.107222621769072
LYAR,16.679699268963155,19.115503400777996,18.66435732040299,16.779500010513352,18.511190218271004,15.202651905877303,18.990757788775603,17.773444522604347,19.18621808404292,16.096491450488713,18.325251697185934,17.241911386839863,16.456559012114536,17.31598183155488,16.61847030663726
LYPLA2,19.16306884148058,19.615094109606538,19.076905242372682,19.812813270128846,19.78303195316767,18.566395474665537,20.22296043686773,19.809676700554025,19.996059302479654,20.744935664884185,19.423044111870816,19.274651886376034,19.434982212188096,19.955939068449126,19.616366952598657
MAP3K11,25.48228386943866,25.755364235145755,25.461570062759392,26.263809729660288,25.64362294610167,25.77867978544617,25.924430331958373,25.11249090490909,25.750630895767497,25.705773952804975,25.603731723670943,25.39100436697219,25.26192554368422,25.509431122248795,25.084313091842283
MACROD1,21.036335947614482,21.046945414206668,20.926371352357236,21.327943345164748,20.99568852866246,21.606510034073427,21.02355507802168,21.181514713033586,20.91667852349005,20.831032556021896,20.80372223416841,20.687823758353012,20.822210398301408,20.79623087099463,21.2223555120559
MACF1,25.188117508427865,25.001174415663172,25.42884097510794,25.422402005632943,25.603056668560818,25.383120752923606,24.885438518929654,25.013400442459137,25.104584141976716,25.128369247610284,25.097558086650963,24.796505266566925,25.074296949493274,25.291665887406573,25.072611333654113
MAGT1,22.30794618403823,22.285074994543077,21.927843446595013,22.77162142676858,21.928413805028676,22.308731272226108,21.780376290617856,22.34652441047106,23.218485132715177,21.633701143754077,22.089999862802337,22.342602702854016,22.67544497827571,21.91922658882975,22.479879480339946
MAK16,20.320504012774965,20.855579557799036,20.803861629109768,20.830727657386024,21.164556846069992,20.941319165314738,21.047594521940887,21.175791716004618,21.104860179844053,20.884106198327096,21.743346858679278,20.988806108621404,20.1924013814379,21.54885499077692,21.549641780881323
MANF,22.864101043752328,24.000904292794566,23.149583919851665,23.639532155930272,23.31289222772173,23.773434563121242,23.039229374966787,22.870020012368023,23.323357175772422,23.431871154544986,23.274293126939202,23.50807376054958,23.5287445326437,23.270360103029503,22.414747892711674
ME2,21.34803638398639,21.6761072002507,21.546749669313762,21.34587787967337,21.583394183073434,21.402063799833464,21.541925476298704,21.91360778183198,21.286140002308876,21.29988893360554,21.764667125447318,21.236939726815383,21.662170175465974,21.44234231125058,21.075244909997334
ME1,19.570967161849126,19.62662255018929,18.761090127488835,19.406790071145537,19.98285367083016,18.989362937568238,19.38235894165932,19.912237838839737,20.12064298401998,19.283996244557475,20.18843019685125,19.614308686237937,19.78878044668396,19.68120845193358,19.94362462832731
MAP1S,17.339112855378822,19.080333769155537,17.88695365424138,19.412421894151237,18.93663031559076,18.188589726305175,18.292230566942507,18.165165041947986,18.735760116556207,18.955978345713543,18.400172309241253,18.52208453583902,19.144428422757063,19.084272363710227,18.285743123710226
MAP4,22.520828266581752,22.144969052185424,22.69031138233492,22.545263152491216,22.34362046959372,22.35021217522064,22.584705769232976,22.64534664430787,22.202121711282153,22.29785516104744,22.23228485852387,22.6680660600244,22.30411287070074,22.296755087193546,22.046135941294153
