Approved symbol,log2fc,sem,stat
AGPAT1,-0.10029076317531826,0.017853566672087328,-5.617407715631137
AGPAT2,-0.0206320752652287,0.02108422599078418,-0.978555023753155
AGPAT3,0.04035658962148636,0.043489033998959765,0.9279716266507936
AGPAT4,0.017488067026878884,0.006420581082199388,2.72375144912714
AGPAT5,0.07824457878919722,0.017712341465820628,4.41751752246789
GPAT4,-0.14967641915060348,0.026515863665516486,-5.644787627463011
GPAT3,0.009598136441566485,0.020314947254412824,0.47246671730745315
ACCS,-0.040829804213211585,0.012320948322844754,-3.3138524035124344
ACCSL,0.010431407053208996,0.01360534898132912,0.7667136703016009
SELENOF,-0.019940847185890398,0.018867748188520488,-1.0568747784127628
OAS2,0.09189100002684913,0.02221508838536752,4.1364228866798145
OAS3,-0.10568692799098622,0.025579075214047068,-4.131772830197822
OASL,-0.037138074567851564,0.02403653478983075,-1.5450677434404456
DECR2,-0.009955819304657165,0.010653543160666324,-0.9345078115809201
ADO,0.015080363031971356,0.012763368741012592,1.1815346980859023
HACL1,0.034484514383106735,0.01240456275480396,2.779986289299217
OGFOD1,0.014112607627639218,0.009327894073358607,1.512946814859983
OGFOD2,0.01298803195995113,0.01992595886931909,0.6518146526915398
DHCR24,-0.10559644025243253,0.03258397784610557,-3.2407473621288814
BPNT1,0.054040047774909006,0.013480719318193923,4.008691709942746
PAPSS1,-0.07386851111319093,0.02951241512827511,-2.502963948972761
PAPSS2,-0.08424124181710946,0.053861673604566694,-1.564029414228358
HMGCR,0.012884403846366688,0.004791011671297365,2.6892866747865174
HMGCS2,0.0033250639183184383,0.005405551011720677,0.6151202552910541
HAAO,0.030587120373336774,0.016911786530175547,1.8086273924260132
BDH2,0.02875893724760692,0.010836420726313115,2.653914791050347
HIBADH,-0.058307309843889765,0.03225355089837286,-1.807779553563241
HIBCH,0.024915231463564336,0.012925002060124159,1.9276771754205042
HMGCL,-0.14566791906419985,0.049233826226247536,-2.9586958851177276
HMGCLL1,0.06776602279068333,0.031824896503626104,2.129339926775948
KDSR,0.007399009265193879,0.00889154496678252,0.8321398916426188
OXCT1,0.0020607243977330825,0.024254534359933654,0.0849624390702473
OXCT2,-0.002433984582525639,0.005585477520471229,-0.43577018681122387
OXSM,0.03237060376265255,0.0167504303753368,1.9325237046037198
HOGA1,-0.0161137326446954,0.01563262413672348,-1.0307759275579151
HPD,0.011570864079982535,0.010105372217876536,1.145021067063074
HPDL,0.028475457664649095,0.02121729563945588,1.3420870476865048
NT5M,0.04895892050029049,0.013957757036210348,3.50764957244042
XRN1,0.037347579075175386,0.005924138808986632,6.304305195975644
XRN2,-0.10793337788075119,0.038287774334792045,-2.8190037095646034
NT5DC1,-0.06256750309387904,0.024071099872231768,-2.5992789455398513
NT5DC2,-0.22210495461870794,0.05113702852062353,-4.343329306456146
NT5C1A,0.022801663480272794,0.011640651194493474,1.9587962133131311
NT5C1B,0.01662819165734808,0.0034292105986398844,4.848985263239085
NT5C2,-0.14445128880085312,0.02840567649545399,-5.08529655415779
NT5C3B,-0.1805496777564266,0.02076977246967981,-8.692905905444903
MTHFS,0.03378339014054754,0.012141088386675802,2.7825668560013956
ATIC,-0.01419170536859804,0.009391240207249994,-1.511164133320976
HTR1A,0.04151833634339308,0.01385201917658474,2.997276845643926
HTR1B,0.010921165209939243,0.05831203629974473,0.18728835250754317
HTR1D,0.07311750554546137,0.022243678855051973,3.287113881742406
HTR1E,0.030273708253864218,0.013139817638226475,2.3039671544444937
HTR1F,0.06710826561451855,0.014369787507356407,4.670094500712932
HTR2A,0.0050640370797148115,0.009195856392356259,0.5506868380332819
HTR2B,0.030479399413204433,0.02241423844692555,1.3598231091088058
HTR2C,0.01351931672065021,0.00478521095389889,2.82522899217953
HTR3B,0.0077844308443388854,0.005174743776353359,1.5043123255514252
HTR3C,0.027245299958067015,0.019669801738759596,1.385133430418864
HTR3D,0.026148769509128922,0.0360828638933963,0.7246866431218764
HTR3E,0.047391908417169226,0.02388322114646893,1.9843181171638564
HTR5A,-0.005553926241264495,0.005084599188441114,-1.0923036478254389
HTR6,0.03917063608374605,0.05965500058513987,0.6566194903953031
HTR7P1,0.08162072565637768,0.03405584657785095,2.3966729316152637
MTR,-0.009779451648964876,0.02109488850658833,-0.46359342671617204
OPLAH,0.03524948457626831,0.02389227734374863,1.4753505523612747
PFKFB2,-0.05623821600178891,0.048036222891994926,-1.1707460040777022
PFKFB3,-0.02596938253687542,0.006976550245580948,-3.722381638880164
PFKFB4,-0.06444353141579118,0.015023696963560868,-4.289458950889075
PGLS,-0.00883182245753611,0.019198813845738107,-0.46001917246031643
PTS,0.02009284539181566,0.00723210625728964,2.77828404022175
DHCR7,-0.054474243319587945,0.013709154809042978,-3.9735668666937123
AKAP10,-0.13564359179560448,0.051335788081607325,-2.642281279094712
AKAP11,-0.012105307411754307,0.017910828476704277,-0.6758652972138658
AKAP14,0.007016281795688695,0.011492225376422912,0.6105242079643755
AKAP17A,0.03242830329230273,0.009678923582050877,3.3504038974374732
AKAP3,-0.0017188202475248993,0.011984490173754575,-0.14342038940371685
AKAP4,0.023093112971080743,0.013114860514449758,1.7608355762256942
AKAP5,0.0008303815559118632,0.006801561030033053,0.12208690802673397
AKAP6,-0.023697049828270256,0.008929058540032956,-2.6539247919616384
AKAP8,0.05303360911228294,0.013593575111595086,3.901373161725953
AKAP8L,-0.13672418027355704,0.018664646177229977,-7.32530255196342
AKAP9,0.03931283000398311,0.010977094523963556,3.5813511415212105
AKIP1,0.026877608790601304,0.019049405448488065,1.41094213482314
A1BG-AS1,-0.000541335829463474,0.007318559925578717,-0.07396753390943475
TNIP2P1,-0.07959781389367349,0.01025615790105249,-7.76097781075554
A2M-AS1,0.07713932542845336,0.02080216065452566,3.708236212072093
AAR2,-0.00553658889287556,0.009385423156309882,-0.5899136139805561
ABI3,0.12768415940745736,0.03570129287428403,3.5764575769587728
ABO,0.007152762769586651,0.010741570888269027,0.6658954117593966
ABRACL,0.04730786203602966,0.013309015349409216,3.5545726557547055
SDHAF3,0.02889417627472124,0.01583916169381834,1.8242238341438215
ACTR3BP2,0.07608009923944925,0.050084043153655604,1.5190486719700107
