"","stat"
"AHR",-0.0804584007943978
"AR",-0.427908611633086
"ARID1A",1.48744903690702
"ARID2",1.56875216046599
"ARNT",0.676734063530525
"ATF3",-0.423131830457283
"ATF6",2.22170706427589
"ATF7",1.37804576120729
"BACH1",0.660845978510104
"BACH2",-0.732521210011641
"BCL11A",0.368371589982284
"BCL3",0.385748616666279
"BCL6",0.650033456852637
"BHLHE40",-1.12302075527896
"CEBPA",-0.149774815489027
"CEBPB",0.509346320132159
"CEBPG",-1.03866329496583
"CREB1",-1.57052190186017
"CREB3",0.147149543120423
"CREB3L1",0.859382789648398
"CREM",1.48327177396482
"CTCF",-0.889968419053161
"CTCFL",-1.28064831364985
"CUX1",-2.02847175275621
"E2F1",0.180098425937144
"E2F2",-0.441851061421178
"E2F4",0.383145869477627
"E2F6",1.0313540923654
"E2F7",-1.50036466768792
"EBF1",0.241098261962335
"EGR1",1.49157888672039
"ELF1",-1.63104714603662
"ELF3",0.0262012810984031
"ESR1",0.358997787295452
"ESRRA",1.08800241839576
"ETS1",0.704639032334067
"FOS",-1.04232310790617
"FOXJ2",0.412976759420617
"FOXK2",1.39476811228326
"FOXO1",-0.302620470260867
"FOXO3",-0.265028916489488
"FOXP1",-0.764982076824739
"FOXP2",-1.08534162722458
"GABPA",0.897900132132669
"GATA2",-0.717192443240388
"GATA3",0.910899208448784
"GATA6",-1.16665778249409
"GFI1B",-0.489951473992581
"GRHL2",1.0522211619527
"HBP1",0.154798609592905
"HIF1A",-1.20605791044476
"HMBOX1",0.750831699061442
"HNF1A",-0.737779466711875
"HNF1B",-2.03573820380735
"HNF4A",-0.756748687938263
"HNF4G",-1.10078825655862
"HOXB13",-0.869630453544566
"HSF1",-2.08953352459303
"IRF1",0.739811504518979
"IRF2",-1.08889609946028
"IRF3",0.86902220443709
"IRF4",-0.479727607541558
"JUN",-2.20126213658899
"JUNB",-0.573214911802436
"KDM5B",0.870854927355629
"KLF1",-2.13020253534849
"KLF13",0.336189417978168
"KLF5",0.42481420818361
"KLF6",-0.549817051583347
"KLF9",-0.513376596376341
"KMT2A",0.62575362750491
"LYL1",-0.876604382409568
"MAF",0.710545599499879
"MAFB",0.0891294938311264
"MAFF",0.55507674045284
"MAFG",1.06617477186502
"MAFK",0.187750064601601
"MAX",-0.0264345662556581
"MAZ",-0.740912089700526
"MBD1",-0.336624771411207
"MEF2A",-1.05733806836749
"MEF2B",-0.451572047543327
"MEF2C",-2.08038364810745
"MEIS1",-1.30165767110931
"MEIS2",0.599001050006422
"MIER1",0.0969553723966016
"MNT",-0.00804403973044488
"MTA1",-1.1524179850333
"MTA2",0.980140546149703
"MXI1",0.829770894950926
"MYBL2",-0.0198370719400244
"MYC",0.564794543709688
"MYCN",0.465520768014457
"MYOD1",-1.4686410185995
"NANOG",-1.27557719127607
"NCOR1",0.278434622819857
"NEUROD1",0.32103465388582
"NFATC1",-0.917244130398389
"NFE2",1.36904532204702
"NFE2L1",0.182972647921126
"NFKB1",-0.81456232590978
"NFYB",-0.318605690209137
"NONO",0.625297504785221
"NR1H2",-1.24865859215575
"NR2C2",0.691486412852592
"NR2F1",0.421553277786167
"NR2F6",0.771648791953351
"NR4A1",-1.14766884641831
"NR5A2",0.0374003152125474
"NRF1",-0.856265134182607
"ONECUT1",-0.682243389681875
"OTX2",0.75227899556516
"PAX5",1.57870018372103
"PAX6",-0.171323234983908
"PBX2",1.53473886475082
"PBX3",-1.02929608198223
"PDX1",-0.0144304510582071
"PKNOX1",-0.2461350298919
"POU2F2",-1.08880597527277
"POU5F1",-0.65992275301951
"PPARA",-2.28969815722103
"PRDM1",-0.766478563688268
"PRDM14",-0.896553160193872
"PROX1",1.14048694115862
"RARA",0.12754161220887
"RBPJ",-1.18202207776194
"RELA",-0.513622953376273
"RFX1",-1.34199243372445
"RUNX2",-0.529904872990722
"SNAI2",0.540089067270343
"SOX11",-0.30700908691806
"SOX2",0.277145230653251
"SP1",-1.39816344580846
"SP2",2.48157895253161
"SP3",-0.327249789686576
"SP4",1.374913153675
"SPI1",1.11166255548447
"SREBF1",1.02170436326622
"SREBF2",0.527361547721835
"SSRP1",1.36569321272625
"STAT1",0.446020933473748
"STAT2",1.35904088519183
"STAT3",0.279933001117675
"TAF1",1.30348782976853
"TBP",-0.422061469610268
"TCF12",-1.51719674846912
"TCF25",-1.03988068188502
"TCF4",-0.123719372445119
"TCF7",-0.0238074621427912
"TEAD1",-0.590635202840914
"TEAD2",-1.05845932261461
"TEAD4",-2.20621323541538
"TFAP2A",0.0613069454174975
"TFAP4",0.601396087834756
"TFDP1",-0.228622903353989
"TGIF2",0.259555645626219
"THAP1",-2.4043456121476
"THAP11",0.387764351780841
"TP53",0.244533453701349
"TP73",1.98725839567454
"USF1",-1.5195408142544
"USF2",-0.765064345843874
"VDR",-0.0170615069336811
"WT1",-0.185197452677709
"YY1",-1.20698832045837
"ZBED1",-0.88167089496899
"ZBTB33",-0.0711031746709479
"ZBTB7A",1.45130045454911
"ZEB1",0.463060072013158
"ZEB2",0.700049993891556
"ZFX",0.924976194319305
"ZKSCAN1",-0.678357001383981
"ZNF143",-0.143830305367495
"ZNF263",-1.06416734223596
"ZNF384",0.932009645967907
"ZNF639",-0.754157248563622
"ZNF740",3.31650230599264
